[[22, 24, 17], [13, 1, 16], [19, 28, 31], [25, 20, 9], [12, 23, 11], [18, 2, 27], [7, 6, 4], [30, 8, 32], [15, 3, 5], [0, 26, 21], [14, 10, 29]]
[[32, 22, 9], [17, 13, 10], [29, 25, 31], [0, 3, 8], [15, 19, 1], [4, 14, 18], [28, 23, 6], [5, 21, 12], [2, 7, 26], [24, 11, 30], [16, 20, 27]]
[[7, 5, 8], [16, 6, 29], [28, 14, 22], [3, 24, 0], [18, 12, 10], [30, 1, 15], [13, 21, 2], [31, 4, 17], [9, 20, 23], [11, 25, 19], [26, 32, 27]]
[[32, 26, 29], [8, 10, 22], [6, 17, 1], [30, 25, 13], [21, 11, 27], [16, 31, 24], [28, 4, 18], [15, 12, 0], [23, 3, 20], [2, 9, 7], [5, 14, 19]]
[[23, 22, 2], [28, 16, 30], [3, 4, 26], [6, 20, 31], [21, 13, 27], [10, 29, 15], [5, 0, 24], [32, 11, 14], [19, 8, 7], [1, 9, 25], [17, 18, 12]]
[[5, 22, 30], [3, 25, 18], [28, 4, 6], [17, 24, 2], [9, 0, 12], [10, 29, 15], [11, 27, 23], [21, 8, 19], [16, 32, 20], [31, 26, 1], [13, 7, 14]]
[[23, 21, 31], [19, 20, 15], [29, 10, 7], [25, 4, 3], [30, 24, 16], [14, 12, 28], [18, 2, 9], [0, 1, 13], [11, 22, 6], [26, 32, 5], [27, 17, 8]]
[[28, 10, 24], [0, 20, 9], [25, 2, 4], [1, 30, 16], [13, 29, 32], [31, 27, 15], [17, 12, 22], [18, 19, 11], [8, 21, 3], [6, 7, 5], [23, 26, 14]]
[[4, 23, 32], [1, 25, 0], [18, 28, 15], [14, 29, 16], [5, 3, 22], [31, 24, 12], [6, 8, 17], [13, 26, 7], [2, 9, 11], [21, 27, 10], [30, 19, 20]]
[[4, 3, 28], [25, 24, 13], [27, 17, 2], [14, 22, 30], [6, 8, 26], [29, 20, 7], [5, 18, 32], [9, 19, 1], [15, 12, 0], [21, 31, 10], [23, 11, 16]]
[[15, 14, 6], [11, 27, 10], [4, 17, 1], [16, 31, 29], [3, 21, 28], [30, 22, 23], [0, 24, 8], [19, 25, 12], [32, 7, 26], [20, 18, 5], [13, 2, 9]]
[[12, 20, 26], [7, 22, 3], [5, 15, 6], [32, 9, 27], [23, 19, 25], [21, 31, 24], [16, 10, 0], [30, 29, 13], [17, 11, 18], [4, 8, 14], [28, 1, 2]]
[[13, 1, 20], [18, 26, 22], [2, 11, 32], [12, 14, 25], [31, 15, 19], [8, 10, 4], [24, 23, 7], [29, 9, 0], [16, 30, 21], [28, 5, 27], [3, 17, 6]]
[[6, 17, 12], [14, 8, 11], [25, 4, 9], [16, 22, 0], [7, 18, 3], [23, 19, 15], [27, 31, 20], [21, 2, 26], [10, 1, 24], [13, 29, 5], [30, 32, 28]]
[[17, 5, 14], [3, 16, 23], [22, 12, 2], [27, 1, 26], [13, 19, 15], [28, 0, 9], [30, 29, 31], [20, 6, 10], [21, 8, 32], [24, 18, 7], [11, 4, 25]]
[[12, 13, 26], [2, 0, 19], [27, 3, 17], [16, 32, 18], [20, 9, 14], [21, 30, 22], [25, 10, 23], [29, 8, 24], [28, 5, 6], [31, 15, 4], [11, 1, 7]]
[[13, 18, 25], [22, 27, 21], [28, 32, 5], [17, 7, 6], [26, 29, 23], [15, 16, 30], [11, 8, 10], [20, 0, 31], [12, 14, 19], [4, 3, 9], [1, 2, 24]]
[[8, 31, 10], [22, 29, 4], [20, 17, 12], [24, 25, 11], [13, 30, 9], [23, 26, 21], [32, 14, 2], [3, 1, 6], [27, 28, 16], [18, 15, 5], [19, 7, 0]]
[[15, 9, 23], [22, 28, 13], [31, 30, 29], [26, 32, 6], [2, 20, 16], [18, 4, 10], [8, 1, 5], [14, 27, 19], [3, 11, 25], [17, 0, 24], [7, 21, 12]]
[[3, 25, 19], [9, 4, 30], [13, 24, 18], [31, 16, 27], [28, 23, 1], [8, 22, 17], [14, 5, 0], [29, 20, 6], [11, 7, 21], [10, 26, 12], [15, 2, 32]]
[[7, 14, 32], [12, 9, 11], [24, 23, 8], [20, 18, 21], [30, 17, 28], [25, 15, 29], [16, 4, 10], [13, 5, 3], [6, 0, 26], [1, 22, 19], [2, 31, 27]]
[[31, 30, 23], [14, 12, 11], [9, 28, 17], [8, 26, 25], [10, 0, 32], [27, 16, 6], [29, 4, 7], [1, 21, 20], [15, 3, 24], [19, 5, 13], [18, 22, 2]]
[[8, 23, 12], [22, 16, 6], [5, 32, 4], [28, 9, 0], [15, 21, 31], [3, 18, 14], [29, 25, 26], [24, 10, 2], [13, 17, 19], [27, 30, 1], [20, 7, 11]]
[[18, 22, 29], [11, 3, 12], [28, 26, 19], [24, 9, 6], [13, 17, 0], [25, 32, 7], [31, 16, 23], [2, 1, 21], [4, 10, 5], [20, 14, 30], [27, 15, 8]]
[[15, 26, 3], [1, 21, 29], [11, 18, 6], [5, 12, 22], [16, 17, 30], [20, 4, 23], [13, 31, 7], [0, 24, 9], [8, 10, 2], [14, 25, 28], [27, 19, 32]]
[[3, 6, 13], [21, 11, 12], [32, 5, 10], [20, 17, 19], [14, 0, 25], [15, 31, 18], [9, 8, 7], [29, 1, 16], [23, 27, 30], [26, 2, 4], [22, 24, 28]]
[[29, 12, 6], [30, 31, 21], [25, 14, 7], [15, 17, 32], [8, 20, 24], [1, 11, 3], [2, 22, 16], [0, 5, 19], [4, 13, 27], [10, 23, 26], [9, 28, 18]]
[[32, 27, 24], [1, 2, 8], [6, 23, 21], [3, 15, 20], [17, 22, 11], [25, 0, 9], [18, 29, 12], [13, 28, 19], [14, 26, 10], [16, 4, 7], [30, 5, 31]]
[[21, 5, 6], [1, 2, 31], [3, 10, 22], [19, 17, 27], [7, 13, 32], [14, 25, 9], [26, 23, 8], [18, 29, 0], [24, 30, 20], [16, 28, 15], [11, 12, 4]]
[[18, 14, 12], [28, 32, 30], [10, 0, 23], [2, 29, 17], [24, 22, 27], [13, 3, 8], [1, 7, 26], [25, 16, 19], [4, 15, 21], [11, 9, 20], [31, 5, 6]]
[[8, 17, 4], [15, 31, 19], [1, 22, 27], [23, 13, 32], [0, 7, 14], [24, 5, 30], [2, 21, 11], [9, 28, 16], [3, 12, 10], [18, 20, 6], [26, 25, 29]]
[[8, 12, 24], [7, 23, 17], [19, 1, 13], [11, 30, 28], [3, 25, 2], [20, 6, 18], [27, 9, 4], [14, 22, 10], [5, 0, 21], [31, 32, 26], [16, 15, 29]]
[[0, 8, 12], [13, 23, 22], [20, 30, 31], [2, 11, 16], [10, 17, 9], [27, 15, 21], [29, 5, 24], [32, 19, 14], [26, 4, 18], [25, 6, 1], [28, 3, 7]]
[[15, 1, 4], [31, 26, 22], [3, 12, 10], [11, 29, 13], [0, 20, 17], [16, 9, 23], [28, 18, 14], [7, 8, 5], [19, 27, 32], [25, 2, 24], [21, 30, 6]]
[[8, 22, 23], [24, 31, 15], [5, 21, 16], [25, 30, 4], [7, 28, 10], [17, 9, 29], [18, 13, 2], [1, 27, 3], [0, 11, 14], [32, 26, 19], [12, 6, 20]]
[[21, 0, 29], [1, 19, 17], [27, 15, 30], [18, 28, 31], [3, 11, 10], [5, 16, 22], [6, 26, 23], [4, 9, 14], [13, 8, 24], [12, 20, 32], [7, 2, 25]]
[[20, 32, 23], [14, 9, 0], [28, 21, 17], [8, 22, 5], [7, 11, 16], [12, 25, 6], [10, 13, 27], [18, 15, 2], [30, 26, 1], [24, 3, 31], [29, 4, 19]]
[[2, 13, 25], [20, 21, 8], [28, 15, 24], [26, 1, 10], [31, 16, 32], [22, 4, 29], [5, 14, 17], [11, 23, 3], [0, 6, 12], [7, 30, 19], [9, 18, 27]]
[[20, 28, 13], [10, 23, 2], [9, 7, 24], [0, 14, 3], [27, 29, 32], [30, 1, 15], [5, 17, 8], [25, 11, 31], [12, 4, 16], [26, 6, 18], [19, 22, 21]]
[[14, 19, 5], [17, 16, 8], [24, 31, 32], [21, 6, 0], [3, 9, 11], [23, 15, 27], [7, 22, 18], [2, 28, 30], [29, 13, 10], [1, 4, 12], [26, 25, 20]]
[[14, 16, 0], [32, 13, 6], [29, 21, 8], [15, 27, 20], [5, 7, 1], [11, 12, 31], [4, 23, 25], [26, 9, 24], [2, 30, 18], [22, 17, 3], [28, 19, 10]]
[[19, 29, 8], [30, 10, 6], [12, 23, 2], [14, 31, 16], [32, 15, 1], [22, 26, 20], [28, 11, 4], [3, 5, 18], [24, 13, 25], [17, 0, 27], [21, 9, 7]]
[[7, 21, 23], [9, 18, 31], [17, 26, 22], [0, 16, 27], [30, 2, 19], [13, 3, 6], [5, 4, 11], [8, 24, 29], [14, 32, 1], [25, 12, 15], [10, 20, 28]]
[[11, 20, 28], [7, 1, 16], [26, 32, 3], [21, 24, 10], [29, 22, 27], [31, 8, 30], [14, 6, 5], [23, 4, 19], [9, 12, 0], [13, 25, 18], [15, 17, 2]]
[[3, 23, 32], [21, 4, 1], [2, 19, 25], [31, 28, 9], [7, 29, 5], [20, 6, 8], [15, 17, 27], [14, 22, 30], [18, 24, 26], [11, 16, 0], [13, 10, 12]]
[[4, 16, 23], [9, 13, 15], [21, 6, 17], [14, 30, 26], [7, 18, 20], [32, 8, 31], [10, 27, 3], [5, 28, 2], [1, 29, 24], [19, 0, 22], [25, 11, 12]]
[[0, 13, 28], [16, 20, 2], [5, 21, 17], [29, 4, 27], [26, 23, 12], [11, 3, 30], [18, 1, 24], [32, 22, 7], [10, 8, 19], [6, 25, 15], [9, 31, 14]]
[[7, 30, 26], [8, 24, 12], [22, 5, 28], [15, 11, 3], [13, 23, 14], [6, 18, 21], [1, 17, 31], [29, 10, 16], [25, 0, 27], [19, 20, 2], [9, 32, 4]]
[[16, 31, 4], [8, 27, 0], [17, 6, 26], [20, 14, 10], [13, 15, 18], [5, 2, 30], [28, 32, 3], [25, 23, 11], [7, 22, 21], [1, 24, 9], [29, 12, 19]]
[[30, 13, 8], [11, 19, 2], [14, 6, 9], [0, 7, 18], [27, 26, 10], [31, 22, 3], [4, 15, 16], [1, 17, 28], [24, 5, 20], [21, 25, 23], [32, 29, 12]]
[[4, 21, 3], [32, 12, 2], [23, 24, 13], [20, 14, 28], [0, 1, 8], [10, 22, 17], [5, 25, 11], [30, 16, 29], [9, 31, 15], [27, 19, 26], [6, 7, 18]]
[[22, 18, 5], [13, 29, 7], [2, 3, 8], [6, 10, 27], [19, 21, 20], [15, 30, 9], [1, 4, 31], [28, 32, 12], [24, 26, 25], [17, 16, 23], [14, 11, 0]]
[[11, 5, 8], [4, 3, 15], [16, 20, 31], [21, 30, 7], [12, 27, 9], [22, 24, 6], [10, 2, 25], [13, 29, 0], [18, 28, 19], [17, 32, 23], [14, 1, 26]]
[[28, 15, 25], [11, 7, 24], [10, 14, 27], [26, 2, 20], [12, 31, 8], [17, 18, 5], [0, 32, 6], [9, 21, 4], [29, 13, 16], [23, 19, 30], [3, 22, 1]]
[[16, 4, 17], [31, 15, 30], [20, 10, 18], [9, 5, 25], [3, 23, 8], [19, 32, 12], [29, 22, 21], [0, 26, 11], [14, 24, 28], [27, 7, 13], [6, 1, 2]]
[[5, 28, 20], [29, 30, 2], [8, 23, 17], [14, 11, 26], [9, 19, 13], [4, 22, 1], [24, 6, 21], [15, 12, 27], [0, 31, 3], [16, 18, 32], [7, 25, 10]]
[[2, 14, 23], [3, 9, 12], [22, 31, 10], [19, 0, 32], [4, 8, 17], [27, 13, 21], [26, 16, 29], [5, 28, 1], [18, 25, 20], [15, 7, 11], [24, 6, 30]]
[[24, 10, 32], [30, 21, 15], [16, 23, 18], [4, 14, 2], [20, 12, 3], [8, 25, 28], [29, 9, 5], [1, 7, 26], [22, 6, 19], [13, 31, 17], [11, 27, 0]]
[[6, 22, 5], [29, 28, 18], [27, 15, 24], [16, 12, 19], [30, 9, 25], [11, 32, 0], [14, 26, 4], [31, 2, 8], [3, 10, 7], [21, 17, 23], [13, 20, 1]]
[[9, 28, 3], [16, 0, 32], [26, 29, 18], [8, 4, 2], [1, 10, 15], [23, 31, 13], [17, 7, 14], [30, 22, 20], [6, 24, 21], [25, 12, 11], [27, 19, 5]]
[[19, 9, 5], [16, 30, 6], [27, 15, 18], [23, 21, 4], [29, 22, 24], [26, 11, 17], [0, 3, 7], [31, 32, 12], [13, 28, 25], [8, 14, 20], [2, 10, 1]]
[[27, 9, 23], [1, 6, 22], [4, 21, 26], [32, 2, 8], [19, 5, 16], [3, 18, 12], [13, 30, 15], [24, 14, 25], [11, 0, 7], [31, 20, 17], [10, 29, 28]]
[[16, 2, 22], [10, 29, 1], [31, 7, 3], [13, 14, 17], [25, 24, 12], [28, 23, 5], [32, 15, 4], [20, 27, 19], [0, 18, 9], [8, 6, 26], [30, 11, 21]]
[[8, 26, 13], [16, 6, 25], [3, 32, 30], [29, 4, 22], [12, 27, 24], [2, 19, 5], [18, 20, 7], [21, 10, 31], [15, 23, 0], [1, 11, 9], [14, 28, 17]]
[[31, 15, 3], [2, 0, 20], [18, 1, 30], [22, 26, 24], [13, 12, 28], [16, 19, 9], [25, 5, 4], [7, 29, 32], [11, 17, 14], [23, 21, 10], [27, 6, 8]]
[[13, 4, 5], [16, 1, 30], [28, 20, 0], [6, 15, 23], [2, 14, 27], [25, 26, 18], [3, 22, 17], [29, 24, 10], [8, 32, 19], [9, 12, 7], [11, 21, 31]]
[[3, 14, 16], [10, 27, 15], [30, 28, 23], [22, 6, 0], [9, 20, 2], [12, 1, 24], [5, 29, 31], [18, 4, 25], [26, 11, 32], [7, 8, 21], [17, 19, 13]]
[[17, 5, 19], [18, 23, 32], [12, 13, 16], [24, 15, 31], [4, 22, 7], [3, 25, 2], [30, 9, 21], [10, 1, 28], [26, 6, 14], [8, 11, 27], [20, 29, 0]]
[[21, 22, 28], [27, 32, 8], [5, 20, 15], [14, 18, 6], [23, 30, 26], [4, 0, 13], [11, 2, 3], [25, 17, 31], [10, 9, 19], [24, 7, 16], [1, 12, 29]]
[[15, 13, 1], [16, 22, 32], [14, 9, 8], [11, 31, 23], [20, 6, 30], [7, 24, 18], [3, 25, 26], [19, 12, 2], [29, 28, 21], [5, 10, 17], [0, 27, 4]]
[[28, 19, 2], [20, 18, 12], [11, 26, 22], [32, 9, 5], [14, 6, 16], [15, 10, 7], [4, 24, 31], [23, 17, 13], [0, 21, 27], [8, 25, 30], [3, 1, 29]]
[[10, 0, 1], [17, 25, 18], [5, 32, 24], [4, 29, 14], [30, 8, 19], [7, 20, 16], [13, 9, 21], [26, 6, 31], [12, 22, 2], [11, 15, 3], [28, 23, 27]]
[[2, 4, 31], [10, 27, 23], [25, 32, 13], [15, 19, 5], [24, 17, 9], [14, 12, 18], [0, 6, 8], [11, 21, 28], [20, 3, 16], [1, 7, 30], [29, 26, 22]]
[[21, 23, 29], [28, 25, 16], [22, 3, 5], [15, 12, 31], [14, 17, 26], [6, 9, 11], [0, 30, 27], [24, 13, 32], [20, 1, 18], [4, 19, 10], [8, 7, 2]]
[[31, 16, 3], [30, 32, 13], [4, 6, 7], [23, 24, 12], [8, 28, 25], [17, 2, 11], [22, 20, 19], [21, 9, 1], [5, 0, 26], [18, 29, 27], [10, 14, 15]]
[[8, 15, 4], [14, 25, 29], [7, 17, 9], [16, 32, 12], [22, 5, 19], [18, 3, 20], [30, 28, 6], [0, 24, 1], [27, 26, 10], [31, 2, 11], [21, 13, 23]]
[[7, 20, 8], [3, 0, 32], [10, 6, 13], [11, 26, 4], [21, 22, 2], [31, 29, 19], [5, 17, 27], [12, 1, 16], [25, 23, 14], [24, 30, 18], [9, 28, 15]]
[[2, 28, 7], [14, 31, 21], [12, 20, 30], [19, 18, 15], [8, 23, 22], [27, 16, 26], [4, 10, 32], [17, 29, 5], [25, 3, 11], [0, 9, 24], [6, 1, 13]]
[[21, 26, 6], [15, 23, 30], [27, 8, 25], [29, 24, 28], [10, 12, 20], [1, 31, 16], [0, 13, 22], [19, 18, 17], [7, 11, 14], [4, 5, 3], [2, 9, 32]]
[[4, 19, 18], [23, 10, 9], [1, 11, 24], [20, 30, 29], [7, 17, 21], [14, 27, 6], [12, 5, 0], [16, 3, 31], [8, 28, 25], [15, 13, 26], [22, 2, 32]]
[[18, 11, 30], [17, 13, 21], [9, 31, 26], [12, 20, 5], [29, 0, 23], [4, 7, 25], [14, 1, 15], [24, 3, 19], [27, 10, 8], [32, 2, 22], [28, 6, 16]]
[[20, 6, 2], [18, 24, 17], [10, 13, 16], [19, 25, 28], [15, 27, 3], [5, 30, 26], [9, 23, 31], [1, 4, 21], [14, 7, 32], [29, 22, 8], [12, 0, 11]]
[[28, 0, 11], [4, 20, 25], [16, 31, 9], [14, 5, 29], [13, 24, 1], [7, 2, 22], [19, 3, 30], [26, 17, 15], [21, 32, 6], [23, 8, 18], [12, 27, 10]]
[[25, 19, 11], [26, 24, 8], [16, 22, 1], [6, 13, 4], [28, 15, 20], [10, 29, 14], [18, 17, 12], [5, 9, 21], [0, 2, 31], [23, 27, 32], [3, 30, 7]]
[[29, 19, 10], [15, 13, 2], [24, 32, 26], [21, 5, 28], [12, 31, 11], [23, 1, 30], [3, 27, 16], [17, 8, 14], [9, 4, 20], [7, 25, 18], [22, 6, 0]]
[[3, 13, 22], [20, 16, 0], [30, 6, 15], [4, 29, 19], [25, 18, 26], [2, 32, 31], [11, 24, 27], [1, 28, 12], [7, 10, 21], [14, 8, 5], [23, 17, 9]]
