[[27, 21, 12], [29, 2, 16], [13, 8, 32], [26, 4, 14], [23, 1, 18], [33, 20, 31], [34, 7, 5], [30, 11, 6], [25, 28, 3], [24, 10, 15, 9], [0, 22, 19, 17]]
[[15, 11, 18], [6, 33, 20], [4, 28, 2], [27, 23, 17], [24, 22, 34], [8, 21, 25], [10, 7, 13], [26, 12, 5], [30, 3, 1], [16, 0, 31, 19], [9, 32, 29, 14]]
[[2, 20, 34], [24, 29, 16], [15, 4, 19], [26, 23, 6], [3, 18, 5], [32, 7, 17], [31, 0, 8], [13, 22, 10], [9, 12, 1], [25, 27, 11, 14], [21, 30, 28, 33]]
[[14, 27, 0], [10, 23, 3], [20, 22, 19], [24, 11, 1], [12, 8, 16], [32, 13, 4], [17, 9, 30], [21, 31, 5], [6, 33, 7], [28, 29, 34, 25], [15, 2, 26, 18]]
[[22, 29, 2], [27, 3, 0], [20, 9, 14], [31, 13, 30], [16, 25, 1], [24, 19, 23], [21, 5, 11], [7, 32, 12], [15, 8, 18], [34, 6, 17, 28], [33, 26, 4, 10]]
[[6, 11, 14], [34, 4, 20], [26, 24, 5], [7, 17, 27], [12, 23, 19], [31, 32, 15], [25, 29, 0], [13, 21, 30], [3, 28, 1], [33, 16, 2, 18], [8, 10, 22, 9]]
[[10, 16, 4], [5, 32, 27], [2, 9, 1], [25, 34, 30], [7, 11, 3], [14, 31, 6], [22, 20, 26], [12, 17, 18], [33, 13, 24], [28, 19, 0, 23], [8, 15, 21, 29]]
[[22, 34, 11], [9, 15, 4], [7, 28, 27], [10, 23, 19], [33, 5, 25], [30, 14, 29], [0, 32, 21], [16, 2, 24], [26, 20, 17], [3, 31, 13, 8], [18, 12, 1, 6]]
[[11, 33, 12], [23, 18, 16], [27, 26, 17], [6, 29, 7], [10, 21, 14], [5, 20, 22], [8, 25, 30], [13, 1, 4], [9, 28, 0], [19, 24, 32, 34], [31, 3, 2, 15]]
[[11, 8, 21], [14, 15, 22], [34, 6, 10], [23, 19, 12], [24, 20, 31], [5, 3, 28], [27, 25, 17], [18, 16, 32], [2, 9, 13], [30, 1, 29, 33], [26, 4, 7, 0]]
[[24, 6, 1], [20, 10, 28], [18, 21, 8], [12, 17, 23], [14, 34, 3], [32, 29, 15], [16, 30, 13], [4, 27, 0], [22, 7, 31], [9, 2, 26, 5], [25, 33, 19, 11]]
[[23, 16, 5], [26, 0, 21], [6, 22, 27], [34, 28, 13], [1, 15, 2], [11, 18, 14], [12, 20, 33], [32, 8, 3], [31, 30, 17], [10, 24, 9, 29], [25, 19, 7, 4]]
[[13, 12, 15], [16, 18, 26], [14, 33, 32], [24, 3, 21], [0, 7, 9], [2, 31, 34], [30, 4, 25], [1, 22, 28], [23, 10, 19], [17, 11, 29, 20], [6, 27, 5, 8]]
[[34, 22, 25], [33, 17, 28], [32, 27, 9], [0, 31, 15], [13, 16, 10], [4, 8, 1], [21, 12, 19], [18, 29, 30], [11, 20, 5], [14, 2, 7, 6], [26, 3, 23, 24]]
[[31, 32, 27], [6, 7, 29], [1, 4, 0], [19, 11, 25], [22, 24, 28], [17, 26, 34], [3, 33, 9], [15, 16, 5], [30, 12, 18], [8, 23, 20, 21], [13, 2, 14, 10]]
[[22, 29, 27], [34, 20, 15], [5, 8, 31], [25, 4, 11], [18, 21, 14], [9, 6, 32], [2, 7, 16], [19, 13, 30], [23, 3, 28], [24, 26, 1, 33], [12, 10, 0, 17]]
[[15, 14, 8], [1, 30, 32], [24, 11, 9], [3, 25, 20], [23, 27, 16], [22, 33, 2], [28, 12, 21], [10, 29, 31], [19, 6, 26], [5, 4, 34, 18], [0, 7, 17, 13]]
[[25, 23, 6], [31, 33, 32], [10, 26, 27], [3, 19, 12], [5, 0, 20], [11, 24, 9], [34, 28, 18], [14, 4, 13], [8, 1, 29], [22, 21, 7, 30], [2, 16, 17, 15]]
[[28, 0, 3], [19, 31, 32], [24, 17, 6], [9, 1, 30], [16, 34, 15], [29, 20, 22], [8, 2, 14], [12, 25, 23], [33, 18, 27], [26, 5, 13, 21], [11, 7, 10, 4]]
[[14, 3, 6], [22, 20, 32], [30, 17, 29], [28, 26, 31], [5, 4, 21], [10, 27, 33], [18, 23, 0], [2, 1, 13], [34, 15, 8], [7, 24, 12, 11], [25, 9, 16, 19]]
[[4, 25, 33], [11, 8, 20], [24, 16, 12], [5, 26, 21], [22, 28, 23], [31, 29, 30], [14, 18, 34], [27, 3, 10], [6, 1, 32], [0, 19, 15, 7], [9, 13, 2, 17]]
[[7, 9, 26], [24, 22, 15], [34, 5, 1], [0, 2, 28], [19, 8, 23], [11, 16, 20], [31, 21, 3], [14, 18, 30], [12, 27, 10], [4, 33, 25, 13], [6, 29, 32, 17]]
[[32, 0, 22], [27, 24, 25], [34, 10, 16], [14, 21, 6], [8, 33, 2], [13, 5, 31], [3, 26, 1], [9, 7, 19], [23, 28, 15], [30, 17, 20, 29], [4, 18, 11, 12]]
[[22, 21, 16], [32, 31, 34], [23, 1, 20], [25, 8, 14], [3, 28, 17], [19, 15, 6], [24, 4, 26], [27, 9, 0], [29, 7, 10], [18, 12, 11, 30], [2, 5, 33, 13]]
[[32, 15, 18], [14, 10, 22], [27, 16, 11], [5, 4, 31], [23, 7, 8], [9, 25, 21], [2, 34, 26], [19, 12, 3], [1, 29, 6], [30, 33, 17, 20], [0, 24, 13, 28]]
[[32, 24, 11], [2, 17, 30], [7, 1, 28], [31, 25, 10], [6, 27, 14], [20, 12, 4], [22, 5, 34], [9, 13, 29], [3, 18, 0], [19, 16, 26, 21], [15, 8, 33, 23]]
[[8, 20, 21], [19, 18, 31], [17, 16, 25], [0, 10, 5], [7, 3, 26], [15, 33, 9], [30, 6, 12], [11, 29, 24], [4, 1, 28], [13, 22, 27, 23], [32, 2, 14, 34]]
[[31, 13, 11], [3, 32, 25], [19, 10, 7], [28, 30, 24], [14, 21, 22], [16, 15, 18], [4, 26, 23], [33, 2, 29], [1, 6, 20], [0, 17, 8, 9], [27, 12, 34, 5]]
[[15, 1, 6], [13, 22, 4], [16, 2, 0], [28, 32, 12], [9, 8, 31], [26, 20, 33], [14, 10, 30], [29, 27, 11], [21, 18, 23], [24, 25, 19, 5], [17, 7, 34, 3]]
[[13, 24, 28], [34, 17, 14], [20, 30, 15], [31, 12, 10], [16, 32, 1], [26, 29, 0], [2, 25, 3], [18, 19, 5], [9, 11, 6], [7, 4, 33, 8], [23, 27, 21, 22]]
[[22, 21, 31], [8, 10, 30], [29, 19, 0], [32, 4, 34], [18, 24, 12], [2, 16, 3], [17, 27, 6], [20, 7, 5], [9, 11, 14], [23, 15, 1, 33], [13, 25, 28, 26]]
[[30, 8, 9], [4, 16, 33], [31, 18, 10], [32, 12, 2], [7, 1, 0], [34, 13, 17], [27, 23, 29], [15, 19, 24], [3, 26, 28], [21, 14, 11, 6], [22, 20, 25, 5]]
[[25, 34, 28], [30, 4, 10], [21, 23, 14], [19, 33, 26], [3, 11, 24], [0, 9, 32], [17, 20, 7], [1, 12, 15], [18, 16, 2], [13, 29, 6, 22], [27, 5, 31, 8]]
[[4, 33, 18], [20, 13, 9], [28, 8, 29], [0, 22, 6], [19, 11, 5], [1, 27, 10], [14, 2, 26], [12, 7, 23], [31, 3, 21], [25, 16, 24, 17], [32, 34, 15, 30]]
[[24, 8, 32], [5, 20, 7], [28, 33, 1], [11, 18, 29], [34, 2, 6], [22, 16, 27], [14, 31, 21], [13, 26, 0], [12, 23, 4], [25, 30, 17, 10], [19, 9, 15, 3]]
[[7, 9, 14], [23, 17, 20], [30, 32, 2], [15, 6, 27], [26, 28, 0], [4, 3, 29], [11, 25, 19], [13, 21, 12], [33, 8, 10], [31, 5, 1, 24], [22, 34, 18, 16]]
[[21, 7, 29], [15, 8, 11], [1, 25, 6], [5, 30, 10], [22, 34, 4], [33, 16, 31], [19, 17, 14], [18, 32, 2], [24, 27, 12], [23, 13, 9, 3], [0, 26, 20, 28]]
[[9, 32, 17], [25, 19, 7], [14, 15, 13], [0, 21, 12], [11, 23, 28], [3, 31, 8], [30, 2, 5], [33, 6, 29], [20, 16, 18], [24, 26, 1, 27], [34, 4, 10, 22]]
[[6, 33, 32], [0, 14, 28], [21, 2, 20], [5, 19, 30], [15, 12, 24], [10, 1, 26], [7, 11, 13], [9, 4, 34], [27, 23, 16], [17, 25, 22, 29], [18, 31, 8, 3]]
[[7, 26, 5], [9, 31, 15], [28, 13, 32], [17, 3, 4], [8, 16, 25], [20, 0, 19], [27, 18, 6], [22, 12, 11], [24, 2, 34], [29, 10, 14, 21], [33, 30, 1, 23]]
[[12, 9, 23], [32, 0, 31], [16, 25, 10], [6, 34, 4], [26, 7, 2], [3, 22, 19], [13, 1, 18], [28, 21, 33], [29, 17, 30], [11, 20, 8, 14], [15, 5, 27, 24]]
[[15, 19, 31], [12, 8, 22], [34, 6, 27], [28, 4, 0], [21, 24, 30], [11, 29, 10], [14, 9, 16], [18, 17, 1], [33, 32, 20], [13, 5, 7, 3], [2, 23, 26, 25]]
[[28, 31, 34], [9, 7, 2], [16, 20, 10], [21, 18, 0], [24, 32, 29], [3, 23, 1], [5, 13, 19], [27, 30, 14], [11, 33, 22], [4, 12, 8, 17], [6, 15, 26, 25]]
[[7, 32, 10], [17, 30, 12], [3, 8, 15], [4, 9, 21], [19, 22, 2], [16, 33, 29], [5, 24, 20], [18, 34, 1], [27, 28, 14], [31, 26, 25, 11], [0, 13, 6, 23]]
[[24, 15, 18], [4, 30, 13], [7, 19, 14], [28, 10, 32], [31, 8, 27], [20, 21, 3], [5, 6, 0], [22, 1, 17], [29, 25, 23], [33, 11, 9, 26], [2, 34, 16, 12]]
[[21, 15, 31], [16, 2, 3], [6, 34, 9], [19, 10, 26], [8, 20, 13], [4, 11, 23], [27, 1, 17], [22, 30, 29], [28, 7, 18], [33, 24, 5, 14], [25, 12, 32, 0]]
[[23, 10, 8], [22, 29, 0], [30, 13, 25], [1, 3, 12], [21, 27, 4], [15, 34, 19], [32, 16, 18], [20, 28, 26], [11, 9, 2], [33, 5, 14, 31], [24, 7, 6, 17]]
[[0, 33, 17], [14, 5, 28], [12, 13, 3], [11, 19, 15], [30, 8, 4], [23, 20, 9], [32, 24, 1], [25, 6, 18], [16, 21, 34], [27, 2, 10, 26], [31, 29, 22, 7]]
[[1, 9, 26], [33, 23, 31], [27, 29, 3], [28, 8, 25], [22, 5, 0], [6, 7, 10], [34, 21, 19], [20, 18, 13], [24, 12, 16], [4, 11, 32, 17], [30, 2, 14, 15]]
[[0, 24, 10], [1, 6, 3], [9, 19, 15], [20, 14, 2], [33, 17, 4], [7, 13, 23], [34, 5, 16], [25, 29, 28], [22, 18, 31], [12, 11, 30, 27], [21, 32, 8, 26]]
[[18, 22, 12], [28, 0, 9], [30, 19, 24], [13, 5, 7], [14, 10, 20], [32, 21, 29], [33, 17, 15], [3, 1, 4], [23, 31, 27], [11, 2, 25, 8], [16, 26, 6, 34]]
[[22, 33, 26], [9, 12, 28], [27, 14, 31], [23, 13, 8], [10, 16, 30], [32, 29, 17], [20, 19, 2], [21, 34, 7], [4, 6, 25], [5, 1, 15, 24], [3, 11, 0, 18]]
[[1, 6, 2], [17, 20, 18], [5, 22, 19], [33, 4, 29], [14, 7, 32], [23, 15, 16], [11, 34, 28], [27, 31, 9], [24, 12, 13], [3, 30, 25, 8], [21, 10, 0, 26]]
[[6, 18, 9], [0, 16, 33], [15, 19, 28], [32, 2, 1], [14, 27, 5], [8, 7, 24], [4, 23, 29], [11, 17, 3], [31, 22, 25], [10, 30, 21, 20], [12, 26, 34, 13]]
[[23, 14, 16], [12, 2, 7], [33, 11, 10], [27, 5, 4], [19, 31, 9], [17, 28, 13], [20, 6, 29], [32, 0, 8], [24, 30, 25], [26, 34, 22, 15], [1, 3, 18, 21]]
[[13, 18, 17], [24, 14, 32], [23, 6, 25], [19, 11, 28], [3, 20, 9], [27, 1, 34], [16, 12, 0], [2, 30, 33], [22, 8, 21], [4, 5, 7, 31], [15, 10, 29, 26]]
[[28, 9, 10], [12, 7, 23], [17, 22, 4], [13, 25, 14], [5, 16, 29], [24, 0, 3], [15, 31, 20], [18, 11, 32], [21, 1, 34], [2, 27, 19, 30], [33, 26, 8, 6]]
[[6, 24, 28], [22, 29, 10], [16, 12, 0], [11, 20, 30], [19, 9, 8], [7, 34, 2], [1, 5, 17], [21, 33, 27], [4, 18, 3], [23, 14, 15, 25], [32, 31, 13, 26]]
[[12, 8, 24], [28, 5, 20], [29, 21, 4], [19, 13, 17], [2, 32, 23], [22, 9, 0], [1, 31, 3], [14, 15, 7], [18, 34, 26], [27, 11, 25, 33], [16, 6, 10, 30]]
[[26, 20, 6], [18, 0, 1], [30, 19, 31], [4, 29, 28], [32, 3, 21], [22, 7, 9], [25, 8, 34], [14, 10, 2], [5, 23, 16], [15, 12, 11, 33], [27, 24, 13, 17]]
[[6, 14, 7], [11, 15, 13], [34, 5, 0], [30, 4, 27], [31, 21, 24], [33, 17, 22], [3, 1, 18], [16, 8, 28], [26, 9, 32], [20, 12, 19, 2], [23, 25, 10, 29]]
[[28, 31, 32], [5, 20, 19], [8, 0, 4], [34, 14, 25], [7, 21, 23], [26, 22, 33], [16, 11, 6], [9, 27, 15], [29, 24, 3], [2, 10, 17, 1], [18, 13, 12, 30]]
[[4, 28, 20], [26, 17, 15], [25, 8, 1], [29, 2, 13], [11, 0, 5], [7, 33, 19], [22, 16, 24], [27, 3, 9], [21, 18, 32], [34, 12, 31, 10], [6, 23, 30, 14]]
[[24, 18, 7], [23, 10, 16], [14, 15, 11], [21, 6, 22], [28, 31, 34], [19, 3, 27], [5, 25, 30], [2, 9, 20], [0, 13, 1], [26, 12, 17, 32], [8, 33, 4, 29]]
[[2, 23, 25], [26, 6, 5], [27, 20, 12], [33, 8, 3], [16, 19, 11], [34, 24, 7], [1, 13, 9], [29, 14, 4], [15, 31, 10], [17, 28, 21, 0], [30, 18, 22, 32]]
[[30, 13, 27], [7, 17, 4], [26, 21, 14], [15, 9, 6], [1, 32, 2], [12, 24, 28], [34, 5, 11], [16, 29, 3], [25, 22, 19], [23, 8, 20, 31], [18, 33, 10, 0]]
[[8, 10, 18], [23, 9, 16], [11, 4, 27], [34, 3, 26], [28, 13, 31], [5, 1, 24], [12, 14, 0], [7, 22, 2], [25, 20, 33], [32, 19, 6, 15], [30, 21, 29, 17]]
[[15, 16, 32], [6, 14, 22], [4, 21, 13], [10, 28, 20], [7, 23, 24], [9, 11, 27], [34, 12, 0], [18, 8, 33], [17, 31, 5], [25, 26, 3, 19], [29, 2, 1, 30]]
[[5, 3, 4], [14, 15, 28], [11, 6, 21], [10, 26, 25], [30, 7, 29], [31, 8, 1], [13, 18, 20], [22, 2, 9], [33, 19, 24], [32, 17, 12, 27], [0, 34, 16, 23]]
[[30, 24, 19], [9, 3, 10], [8, 6, 32], [18, 7, 31], [4, 21, 14], [34, 22, 2], [0, 16, 12], [27, 11, 15], [23, 1, 26], [5, 29, 20, 13], [17, 33, 25, 28]]
[[7, 27, 22], [18, 31, 11], [19, 20, 15], [13, 24, 33], [23, 28, 26], [9, 0, 25], [8, 6, 29], [32, 3, 2], [16, 1, 17], [10, 34, 30, 14], [4, 21, 12, 5]]
[[15, 21, 19], [1, 0, 7], [29, 10, 17], [31, 9, 18], [4, 23, 11], [20, 30, 22], [13, 3, 32], [16, 8, 14], [12, 28, 24], [27, 2, 25, 6], [26, 33, 34, 5]]
[[9, 4, 33], [1, 5, 6], [29, 8, 25], [22, 20, 14], [2, 0, 30], [7, 21, 26], [10, 12, 23], [17, 28, 16], [24, 27, 34], [3, 13, 32, 11], [15, 31, 18, 19]]
[[12, 6, 31], [27, 1, 11], [34, 26, 4], [5, 15, 25], [17, 3, 33], [24, 0, 19], [21, 2, 32], [10, 14, 8], [16, 29, 7], [20, 22, 23, 28], [30, 9, 18, 13]]
[[4, 23, 17], [27, 30, 12], [28, 16, 33], [9, 31, 10], [29, 25, 1], [11, 18, 3], [7, 8, 32], [26, 19, 14], [24, 2, 15], [13, 20, 0, 5], [21, 34, 6, 22]]
[[5, 29, 1], [4, 14, 10], [31, 17, 7], [8, 2, 32], [23, 22, 3], [12, 13, 6], [33, 18, 27], [26, 15, 0], [11, 19, 9], [24, 30, 16, 20], [28, 25, 34, 21]]
[[18, 21, 17], [8, 26, 15], [9, 3, 27], [7, 6, 33], [25, 2, 12], [34, 4, 10], [16, 14, 23], [1, 28, 29], [0, 20, 31], [13, 24, 22, 5], [11, 32, 19, 30]]
[[5, 7, 14], [18, 29, 24], [20, 23, 21], [15, 33, 4], [9, 27, 30], [13, 28, 10], [1, 11, 25], [8, 34, 6], [17, 22, 26], [3, 2, 16, 32], [0, 31, 12, 19]]
[[3, 11, 29], [2, 1, 20], [6, 10, 24], [31, 34, 14], [17, 18, 25], [22, 12, 13], [33, 5, 8], [0, 19, 21], [9, 4, 27], [28, 15, 32, 26], [16, 7, 23, 30]]
[[21, 26, 12], [14, 2, 10], [4, 32, 16], [28, 29, 13], [1, 6, 22], [31, 17, 24], [3, 9, 11], [15, 0, 34], [7, 19, 30], [27, 33, 25, 8], [18, 5, 20, 23]]
[[29, 17, 30], [5, 11, 14], [31, 23, 4], [25, 6, 1], [15, 13, 28], [22, 8, 21], [9, 19, 34], [24, 0, 27], [16, 20, 10], [18, 12, 3, 33], [32, 7, 26, 2]]
[[26, 7, 17], [5, 24, 18], [33, 16, 9], [32, 3, 11], [29, 12, 10], [21, 23, 6], [27, 28, 15], [19, 31, 2], [1, 34, 0], [20, 30, 25, 4], [13, 22, 14, 8]]
[[7, 34, 5], [19, 33, 22], [3, 30, 24], [10, 18, 16], [6, 0, 17], [31, 11, 28], [20, 12, 14], [4, 9, 8], [1, 23, 26], [25, 15, 2, 32], [29, 21, 27, 13]]
[[10, 22, 2], [3, 18, 30], [16, 19, 12], [8, 11, 24], [23, 17, 33], [14, 34, 28], [6, 4, 31], [32, 5, 13], [9, 26, 25], [21, 20, 29, 15], [1, 27, 0, 7]]
[[32, 9, 11], [13, 19, 3], [18, 21, 24], [31, 15, 6], [29, 16, 10], [8, 26, 23], [2, 12, 22], [30, 28, 25], [1, 27, 17], [14, 33, 0, 7], [20, 5, 4, 34]]
[[20, 12, 4], [31, 30, 22], [18, 10, 5], [19, 27, 17], [11, 2, 24], [21, 1, 14], [3, 15, 13], [6, 29, 16], [26, 23, 8], [25, 0, 34, 28], [7, 9, 32, 33]]
