[[19, 25, 10], [21, 24, 6], [7, 16, 15], [17, 18, 23], [11, 9, 3], [0, 22, 14], [1, 4, 8], [5, 13, 12], [26, 2, 20]]
[[21, 25, 4], [12, 0, 18], [14, 8, 26], [22, 20, 7], [10, 1, 13], [16, 17, 11], [3, 2, 23], [5, 19, 6], [24, 15, 9]]
[[12, 5, 14], [26, 9, 13], [17, 4, 18], [16, 11, 20], [0, 24, 10], [15, 21, 7], [8, 2, 25], [23, 1, 3], [6, 19, 22]]
[[1, 21, 4], [26, 17, 7], [13, 25, 3], [14, 6, 10], [9, 0, 12], [18, 22, 24], [16, 15, 5], [2, 20, 8], [19, 11, 23]]
[[2, 5, 1], [7, 21, 25], [19, 22, 12], [10, 20, 3], [13, 18, 6], [17, 11, 24], [0, 9, 16], [23, 26, 15], [4, 8, 14]]
[[24, 11, 3], [2, 17, 12], [23, 4, 8], [22, 7, 13], [9, 20, 26], [21, 19, 18], [6, 25, 15], [1, 5, 16], [14, 0, 10]]
[[8, 17, 6], [2, 24, 20], [19, 11, 25], [1, 4, 13], [10, 22, 16], [5, 0, 7], [9, 18, 3], [23, 15, 12], [21, 26, 14]]
[[11, 10, 19], [17, 26, 23], [7, 1, 18], [8, 3, 21], [15, 6, 24], [16, 9, 4], [5, 20, 14], [12, 2, 22], [25, 0, 13]]
[[21, 9, 8], [7, 26, 23], [15, 10, 11], [13, 17, 24], [4, 16, 22], [6, 14, 2], [19, 12, 3], [20, 0, 1], [5, 18, 25]]
[[7, 25, 18], [5, 17, 1], [8, 9, 20], [10, 26, 21], [4, 13, 22], [6, 11, 16], [23, 2, 0], [14, 12, 15], [19, 3, 24]]
[[13, 11, 24], [5, 12, 20], [10, 4, 9], [3, 22, 2], [0, 15, 18], [7, 1, 6], [26, 23, 16], [17, 14, 21], [19, 25, 8]]
[[22, 14, 13], [19, 17, 25], [16, 18, 4], [1, 21, 0], [5, 26, 15], [11, 9, 24], [20, 10, 6], [12, 2, 23], [8, 3, 7]]
[[26, 15, 9], [7, 18, 3], [8, 5, 4], [6, 20, 17], [16, 24, 10], [23, 14, 12], [2, 11, 1], [0, 19, 25], [13, 21, 22]]
[[14, 16, 21], [12, 6, 4], [10, 7, 26], [8, 23, 17], [20, 15, 18], [25, 9, 24], [13, 19, 22], [2, 11, 5], [0, 1, 3]]
[[7, 8, 4], [10, 23, 14], [0, 18, 24], [21, 12, 11], [20, 25, 2], [16, 26, 6], [13, 15, 5], [3, 17, 1], [9, 19, 22]]
[[1, 23, 16], [10, 15, 4], [24, 5, 22], [7, 6, 20], [8, 19, 2], [3, 26, 17], [21, 9, 14], [12, 11, 18], [13, 25, 0]]
[[9, 15, 6], [19, 26, 18], [2, 14, 1], [10, 24, 13], [7, 22, 12], [5, 8, 3], [17, 20, 4], [16, 23, 21], [11, 25, 0]]
[[15, 4, 1], [23, 16, 3], [17, 7, 11], [12, 20, 0], [18, 13, 26], [19, 2, 14], [25, 8, 9], [5, 6, 24], [22, 21, 10]]
[[8, 6, 2], [24, 9, 18], [25, 14, 15], [4, 5, 26], [17, 3, 12], [16, 7, 19], [0, 23, 22], [1, 10, 21], [20, 13, 11]]
[[23, 24, 13], [12, 6, 8], [0, 19, 20], [25, 9, 11], [14, 1, 22], [4, 3, 2], [21, 17, 10], [16, 7, 26], [15, 5, 18]]
[[6, 9, 17], [1, 23, 20], [14, 8, 0], [13, 2, 24], [15, 5, 4], [10, 22, 19], [12, 7, 18], [11, 21, 25], [3, 16, 26]]
[[15, 10, 8], [5, 21, 12], [26, 3, 24], [22, 18, 20], [11, 14, 4], [19, 1, 0], [9, 6, 2], [13, 17, 16], [7, 23, 25]]
[[22, 14, 9], [2, 23, 8], [0, 6, 17], [15, 26, 21], [5, 25, 4], [3, 1, 20], [13, 19, 18], [10, 16, 11], [24, 7, 12]]
[[9, 7, 21], [12, 20, 10], [5, 3, 6], [26, 13, 19], [16, 24, 14], [11, 25, 4], [17, 1, 23], [8, 0, 15], [22, 18, 2]]
[[16, 6, 0], [17, 18, 12], [23, 26, 10], [19, 24, 3], [20, 8, 15], [9, 22, 14], [25, 21, 5], [7, 2, 13], [4, 11, 1]]
[[17, 20, 14], [4, 11, 12], [5, 1, 19], [13, 18, 16], [0, 3, 7], [6, 24, 25], [2, 9, 15], [26, 22, 8], [23, 21, 10]]
[[25, 1, 4], [21, 6, 12], [3, 22, 23], [19, 15, 2], [16, 17, 10], [5, 26, 9], [18, 7, 13], [8, 20, 24], [11, 14, 0]]
[[1, 14, 21], [19, 20, 17], [2, 22, 11], [5, 26, 0], [23, 15, 9], [3, 6, 18], [12, 24, 13], [7, 10, 4], [25, 16, 8]]
[[12, 6, 8], [2, 0, 24], [25, 9, 1], [3, 4, 11], [10, 16, 19], [5, 13, 18], [14, 26, 21], [23, 22, 7], [15, 20, 17]]
[[0, 12, 21], [15, 6, 11], [14, 7, 22], [19, 8, 24], [4, 13, 25], [9, 3, 23], [2, 5, 26], [18, 16, 20], [10, 1, 17]]
[[15, 20, 7], [24, 5, 6], [1, 12, 14], [21, 19, 17], [2, 8, 18], [26, 3, 4], [16, 0, 25], [13, 11, 10], [22, 23, 9]]
[[23, 17, 1], [12, 25, 18], [6, 15, 24], [26, 7, 8], [10, 21, 4], [22, 3, 2], [5, 11, 14], [19, 9, 0], [20, 16, 13]]
[[14, 23, 13], [22, 6, 7], [11, 25, 17], [2, 12, 18], [21, 10, 3], [15, 20, 9], [24, 4, 1], [8, 0, 16], [19, 26, 5]]
[[15, 6, 12], [10, 2, 22], [16, 24, 11], [5, 18, 21], [26, 0, 1], [8, 3, 17], [13, 14, 23], [9, 20, 4], [19, 7, 25]]
[[18, 17, 2], [15, 7, 6], [19, 9, 25], [13, 0, 11], [1, 16, 8], [24, 23, 4], [10, 21, 20], [3, 12, 22], [14, 5, 26]]
[[25, 7, 9], [2, 17, 19], [4, 16, 15], [11, 0, 10], [26, 5, 22], [1, 13, 8], [23, 14, 12], [21, 6, 18], [24, 20, 3]]
[[21, 18, 14], [12, 10, 24], [15, 5, 0], [7, 16, 1], [6, 19, 26], [4, 9, 8], [13, 22, 17], [3, 2, 25], [20, 23, 11]]
[[17, 14, 23], [13, 4, 5], [3, 11, 10], [24, 0, 8], [15, 1, 12], [9, 16, 25], [19, 18, 26], [2, 22, 7], [21, 6, 20]]
[[22, 7, 13], [17, 8, 4], [10, 24, 25], [26, 1, 5], [18, 6, 3], [9, 2, 19], [23, 21, 16], [20, 0, 14], [15, 12, 11]]
[[8, 10, 0], [13, 25, 15], [7, 26, 14], [17, 3, 11], [9, 2, 22], [18, 19, 24], [4, 21, 16], [1, 6, 23], [12, 20, 5]]
[[18, 7, 5], [21, 26, 20], [11, 17, 1], [16, 6, 14], [22, 19, 8], [0, 13, 2], [12, 23, 25], [10, 24, 15], [4, 9, 3]]
[[20, 17, 16], [26, 24, 22], [6, 0, 4], [5, 19, 25], [10, 9, 14], [21, 1, 13], [11, 7, 15], [8, 23, 3], [18, 2, 12]]
[[18, 20, 8], [16, 19, 25], [9, 23, 21], [7, 6, 0], [12, 15, 10], [24, 3, 5], [11, 13, 1], [17, 14, 4], [2, 22, 26]]
[[14, 15, 0], [9, 25, 6], [26, 19, 3], [11, 12, 4], [22, 23, 10], [20, 21, 13], [1, 17, 5], [8, 2, 7], [16, 24, 18]]
[[5, 8, 13], [20, 14, 11], [21, 9, 23], [24, 4, 2], [1, 18, 10], [12, 17, 6], [26, 16, 7], [0, 15, 25], [19, 22, 3]]
[[8, 20, 2], [12, 25, 16], [23, 13, 21], [18, 10, 17], [5, 15, 11], [6, 26, 24], [0, 9, 19], [22, 1, 7], [3, 14, 4]]
[[15, 11, 0], [1, 3, 9], [23, 18, 24], [12, 2, 16], [22, 21, 4], [19, 25, 10], [20, 13, 14], [17, 8, 26], [7, 5, 6]]
