[[10, 9, 5], [27, 22, 24], [16, 0, 8], [15, 12, 19], [28, 20, 4], [25, 2, 14], [18, 1, 26], [7, 3, 13, 17], [21, 23, 11, 6]]
[[1, 26, 7], [10, 12, 5], [28, 4, 20], [11, 16, 14], [18, 27, 3], [8, 0, 9], [13, 19, 23], [24, 2, 22, 21], [25, 15, 6, 17]]
[[4, 10, 9], [1, 24, 13], [2, 5, 0], [23, 8, 22], [14, 28, 25], [21, 27, 19], [15, 26, 6], [20, 3, 18, 16], [17, 7, 11, 12]]
[[3, 10, 21], [28, 11, 13], [19, 7, 0], [27, 16, 1], [2, 4, 23], [17, 20, 5], [26, 25, 8], [15, 14, 18, 12], [22, 24, 9, 6]]
[[4, 12, 22], [28, 6, 9], [2, 25, 11], [16, 3, 17], [1, 10, 19], [15, 18, 23], [21, 0, 24], [26, 5, 27, 7], [20, 14, 13, 8]]
[[21, 7, 2], [12, 3, 5], [22, 28, 17], [11, 20, 19], [15, 14, 10], [6, 0, 27], [24, 13, 23], [1, 8, 26, 9], [4, 16, 25, 18]]
[[24, 15, 19], [27, 17, 18], [16, 13, 10], [9, 2, 3], [26, 25, 23], [12, 0, 14], [22, 28, 4], [7, 21, 5, 1], [8, 11, 6, 20]]
[[26, 24, 7], [21, 23, 15], [20, 16, 27], [1, 8, 3], [2, 9, 12], [17, 19, 25], [0, 28, 11], [14, 5, 13, 4], [6, 22, 18, 10]]
[[21, 7, 28], [20, 19, 16], [1, 8, 6], [26, 10, 13], [25, 22, 4], [12, 24, 14], [18, 5, 9], [15, 27, 3, 2], [23, 0, 11, 17]]
[[18, 27, 28], [16, 23, 14], [17, 3, 11], [6, 9, 4], [26, 21, 20], [0, 10, 15], [1, 25, 24], [8, 2, 19, 22], [13, 12, 7, 5]]
[[25, 0, 8], [3, 6, 2], [5, 23, 27], [11, 4, 7], [28, 1, 13], [22, 14, 20], [9, 12, 17], [19, 15, 18, 26], [16, 21, 10, 24]]
[[1, 17, 8], [28, 27, 0], [14, 26, 11], [16, 13, 9], [6, 19, 12], [25, 15, 21], [3, 22, 4], [7, 5, 10, 20], [18, 2, 24, 23]]
[[8, 9, 15], [22, 25, 24], [7, 6, 11], [17, 20, 14], [16, 5, 4], [19, 26, 28], [18, 27, 13], [1, 2, 23, 12], [21, 10, 3, 0]]
[[14, 9, 0], [8, 3, 17], [5, 20, 4], [15, 6, 2], [10, 25, 1], [7, 16, 23], [21, 24, 11], [27, 13, 26, 18], [28, 22, 19, 12]]
[[23, 4, 7], [10, 1, 6], [12, 27, 13], [11, 20, 5], [8, 14, 9], [18, 0, 15], [22, 26, 2], [17, 24, 25, 19], [3, 16, 28, 21]]
[[26, 11, 13], [5, 10, 24], [23, 28, 0], [7, 12, 27], [21, 1, 14], [22, 6, 3], [17, 8, 4], [25, 19, 2, 18], [16, 15, 9, 20]]
[[19, 6, 7], [8, 22, 26], [23, 12, 11], [1, 2, 9], [3, 21, 18], [17, 5, 16], [15, 28, 4], [24, 10, 20, 13], [27, 0, 14, 25]]
[[26, 9, 12], [20, 4, 15], [13, 19, 2], [0, 8, 7], [16, 21, 14], [11, 18, 6], [24, 28, 3], [17, 23, 25, 1], [22, 10, 5, 27]]
[[19, 12, 27], [4, 22, 15], [24, 6, 8], [18, 1, 28], [11, 9, 10], [5, 0, 2], [21, 17, 26], [7, 23, 3, 16], [20, 13, 25, 14]]
[[19, 14, 1], [15, 26, 2], [6, 18, 4], [25, 21, 10], [7, 3, 9], [11, 16, 17], [28, 24, 27], [22, 0, 8, 12], [5, 13, 23, 20]]
[[21, 8, 17], [11, 27, 22], [4, 28, 10], [14, 26, 9], [5, 18, 3], [15, 12, 13], [2, 16, 0], [7, 1, 6, 24], [25, 19, 23, 20]]
[[10, 14, 8], [24, 27, 16], [0, 4, 18], [12, 21, 28], [15, 9, 3], [17, 2, 19], [11, 22, 1], [23, 5, 7, 13], [6, 20, 26, 25]]
[[26, 19, 9], [28, 6, 5], [4, 18, 12], [2, 15, 11], [3, 22, 0], [8, 1, 14], [13, 25, 21], [16, 10, 20, 24], [23, 27, 17, 7]]
[[16, 7, 15], [18, 9, 19], [23, 13, 3], [21, 14, 8], [4, 20, 5], [24, 11, 1], [12, 10, 26], [22, 6, 2, 27], [17, 25, 0, 28]]
[[20, 16, 4], [17, 2, 28], [11, 24, 1], [26, 3, 21], [15, 8, 6], [10, 14, 27], [7, 9, 25], [19, 12, 13, 5], [0, 23, 18, 22]]
[[26, 19, 21], [6, 5, 17], [4, 11, 9], [23, 8, 7], [3, 18, 13], [2, 0, 27], [12, 14, 25], [24, 1, 20, 15], [10, 16, 28, 22]]
[[20, 5, 1], [25, 14, 24], [4, 26, 23], [0, 11, 7], [12, 10, 13], [19, 9, 18], [2, 21, 27], [3, 22, 6, 15], [17, 28, 8, 16]]
[[17, 27, 24], [13, 11, 7], [16, 23, 20], [0, 18, 4], [21, 25, 14], [2, 19, 12], [15, 22, 26], [6, 8, 10, 9], [1, 3, 28, 5]]
[[8, 17, 12], [25, 27, 10], [2, 14, 5], [4, 11, 21], [0, 22, 1], [3, 18, 26], [13, 16, 20], [6, 24, 19, 7], [23, 28, 9, 15]]
[[6, 28, 17], [8, 15, 24], [19, 25, 26], [9, 16, 18], [23, 27, 22], [20, 3, 2], [0, 7, 13], [21, 14, 11, 4], [10, 12, 1, 5]]
[[4, 10, 22], [6, 24, 0], [18, 27, 20], [15, 17, 14], [28, 8, 9], [1, 2, 3], [25, 13, 12], [16, 23, 19, 5], [26, 21, 11, 7]]
[[17, 0, 21], [14, 18, 20], [19, 5, 25], [26, 3, 11], [8, 6, 27], [1, 7, 28], [24, 16, 9], [12, 2, 10, 23], [15, 13, 22, 4]]
[[7, 0, 8], [9, 3, 11], [19, 27, 16], [1, 10, 6], [25, 13, 20], [22, 5, 23], [26, 18, 21], [28, 4, 15, 12], [24, 17, 2, 14]]
[[24, 20, 14], [26, 27, 17], [2, 19, 4], [23, 18, 0], [5, 10, 13], [6, 16, 12], [11, 8, 7], [25, 21, 9, 1], [22, 3, 28, 15]]
[[6, 19, 21], [17, 7, 27], [1, 4, 26], [5, 12, 8], [23, 0, 14], [3, 20, 18], [2, 28, 13], [9, 15, 24, 11], [22, 25, 16, 10]]
[[17, 8, 5], [24, 21, 1], [10, 9, 16], [2, 14, 4], [26, 25, 11], [23, 19, 13], [28, 15, 7], [22, 6, 12, 3], [20, 18, 0, 27]]
[[21, 28, 20], [1, 23, 5], [27, 4, 7], [8, 11, 16], [24, 9, 0], [14, 2, 26], [13, 25, 17], [3, 10, 6, 22], [18, 15, 19, 12]]
[[19, 11, 6], [24, 1, 5], [9, 3, 28], [2, 20, 8], [10, 17, 25], [26, 4, 27], [21, 12, 16], [14, 22, 7, 23], [18, 13, 0, 15]]
[[14, 13, 12], [0, 6, 27], [25, 24, 26], [8, 19, 2], [1, 3, 9], [7, 15, 18], [23, 20, 17], [16, 22, 28, 11], [21, 4, 10, 5]]
[[25, 17, 15], [2, 1, 4], [21, 26, 19], [9, 14, 5], [13, 6, 8], [22, 23, 11], [3, 12, 18], [10, 28, 7, 24], [0, 27, 20, 16]]
[[8, 21, 4], [5, 9, 27], [23, 20, 15], [2, 1, 28], [17, 0, 24], [26, 14, 25], [16, 3, 12], [18, 19, 11, 7], [6, 13, 22, 10]]
[[21, 7, 4], [20, 9, 5], [18, 23, 2], [6, 1, 17], [16, 25, 28], [0, 8, 22], [3, 24, 11], [13, 27, 26, 12], [19, 10, 15, 14]]
[[23, 18, 20], [10, 3, 24], [27, 5, 15], [12, 25, 6], [26, 16, 13], [19, 2, 11], [21, 1, 8], [17, 7, 14, 0], [4, 9, 22, 28]]
[[25, 23, 21], [12, 3, 5], [7, 1, 4], [27, 13, 9], [10, 24, 22], [15, 19, 28], [8, 11, 18], [6, 17, 26, 2], [20, 14, 16, 0]]
[[1, 7, 4], [6, 9, 26], [5, 11, 27], [16, 14, 15], [21, 28, 2], [24, 20, 23], [13, 17, 3], [22, 8, 10, 19], [12, 25, 0, 18]]
[[21, 15, 10], [20, 5, 9], [12, 23, 1], [11, 0, 8], [16, 2, 24], [17, 4, 19], [3, 6, 7], [28, 14, 27, 18], [13, 25, 22, 26]]
[[25, 15, 11], [10, 17, 13], [26, 24, 9], [5, 23, 28], [19, 3, 22], [21, 2, 1], [7, 8, 4], [14, 16, 0, 18], [27, 20, 12, 6]]
[[27, 20, 15], [14, 11, 21], [1, 7, 4], [12, 23, 0], [9, 10, 2], [19, 24, 28], [22, 6, 13], [18, 17, 25, 16], [8, 3, 5, 26]]
[[18, 12, 3], [2, 5, 25], [15, 16, 21], [14, 17, 27], [6, 10, 13], [26, 0, 22], [1, 28, 8], [20, 19, 24, 4], [23, 7, 9, 11]]
[[25, 10, 21], [23, 16, 1], [17, 3, 20], [12, 4, 28], [22, 18, 6], [8, 5, 13], [2, 27, 19], [0, 9, 26, 7], [14, 11, 15, 24]]
[[17, 2, 18], [22, 15, 12], [21, 27, 3], [8, 28, 24], [25, 16, 14], [4, 1, 26], [19, 20, 11], [5, 9, 7, 10], [23, 6, 0, 13]]
[[6, 5, 17], [28, 1, 12], [13, 11, 10], [27, 23, 18], [22, 25, 24], [19, 7, 15], [14, 9, 2], [3, 16, 0, 26], [4, 8, 20, 21]]
[[0, 25, 15], [13, 27, 1], [12, 8, 26], [21, 4, 22], [2, 17, 20], [6, 18, 28], [11, 23, 10], [16, 24, 14, 5], [9, 7, 19, 3]]
[[8, 24, 12], [26, 25, 11], [23, 16, 21], [27, 3, 5], [9, 7, 17], [19, 10, 6], [4, 0, 13], [15, 1, 2, 18], [22, 28, 14, 20]]
[[17, 23, 26], [4, 13, 7], [16, 27, 25], [6, 10, 24], [21, 8, 28], [12, 15, 0], [19, 2, 20], [1, 9, 22, 3], [14, 11, 5, 18]]
[[11, 18, 9], [5, 6, 17], [13, 25, 14], [19, 21, 26], [22, 0, 23], [24, 2, 4], [3, 20, 1], [7, 27, 16, 10], [12, 15, 8, 28]]
[[10, 0, 1], [26, 9, 12], [23, 21, 2], [27, 15, 16], [8, 7, 3], [5, 28, 13], [6, 20, 14], [4, 11, 22, 18], [25, 17, 24, 19]]
[[23, 20, 21], [19, 13, 12], [18, 5, 2], [7, 27, 26], [0, 24, 4], [25, 15, 22], [1, 10, 17], [28, 3, 9, 14], [16, 11, 6, 8]]
[[13, 27, 14], [1, 26, 17], [23, 12, 6], [4, 2, 18], [20, 22, 19], [15, 16, 25], [5, 0, 10], [3, 11, 7, 9], [28, 24, 8, 21]]
[[6, 9, 13], [7, 2, 25], [1, 26, 12], [17, 15, 11], [18, 22, 4], [10, 19, 24], [23, 16, 8], [27, 21, 14, 0], [28, 20, 3, 5]]
[[13, 5, 10], [22, 9, 19], [12, 20, 7], [23, 1, 18], [2, 16, 28], [25, 8, 15], [0, 27, 24], [21, 17, 6, 4], [26, 14, 11, 3]]
[[13, 28, 24], [18, 10, 21], [2, 8, 0], [14, 26, 15], [17, 19, 22], [7, 27, 4], [11, 9, 1], [12, 20, 6, 5], [25, 16, 3, 23]]
[[4, 14, 22], [0, 8, 24], [13, 25, 1], [20, 11, 28], [17, 6, 12], [27, 23, 26], [18, 21, 19], [9, 2, 15, 5], [7, 3, 16, 10]]
[[5, 14, 25], [4, 22, 0], [21, 6, 7], [18, 17, 26], [15, 11, 28], [19, 1, 12], [3, 20, 8], [24, 9, 16, 27], [13, 10, 2, 23]]
[[1, 21, 17], [7, 22, 24], [28, 2, 26], [9, 13, 27], [6, 12, 19], [4, 0, 15], [16, 20, 11], [10, 8, 14, 5], [3, 25, 18, 23]]
[[12, 24, 21], [27, 7, 2], [13, 3, 0], [16, 17, 18], [8, 4, 26], [5, 10, 22], [19, 23, 1], [9, 15, 6, 11], [14, 25, 20, 28]]
[[26, 27, 15], [0, 4, 19], [3, 6, 11], [10, 14, 22], [16, 24, 21], [9, 7, 23], [20, 8, 1], [12, 5, 17, 2], [18, 25, 13, 28]]
[[14, 4, 11], [27, 22, 20], [25, 3, 24], [1, 10, 16], [2, 8, 26], [23, 0, 7], [28, 5, 6], [12, 17, 9, 21], [19, 13, 15, 18]]
[[4, 18, 16], [20, 3, 13], [23, 10, 22], [6, 26, 14], [8, 7, 5], [27, 2, 12], [15, 0, 17], [19, 9, 25, 11], [21, 28, 24, 1]]
[[1, 17, 22], [18, 4, 15], [10, 7, 25], [24, 27, 23], [3, 14, 26], [16, 21, 20], [0, 11, 28], [8, 2, 12, 13], [9, 5, 19, 6]]
[[20, 22, 0], [18, 10, 23], [19, 14, 12], [4, 7, 3], [25, 26, 16], [21, 28, 24], [6, 15, 13], [17, 11, 2, 9], [8, 5, 27, 1]]
[[13, 25, 10], [7, 15, 0], [19, 17, 26], [22, 12, 27], [16, 21, 3], [20, 5, 2], [4, 11, 6], [9, 24, 1, 28], [14, 23, 18, 8]]
[[5, 13, 7], [24, 27, 22], [1, 4, 19], [3, 23, 14], [17, 16, 12], [0, 25, 28], [2, 11, 21], [15, 18, 8, 10], [20, 6, 9, 26]]
