[[9, 19, 26], [5, 3, 12], [6, 8, 10], [28, 2, 11], [18, 0, 13], [21, 16, 1], [31, 29, 4], [20, 7, 14], [23, 17, 24, 27], [30, 22, 25, 15]]
[[20, 12, 4], [2, 31, 29], [13, 22, 0], [8, 11, 30], [23, 21, 3], [1, 26, 5], [25, 18, 16], [7, 10, 24], [19, 6, 14, 17], [28, 15, 27, 9]]
[[23, 3, 4], [7, 18, 9], [21, 24, 31], [5, 0, 11], [14, 22, 2], [1, 19, 29], [6, 10, 28], [12, 16, 20], [26, 15, 17, 25], [27, 8, 30, 13]]
[[9, 15, 30], [24, 22, 18], [5, 25, 14], [17, 8, 13], [0, 1, 10], [6, 16, 11], [3, 4, 31], [19, 23, 29], [20, 27, 26, 12], [28, 7, 21, 2]]
[[26, 12, 29], [18, 7, 17], [28, 8, 10], [20, 13, 4], [9, 27, 6], [15, 0, 31], [11, 22, 3], [23, 5, 21], [2, 14, 1, 19], [25, 30, 16, 24]]
[[20, 8, 6], [10, 1, 11], [9, 31, 5], [3, 4, 12], [30, 28, 29], [15, 25, 7], [19, 26, 27], [2, 23, 17], [18, 21, 0, 22], [24, 13, 14, 16]]
[[26, 15, 27], [29, 3, 24], [23, 25, 2], [16, 12, 11], [7, 10, 9], [17, 21, 6], [19, 1, 18], [13, 8, 14], [30, 0, 31, 4], [20, 22, 5, 28]]
[[30, 7, 13], [21, 1, 9], [20, 27, 4], [12, 14, 26], [24, 29, 0], [19, 16, 5], [11, 18, 2], [31, 15, 23], [3, 8, 22, 25], [6, 10, 17, 28]]
[[7, 13, 22], [8, 14, 21], [18, 23, 25], [20, 11, 3], [24, 26, 17], [9, 6, 1], [15, 5, 0], [31, 29, 19], [2, 27, 30, 10], [16, 12, 4, 28]]
[[10, 4, 24], [12, 8, 20], [29, 17, 2], [14, 18, 13], [26, 23, 22], [19, 1, 21], [9, 31, 11], [7, 3, 6], [28, 16, 5, 30], [15, 27, 0, 25]]
[[2, 29, 8], [31, 24, 17], [15, 13, 0], [28, 9, 10], [5, 20, 23], [16, 7, 22], [1, 25, 12], [4, 18, 6], [11, 26, 19, 27], [30, 21, 3, 14]]
[[0, 11, 15], [4, 17, 16], [9, 7, 29], [30, 2, 28], [8, 23, 31], [27, 5, 14], [24, 1, 13], [18, 12, 6], [26, 10, 25, 3], [19, 20, 22, 21]]
[[17, 9, 10], [25, 30, 15], [19, 5, 13], [12, 20, 1], [7, 24, 11], [31, 28, 6], [8, 26, 18], [21, 27, 0], [22, 4, 16, 14], [3, 2, 29, 23]]
[[3, 8, 17], [21, 11, 14], [6, 2, 4], [27, 25, 1], [12, 20, 10], [22, 5, 7], [30, 18, 15], [26, 19, 16], [13, 9, 29, 31], [28, 23, 24, 0]]
[[29, 8, 13], [0, 16, 4], [28, 25, 24], [20, 22, 31], [6, 11, 3], [30, 15, 2], [26, 14, 18], [9, 21, 10], [7, 1, 5, 27], [19, 17, 12, 23]]
[[14, 7, 5], [8, 23, 12], [26, 13, 11], [6, 18, 20], [10, 25, 2], [16, 1, 28], [30, 24, 29], [17, 9, 31], [19, 3, 22, 27], [0, 4, 15, 21]]
[[19, 5, 29], [8, 11, 10], [22, 3, 24], [21, 31, 17], [16, 28, 23], [7, 30, 14], [4, 12, 1], [0, 15, 20], [26, 13, 6, 9], [18, 27, 25, 2]]
[[13, 1, 11], [0, 3, 9], [2, 21, 23], [18, 15, 7], [4, 25, 10], [8, 27, 16], [17, 30, 14], [24, 12, 28], [20, 6, 31, 22], [29, 5, 26, 19]]
[[3, 1, 28], [14, 12, 22], [5, 6, 18], [4, 10, 25], [16, 29, 21], [19, 7, 31], [15, 13, 30], [2, 8, 0], [26, 23, 17, 27], [9, 11, 24, 20]]
[[22, 4, 8], [0, 19, 16], [13, 28, 21], [10, 20, 9], [14, 24, 6], [15, 7, 2], [1, 18, 17], [30, 23, 12], [25, 11, 29, 5], [27, 26, 31, 3]]
[[29, 3, 19], [10, 6, 7], [23, 9, 24], [25, 28, 8], [20, 27, 11], [12, 26, 22], [31, 17, 15], [2, 14, 30], [16, 4, 21, 5], [18, 13, 0, 1]]
[[11, 7, 6], [30, 27, 23], [3, 12, 31], [0, 20, 25], [15, 16, 5], [28, 8, 2], [14, 9, 26], [10, 29, 24], [13, 18, 19, 17], [4, 1, 22, 21]]
[[3, 29, 14], [18, 17, 22], [31, 9, 23], [13, 8, 16], [25, 21, 5], [2, 4, 7], [20, 6, 15], [24, 19, 26], [10, 30, 11, 27], [0, 28, 12, 1]]
[[3, 27, 12], [25, 19, 9], [20, 26, 21], [7, 28, 5], [29, 30, 11], [1, 18, 2], [0, 22, 10], [14, 6, 8], [13, 23, 24, 16], [4, 17, 31, 15]]
[[21, 19, 3], [12, 30, 1], [13, 4, 0], [26, 24, 10], [11, 14, 16], [18, 25, 2], [7, 28, 23], [15, 6, 31], [9, 27, 8, 29], [5, 20, 17, 22]]
[[13, 25, 2], [3, 4, 20], [21, 18, 31], [15, 8, 7], [23, 14, 9], [11, 27, 17], [1, 22, 30], [12, 26, 24], [10, 16, 6, 28], [19, 29, 0, 5]]
[[9, 4, 6], [1, 28, 27], [8, 26, 7], [22, 12, 14], [30, 19, 21], [25, 15, 16], [2, 17, 29], [3, 10, 18], [20, 0, 11, 24], [31, 5, 23, 13]]
[[23, 12, 29], [20, 18, 22], [7, 0, 3], [28, 14, 25], [30, 13, 5], [31, 2, 27], [19, 11, 17], [16, 8, 6], [26, 4, 15, 1], [9, 21, 24, 10]]
[[10, 26, 25], [1, 31, 21], [16, 27, 6], [2, 30, 4], [28, 0, 15], [29, 12, 22], [14, 19, 23], [5, 11, 8], [18, 17, 20, 13], [3, 7, 9, 24]]
[[30, 24, 12], [15, 26, 2], [0, 23, 16], [13, 18, 5], [25, 4, 28], [3, 8, 19], [14, 10, 31], [29, 27, 17], [20, 22, 9, 7], [11, 21, 1, 6]]
[[2, 27, 14], [29, 28, 10], [16, 3, 7], [19, 6, 9], [21, 13, 8], [26, 0, 15], [17, 5, 11], [31, 22, 23], [1, 18, 25, 4], [30, 12, 20, 24]]
[[19, 28, 16], [18, 20, 0], [6, 24, 25], [9, 13, 26], [23, 3, 1], [10, 4, 31], [30, 17, 27], [29, 7, 21], [5, 14, 8, 2], [15, 22, 12, 11]]
[[25, 15, 29], [19, 17, 9], [2, 5, 31], [18, 0, 4], [23, 21, 26], [8, 12, 11], [13, 24, 3], [7, 14, 30], [28, 6, 27, 16], [20, 10, 1, 22]]
[[31, 14, 23], [9, 24, 12], [10, 19, 22], [27, 29, 26], [30, 13, 25], [3, 5, 1], [16, 18, 28], [20, 6, 8], [0, 17, 15, 21], [4, 7, 2, 11]]
[[1, 29, 23], [28, 19, 3], [0, 27, 8], [16, 31, 17], [9, 30, 5], [11, 18, 20], [13, 7, 14], [24, 4, 25], [22, 6, 15, 12], [26, 10, 2, 21]]
[[3, 2, 9], [29, 19, 14], [23, 26, 31], [15, 13, 30], [24, 11, 10], [0, 25, 27], [6, 7, 18], [16, 8, 22], [21, 12, 17, 20], [1, 28, 5, 4]]
[[18, 14, 28], [8, 26, 30], [13, 25, 15], [21, 23, 27], [9, 12, 2], [11, 16, 29], [24, 17, 0], [6, 1, 31], [4, 10, 20, 3], [7, 19, 22, 5]]
[[18, 3, 27], [2, 4, 28], [12, 17, 16], [8, 7, 26], [0, 13, 22], [24, 31, 6], [1, 20, 9], [5, 11, 25], [30, 23, 10, 19], [29, 14, 15, 21]]
[[17, 28, 27], [0, 10, 21], [14, 11, 2], [1, 30, 26], [15, 25, 31], [22, 9, 24], [12, 23, 20], [16, 29, 3], [19, 5, 4, 18], [6, 13, 7, 8]]
[[6, 10, 11], [9, 31, 4], [8, 27, 13], [0, 2, 18], [24, 19, 30], [1, 3, 29], [23, 21, 5], [25, 22, 14], [15, 17, 28, 26], [16, 20, 12, 7]]
[[12, 27, 25], [29, 24, 16], [5, 4, 22], [30, 2, 7], [28, 23, 15], [17, 1, 26], [6, 0, 20], [9, 31, 10], [14, 13, 8, 21], [19, 11, 18, 3]]
[[2, 5, 21], [24, 14, 6], [23, 29, 25], [22, 30, 15], [17, 12, 10], [11, 9, 7], [19, 27, 31], [18, 3, 16], [26, 1, 8, 13], [28, 20, 4, 0]]
[[7, 2, 8], [1, 26, 31], [5, 20, 0], [4, 11, 27], [23, 29, 28], [22, 3, 21], [17, 19, 30], [18, 25, 24], [14, 12, 13, 16], [9, 15, 6, 10]]
[[7, 18, 22], [5, 20, 21], [0, 28, 9], [1, 12, 11], [26, 23, 6], [2, 27, 4], [29, 24, 10], [16, 30, 31], [14, 8, 25, 17], [19, 15, 3, 13]]
[[16, 6, 10], [17, 8, 15], [0, 3, 7], [22, 18, 27], [9, 23, 5], [21, 25, 14], [29, 24, 31], [4, 28, 11], [26, 30, 12, 2], [1, 20, 13, 19]]
[[4, 3, 14], [5, 19, 28], [21, 31, 24], [0, 17, 2], [23, 18, 12], [9, 15, 30], [22, 27, 1], [11, 6, 8], [10, 26, 20, 29], [13, 25, 16, 7]]
[[7, 3, 11], [28, 0, 19], [12, 29, 16], [8, 20, 31], [27, 21, 25], [23, 30, 2], [24, 10, 1], [9, 22, 17], [4, 5, 13, 6], [15, 14, 26, 18]]
[[9, 13, 0], [16, 24, 12], [31, 27, 10], [6, 21, 15], [18, 26, 14], [4, 25, 8], [1, 23, 19], [3, 29, 30], [5, 17, 20, 22], [2, 11, 7, 28]]
[[28, 25, 3], [4, 21, 13], [30, 8, 1], [15, 29, 6], [14, 31, 20], [23, 17, 19], [16, 7, 10], [5, 27, 26], [0, 18, 24, 12], [9, 22, 2, 11]]
[[19, 18, 6], [9, 1, 23], [4, 20, 16], [25, 0, 22], [27, 26, 24], [10, 15, 29], [13, 28, 12], [17, 3, 5], [8, 21, 11, 30], [31, 14, 7, 2]]
[[20, 8, 13], [31, 28, 22], [0, 7, 1], [17, 10, 14], [24, 4, 3], [2, 5, 18], [30, 23, 16], [25, 12, 9], [29, 11, 27, 15], [26, 6, 21, 19]]
[[31, 15, 2], [4, 6, 26], [19, 14, 29], [1, 25, 28], [12, 3, 21], [27, 9, 0], [30, 16, 17], [5, 23, 11], [22, 13, 24, 20], [10, 7, 18, 8]]
[[17, 22, 2], [0, 29, 11], [18, 19, 5], [28, 27, 30], [13, 7, 12], [15, 14, 8], [6, 10, 1], [23, 3, 16], [26, 24, 9, 4], [21, 25, 31, 20]]
[[13, 3, 27], [22, 25, 15], [16, 28, 23], [12, 19, 11], [31, 18, 5], [30, 20, 1], [21, 6, 29], [10, 26, 17], [4, 9, 8, 2], [7, 0, 14, 24]]
[[30, 10, 1], [4, 19, 28], [0, 6, 8], [3, 9, 18], [31, 21, 14], [2, 26, 13], [23, 22, 27], [29, 15, 17], [7, 20, 11, 24], [16, 12, 5, 25]]
[[6, 2, 1], [19, 29, 8], [17, 7, 0], [5, 14, 12], [4, 24, 23], [27, 16, 10], [21, 25, 11], [26, 13, 9], [3, 15, 18, 30], [20, 22, 31, 28]]
[[21, 15, 28], [5, 30, 25], [12, 1, 13], [0, 26, 14], [29, 4, 27], [23, 24, 17], [6, 10, 11], [9, 7, 2], [16, 31, 8, 20], [22, 18, 3, 19]]
[[27, 5, 0], [26, 30, 10], [9, 7, 14], [13, 31, 20], [28, 21, 8], [22, 29, 19], [3, 11, 12], [24, 18, 4], [2, 23, 6, 16], [17, 1, 15, 25]]
[[5, 20, 3], [17, 31, 7], [1, 14, 4], [29, 27, 24], [22, 13, 18], [30, 12, 2], [10, 9, 21], [25, 16, 8], [11, 28, 0, 23], [6, 15, 26, 19]]
[[25, 11, 23], [4, 5, 24], [10, 27, 2], [7, 8, 12], [20, 21, 26], [14, 1, 13], [18, 17, 9], [29, 3, 19], [15, 16, 6, 28], [31, 0, 30, 22]]
[[26, 29, 2], [30, 8, 13], [5, 3, 20], [11, 12, 31], [9, 6, 1], [24, 17, 22], [7, 28, 25], [14, 19, 21], [4, 23, 0, 15], [18, 27, 10, 16]]
[[18, 31, 20], [21, 4, 25], [11, 24, 9], [0, 10, 1], [3, 13, 26], [2, 6, 7], [22, 16, 14], [29, 27, 30], [12, 17, 15, 23], [5, 8, 28, 19]]
[[5, 26, 31], [27, 20, 4], [1, 13, 24], [22, 16, 23], [8, 10, 9], [29, 15, 3], [12, 25, 6], [7, 11, 28], [21, 18, 30, 19], [0, 2, 14, 17]]
[[5, 19, 20], [1, 30, 28], [9, 15, 11], [10, 31, 25], [27, 29, 8], [16, 3, 2], [21, 23, 24], [12, 0, 7], [14, 22, 4, 6], [26, 17, 18, 13]]
[[0, 17, 22], [16, 9, 15], [21, 29, 14], [1, 8, 24], [19, 11, 3], [26, 2, 10], [23, 7, 25], [5, 27, 30], [6, 20, 18, 28], [13, 12, 4, 31]]
[[14, 19, 0], [21, 5, 24], [25, 7, 28], [9, 11, 3], [17, 29, 12], [27, 31, 13], [8, 20, 4], [10, 26, 1], [2, 15, 6, 30], [23, 16, 18, 22]]
[[20, 8, 22], [26, 18, 4], [11, 27, 5], [9, 15, 6], [13, 23, 25], [14, 3, 19], [2, 30, 16], [12, 7, 17], [28, 10, 1, 31], [24, 21, 29, 0]]
[[5, 17, 28], [10, 30, 21], [11, 27, 24], [13, 15, 0], [3, 7, 22], [8, 29, 26], [23, 6, 2], [1, 4, 12], [19, 18, 16, 20], [9, 14, 31, 25]]
[[2, 8, 10], [26, 3, 11], [21, 16, 18], [15, 24, 30], [1, 19, 25], [4, 20, 29], [31, 7, 0], [23, 6, 5], [17, 12, 9, 22], [14, 27, 13, 28]]
[[9, 12, 6], [1, 7, 15], [4, 17, 25], [0, 30, 23], [26, 3, 18], [5, 11, 28], [19, 22, 31], [13, 14, 10], [29, 24, 8, 27], [16, 20, 21, 2]]
[[13, 11, 9], [21, 6, 23], [3, 28, 24], [22, 30, 19], [16, 8, 27], [17, 31, 12], [5, 20, 10], [25, 26, 7], [14, 4, 1, 18], [15, 0, 2, 29]]
[[21, 3, 24], [10, 31, 27], [28, 6, 18], [15, 16, 23], [30, 12, 26], [13, 2, 25], [8, 17, 5], [7, 20, 22], [4, 19, 14, 0], [11, 1, 9, 29]]
[[27, 13, 0], [17, 2, 29], [25, 28, 20], [7, 21, 1], [23, 16, 24], [3, 22, 9], [6, 12, 31], [30, 8, 19], [26, 11, 14, 15], [10, 5, 4, 18]]
[[15, 24, 30], [6, 23, 22], [8, 9, 2], [21, 13, 12], [28, 11, 29], [0, 19, 20], [1, 17, 7], [14, 5, 27], [10, 31, 16, 3], [25, 18, 4, 26]]
[[30, 7, 13], [3, 25, 29], [20, 15, 26], [12, 0, 5], [21, 9, 16], [31, 23, 28], [10, 1, 17], [8, 27, 18], [19, 14, 11, 2], [4, 24, 6, 22]]
[[21, 3, 6], [13, 28, 0], [31, 14, 30], [11, 12, 10], [23, 22, 24], [1, 2, 5], [16, 9, 20], [17, 4, 25], [19, 26, 8, 27], [7, 15, 18, 29]]
[[12, 23, 20], [6, 5, 8], [30, 0, 17], [21, 25, 14], [19, 31, 28], [9, 4, 24], [22, 1, 26], [15, 18, 3], [11, 27, 29, 13], [7, 2, 16, 10]]
[[12, 10, 31], [28, 17, 18], [13, 6, 25], [7, 16, 3], [27, 11, 8], [15, 30, 5], [4, 22, 9], [29, 23, 2], [14, 21, 19, 0], [20, 26, 24, 1]]
[[3, 16, 17], [25, 13, 30], [15, 23, 28], [29, 20, 7], [4, 14, 31], [11, 5, 18], [8, 24, 6], [2, 21, 0], [22, 19, 12, 9], [26, 27, 10, 1]]
[[26, 21, 16], [18, 6, 22], [13, 24, 30], [1, 25, 17], [7, 8, 14], [20, 3, 15], [12, 2, 28], [4, 9, 31], [0, 5, 29, 27], [23, 10, 19, 11]]
