[[8, 31, 19], [32, 7, 2], [3, 18, 5], [33, 30, 26], [22, 10, 29], [6, 20, 21], [4, 17, 9], [1, 13, 0], [23, 28, 11], [12, 14, 24, 25], [34, 16, 27, 15]]
[[25, 19, 26], [30, 18, 24], [2, 17, 12], [33, 10, 8], [13, 1, 16], [34, 15, 20], [23, 5, 4], [3, 9, 27], [22, 6, 11], [0, 31, 32, 21], [14, 29, 7, 28]]
[[16, 31, 25], [20, 13, 11], [30, 0, 27], [21, 8, 19], [1, 26, 5], [14, 33, 3], [4, 12, 29], [6, 22, 10], [34, 17, 28], [24, 2, 18, 7], [23, 15, 32, 9]]
[[2, 29, 25], [17, 28, 10], [20, 27, 8], [7, 14, 12], [21, 15, 24], [22, 18, 19], [13, 11, 32], [0, 23, 5], [6, 34, 4], [16, 26, 1, 31], [9, 3, 33, 30]]
[[11, 19, 29], [23, 0, 14], [31, 15, 3], [1, 9, 34], [13, 12, 10], [16, 17, 32], [18, 21, 24], [8, 27, 5], [26, 30, 2], [25, 20, 28, 4], [6, 33, 22, 7]]
[[6, 11, 19], [27, 17, 25], [0, 1, 7], [31, 29, 32], [33, 26, 20], [34, 4, 13], [14, 10, 30], [22, 28, 23], [2, 8, 5], [3, 16, 18, 12], [21, 9, 15, 24]]
[[16, 4, 14], [21, 22, 5], [15, 3, 17], [29, 25, 27], [6, 24, 26], [12, 8, 1], [32, 31, 18], [9, 2, 13], [30, 20, 0], [23, 11, 7, 33], [19, 34, 28, 10]]
[[11, 19, 29], [21, 28, 10], [17, 4, 2], [31, 3, 15], [34, 8, 6], [24, 0, 30], [33, 22, 16], [20, 5, 25], [14, 26, 7], [1, 12, 23, 9], [32, 27, 13, 18]]
[[33, 16, 26], [14, 27, 30], [20, 15, 8], [13, 24, 4], [28, 12, 11], [31, 21, 34], [3, 22, 10], [23, 29, 5], [19, 0, 1], [25, 6, 2, 18], [7, 32, 17, 9]]
[[20, 30, 5], [27, 24, 0], [15, 23, 8], [13, 11, 34], [29, 2, 4], [14, 17, 10], [16, 7, 33], [21, 19, 26], [1, 32, 25], [28, 6, 3, 12], [9, 22, 31, 18]]
[[22, 11, 17], [26, 2, 19], [32, 15, 14], [9, 25, 6], [0, 24, 16], [5, 1, 12], [7, 10, 29], [13, 34, 33], [20, 30, 23], [3, 27, 21, 4], [28, 18, 31, 8]]
[[12, 2, 8], [1, 24, 21], [30, 11, 28], [26, 19, 7], [27, 20, 14], [22, 15, 9], [10, 18, 5], [13, 0, 23], [29, 4, 3], [34, 17, 6, 16], [32, 25, 33, 31]]
[[26, 16, 0], [12, 31, 3], [18, 27, 8], [29, 4, 28], [34, 11, 1], [24, 30, 5], [10, 7, 13], [19, 6, 23], [2, 9, 33], [15, 14, 20, 25], [22, 17, 32, 21]]
[[22, 8, 6], [20, 27, 15], [5, 16, 30], [7, 4, 25], [19, 29, 23], [12, 32, 17], [33, 0, 28], [14, 34, 9], [31, 3, 1], [13, 21, 11, 24], [10, 26, 18, 2]]
[[1, 2, 5], [23, 8, 27], [14, 6, 16], [19, 13, 3], [17, 26, 29], [18, 22, 30], [31, 24, 20], [0, 21, 9], [33, 32, 4], [34, 11, 12, 7], [10, 25, 28, 15]]
[[34, 25, 1], [24, 19, 7], [18, 32, 12], [15, 2, 11], [23, 31, 0], [17, 8, 22], [20, 5, 9], [30, 26, 4], [33, 29, 16], [13, 28, 14, 27], [10, 21, 3, 6]]
[[16, 32, 27], [29, 13, 1], [2, 9, 31], [20, 30, 6], [18, 21, 26], [3, 4, 33], [17, 14, 0], [25, 11, 7], [34, 8, 10], [23, 12, 22, 19], [5, 15, 28, 24]]
[[0, 32, 24], [16, 18, 10], [5, 30, 21], [19, 29, 25], [23, 33, 8], [20, 11, 31], [22, 9, 34], [6, 4, 12], [2, 3, 14], [28, 17, 13, 15], [26, 27, 7, 1]]
[[27, 28, 6], [14, 3, 26], [7, 17, 8], [0, 21, 25], [18, 11, 31], [22, 12, 9], [29, 2, 13], [1, 5, 24], [19, 15, 20], [4, 30, 10, 16], [33, 32, 34, 23]]
[[3, 32, 8], [30, 28, 34], [22, 2, 19], [20, 18, 6], [13, 1, 26], [21, 0, 15], [33, 24, 27], [7, 31, 11], [25, 29, 10], [12, 4, 17, 16], [9, 23, 5, 14]]
[[4, 18, 33], [0, 3, 27], [32, 6, 14], [16, 11, 34], [30, 8, 2], [24, 26, 20], [12, 19, 13], [5, 7, 15], [25, 23, 29], [10, 9, 21, 28], [22, 1, 31, 17]]
[[27, 0, 31], [5, 7, 4], [24, 1, 8], [32, 25, 6], [17, 23, 30], [21, 2, 22], [9, 18, 13], [19, 10, 20], [16, 34, 3], [29, 11, 26, 15], [14, 12, 28, 33]]
[[20, 6, 26], [11, 25, 4], [23, 22, 33], [7, 5, 27], [21, 1, 32], [9, 2, 28], [19, 8, 17], [34, 13, 15], [18, 16, 24], [3, 10, 12, 30], [29, 31, 14, 0]]
[[19, 8, 10], [32, 9, 29], [33, 28, 15], [30, 21, 34], [25, 27, 6], [7, 16, 24], [1, 3, 18], [26, 13, 11], [22, 17, 4], [20, 23, 14, 2], [5, 31, 0, 12]]
[[25, 19, 20], [18, 28, 27], [31, 0, 22], [17, 8, 4], [23, 6, 26], [13, 7, 16], [21, 10, 12], [24, 15, 14], [11, 33, 32], [29, 34, 30, 9], [1, 5, 2, 3]]
[[8, 21, 27], [7, 28, 31], [3, 22, 23], [32, 10, 14], [29, 20, 19], [15, 4, 18], [26, 9, 17], [6, 25, 5], [1, 33, 2], [11, 16, 34, 0], [24, 13, 30, 12]]
[[31, 32, 14], [13, 17, 9], [1, 34, 23], [7, 12, 33], [5, 27, 18], [30, 6, 16], [4, 15, 3], [26, 21, 10], [22, 20, 29], [24, 11, 2, 28], [8, 19, 25, 0]]
[[11, 9, 17], [26, 27, 4], [13, 19, 22], [24, 7, 23], [12, 29, 14], [1, 2, 33], [5, 18, 32], [6, 8, 10], [16, 25, 30], [34, 28, 21, 31], [20, 3, 0, 15]]
[[27, 16, 33], [1, 25, 18], [24, 28, 8], [26, 13, 5], [22, 11, 0], [20, 4, 10], [14, 32, 21], [19, 34, 7], [31, 3, 12], [30, 15, 17, 9], [23, 2, 6, 29]]
[[27, 12, 2], [18, 16, 32], [8, 31, 13], [29, 28, 7], [19, 0, 9], [24, 15, 30], [25, 10, 21], [3, 20, 26], [22, 14, 4], [6, 11, 17, 23], [34, 1, 33, 5]]
[[4, 20, 7], [25, 6, 34], [17, 12, 15], [26, 32, 21], [31, 29, 11], [27, 1, 28], [30, 9, 3], [2, 16, 18], [5, 13, 10], [19, 14, 23, 0], [33, 24, 8, 22]]
[[27, 29, 16], [23, 24, 4], [12, 22, 26], [20, 10, 31], [13, 34, 8], [28, 5, 19], [17, 14, 21], [0, 9, 3], [6, 30, 11], [18, 2, 33, 1], [7, 15, 25, 32]]
[[6, 29, 14], [4, 34, 12], [33, 0, 21], [2, 31, 24], [26, 11, 9], [16, 27, 13], [30, 20, 7], [19, 10, 17], [22, 23, 15], [3, 18, 8, 1], [5, 32, 28, 25]]
[[20, 7, 6], [21, 33, 25], [13, 15, 14], [1, 5, 27], [31, 34, 22], [2, 17, 8], [4, 3, 28], [30, 11, 12], [29, 18, 19], [32, 0, 23, 9], [16, 26, 24, 10]]
[[28, 34, 24], [29, 31, 2], [14, 13, 5], [0, 30, 3], [27, 4, 22], [8, 12, 6], [19, 32, 25], [23, 16, 1], [26, 10, 18], [7, 21, 15, 9], [17, 11, 33, 20]]
[[16, 30, 33], [31, 13, 2], [32, 6, 17], [27, 10, 24], [28, 5, 34], [23, 9, 4], [25, 29, 18], [12, 14, 7], [0, 20, 8], [21, 3, 19, 1], [26, 15, 11, 22]]
[[33, 15, 11], [16, 12, 6], [8, 1, 9], [20, 4, 10], [2, 19, 3], [21, 26, 13], [28, 27, 14], [5, 31, 24], [22, 30, 0], [18, 23, 32, 7], [17, 29, 34, 25]]
[[3, 22, 2], [6, 8, 19], [21, 26, 20], [12, 7, 11], [24, 4, 32], [25, 31, 15], [30, 34, 18], [1, 29, 10], [23, 28, 5], [17, 14, 0, 9], [33, 16, 27, 13]]
[[8, 34, 1], [17, 16, 28], [12, 29, 4], [6, 3, 5], [21, 7, 24], [19, 30, 0], [31, 22, 2], [14, 18, 15], [26, 13, 23], [10, 9, 27, 20], [11, 33, 25, 32]]
[[9, 1, 3], [10, 26, 18], [23, 28, 16], [33, 15, 24], [32, 21, 25], [11, 2, 20], [0, 31, 6], [22, 19, 4], [34, 13, 17], [12, 27, 5, 14], [29, 8, 30, 7]]
[[21, 0, 3], [15, 32, 26], [7, 19, 13], [6, 23, 22], [34, 10, 5], [33, 29, 14], [12, 8, 9], [4, 28, 31], [16, 17, 11], [2, 24, 1, 25], [18, 20, 30, 27]]
[[31, 17, 15], [20, 5, 12], [34, 1, 23], [27, 16, 10], [4, 6, 28], [26, 18, 29], [9, 24, 14], [19, 8, 7], [25, 3, 33], [32, 22, 0, 21], [2, 11, 30, 13]]
[[16, 23, 6], [11, 25, 19], [10, 9, 26], [4, 31, 21], [18, 30, 2], [33, 14, 15], [5, 29, 22], [32, 20, 7], [0, 13, 24], [27, 1, 28, 34], [17, 3, 8, 12]]
[[8, 20, 12], [18, 27, 13], [6, 9, 32], [26, 33, 34], [30, 29, 11], [2, 7, 1], [28, 0, 23], [5, 14, 21], [10, 19, 15], [4, 31, 25, 24], [3, 16, 17, 22]]
[[5, 29, 22], [7, 8, 20], [6, 4, 12], [14, 25, 30], [1, 27, 21], [11, 10, 32], [13, 15, 17], [33, 26, 28], [9, 2, 34], [3, 16, 23, 24], [18, 31, 0, 19]]
[[10, 14, 9], [8, 23, 30], [25, 31, 20], [15, 32, 5], [19, 29, 17], [33, 34, 2], [27, 13, 16], [24, 11, 1], [4, 26, 18], [22, 21, 3, 12], [6, 7, 28, 0]]
[[14, 20, 29], [4, 19, 10], [11, 34, 0], [2, 13, 33], [21, 26, 28], [16, 7, 17], [9, 31, 22], [25, 15, 18], [27, 1, 8], [12, 32, 24, 3], [23, 5, 30, 6]]
[[8, 33, 15], [4, 29, 21], [5, 25, 26], [30, 24, 10], [12, 13, 17], [31, 0, 32], [9, 22, 28], [23, 27, 20], [3, 16, 1], [19, 34, 6, 7], [11, 2, 14, 18]]
[[8, 0, 29], [9, 19, 15], [7, 2, 24], [17, 14, 34], [32, 12, 6], [16, 10, 30], [3, 20, 23], [18, 33, 13], [31, 11, 28], [26, 22, 21, 5], [4, 1, 25, 27]]
[[17, 22, 33], [16, 26, 19], [10, 11, 2], [30, 3, 6], [21, 9, 14], [24, 4, 29], [20, 27, 18], [5, 12, 0], [15, 1, 32], [23, 8, 28, 31], [13, 25, 7, 34]]
[[10, 23, 6], [18, 15, 29], [17, 19, 4], [11, 14, 13], [30, 21, 26], [20, 16, 3], [31, 25, 34], [22, 8, 33], [24, 5, 12], [0, 28, 1, 32], [27, 7, 2, 9]]
[[12, 14, 10], [34, 0, 20], [3, 25, 33], [24, 30, 13], [22, 17, 32], [26, 18, 31], [19, 8, 4], [5, 7, 23], [16, 11, 1], [28, 21, 27, 2], [15, 6, 9, 29]]
[[11, 32, 13], [30, 25, 26], [19, 23, 20], [15, 0, 24], [8, 27, 6], [33, 18, 28], [31, 2, 29], [3, 7, 16], [9, 1, 5], [4, 22, 12, 14], [34, 10, 21, 17]]
[[33, 14, 23], [31, 27, 24], [2, 0, 18], [8, 7, 12], [3, 26, 11], [4, 10, 20], [34, 16, 19], [13, 28, 22], [30, 5, 21], [15, 17, 6, 25], [1, 29, 32, 9]]
[[33, 11, 2], [17, 0, 28], [9, 4, 20], [18, 15, 32], [16, 29, 25], [6, 23, 7], [10, 22, 12], [34, 26, 14], [8, 24, 27], [31, 21, 13, 5], [3, 1, 30, 19]]
[[18, 9, 17], [15, 28, 14], [2, 32, 30], [21, 26, 12], [25, 16, 1], [13, 31, 20], [3, 6, 19], [5, 0, 4], [27, 23, 24], [29, 10, 8, 22], [7, 11, 33, 34]]
[[9, 20, 14], [21, 4, 25], [27, 11, 12], [16, 19, 17], [10, 3, 22], [7, 30, 28], [2, 26, 24], [6, 34, 13], [29, 8, 5], [31, 23, 18, 32], [0, 33, 1, 15]]
[[11, 29, 31], [20, 6, 2], [12, 3, 33], [14, 15, 18], [28, 27, 1], [8, 21, 23], [13, 5, 0], [24, 16, 34], [19, 10, 25], [9, 32, 17, 22], [7, 30, 4, 26]]
[[15, 16, 33], [3, 24, 27], [5, 13, 12], [26, 7, 22], [8, 31, 23], [6, 9, 0], [17, 2, 32], [29, 14, 10], [25, 20, 28], [30, 1, 19, 4], [21, 18, 34, 11]]
[[22, 28, 21], [29, 19, 24], [23, 14, 2], [9, 12, 32], [10, 18, 4], [17, 33, 27], [30, 31, 34], [15, 8, 5], [13, 26, 11], [20, 7, 3, 16], [6, 0, 1, 25]]
[[23, 32, 6], [24, 26, 3], [11, 4, 9], [19, 16, 0], [29, 30, 13], [25, 8, 2], [7, 28, 1], [14, 22, 17], [15, 21, 27], [12, 31, 20, 34], [33, 5, 18, 10]]
[[34, 4, 0], [3, 27, 17], [23, 13, 7], [11, 2, 10], [9, 8, 6], [24, 14, 33], [5, 20, 25], [21, 1, 32], [16, 28, 30], [26, 19, 18, 22], [12, 15, 29, 31]]
[[28, 13, 21], [25, 2, 7], [17, 26, 12], [22, 4, 1], [23, 32, 14], [30, 0, 34], [29, 5, 31], [19, 18, 16], [20, 3, 6], [10, 15, 24, 33], [27, 9, 8, 11]]
[[0, 24, 5], [33, 4, 28], [12, 29, 17], [3, 6, 2], [23, 7, 8], [9, 22, 27], [1, 16, 31], [18, 30, 14], [32, 19, 21], [20, 11, 25, 13], [26, 15, 34, 10]]
[[7, 31, 6], [27, 33, 11], [3, 1, 14], [2, 30, 8], [18, 26, 22], [5, 21, 34], [23, 19, 15], [9, 10, 17], [24, 12, 4], [29, 28, 0, 25], [20, 13, 16, 32]]
[[23, 13, 24], [12, 1, 8], [27, 5, 22], [28, 29, 30], [6, 19, 21], [7, 34, 20], [2, 4, 3], [16, 9, 15], [14, 18, 33], [25, 10, 17, 0], [11, 31, 32, 26]]
[[8, 23, 4], [34, 30, 1], [27, 24, 33], [14, 32, 19], [2, 11, 29], [15, 17, 12], [26, 31, 0], [9, 6, 20], [18, 13, 7], [5, 21, 22, 3], [10, 28, 25, 16]]
[[6, 16, 18], [13, 0, 19], [30, 11, 8], [33, 22, 15], [26, 3, 27], [5, 12, 31], [14, 20, 21], [25, 28, 24], [34, 1, 23], [2, 29, 32, 17], [7, 9, 10, 4]]
[[20, 32, 9], [6, 23, 10], [31, 0, 29], [12, 16, 22], [17, 34, 3], [2, 11, 15], [21, 33, 7], [24, 8, 30], [4, 13, 14], [1, 19, 5, 26], [28, 25, 18, 27]]
[[30, 22, 23], [8, 9, 33], [20, 25, 34], [6, 2, 32], [27, 17, 3], [10, 12, 14], [11, 1, 15], [21, 16, 5], [19, 31, 0], [13, 29, 4, 18], [7, 26, 24, 28]]
[[27, 12, 31], [26, 3, 6], [8, 20, 33], [9, 5, 23], [1, 17, 2], [29, 0, 15], [21, 22, 7], [19, 28, 14], [24, 16, 18], [10, 4, 30, 13], [34, 32, 25, 11]]
[[7, 17, 30], [31, 19, 26], [14, 9, 27], [15, 28, 11], [1, 0, 32], [23, 34, 13], [21, 16, 2], [6, 20, 8], [24, 5, 4], [3, 22, 10, 25], [29, 18, 12, 33]]
[[14, 31, 2], [7, 20, 1], [32, 34, 30], [8, 25, 6], [21, 9, 27], [15, 17, 19], [11, 28, 18], [4, 0, 22], [16, 13, 33], [26, 12, 24, 10], [5, 23, 29, 3]]
[[21, 10, 6], [28, 3, 9], [24, 14, 16], [19, 18, 8], [27, 17, 20], [30, 31, 2], [32, 26, 5], [1, 13, 23], [22, 25, 0], [11, 34, 4, 12], [7, 33, 29, 15]]
[[28, 26, 2], [23, 13, 11], [34, 16, 0], [21, 19, 5], [20, 33, 29], [1, 30, 7], [31, 10, 32], [15, 8, 12], [4, 9, 22], [17, 25, 3, 24], [27, 6, 18, 14]]
[[5, 7, 33], [8, 10, 25], [29, 19, 6], [4, 12, 22], [2, 17, 31], [15, 13, 16], [9, 3, 26], [24, 18, 32], [14, 30, 23], [20, 28, 34, 11], [21, 0, 1, 27]]
[[17, 26, 33], [0, 23, 14], [32, 24, 10], [8, 12, 22], [19, 9, 11], [31, 34, 30], [3, 20, 5], [4, 2, 21], [16, 27, 7], [15, 18, 1, 28], [25, 29, 13, 6]]
[[22, 14, 6], [1, 25, 8], [20, 23, 7], [12, 26, 18], [31, 0, 32], [10, 11, 13], [17, 9, 3], [4, 2, 28], [19, 5, 24], [16, 34, 30, 29], [33, 15, 21, 27]]
[[6, 22, 12], [33, 4, 24], [5, 11, 18], [14, 17, 19], [20, 27, 28], [8, 13, 10], [9, 21, 34], [15, 2, 3], [26, 16, 29], [30, 7, 31, 0], [1, 32, 25, 23]]
[[12, 8, 28], [31, 10, 30], [26, 25, 9], [21, 2, 17], [23, 7, 19], [27, 3, 14], [1, 33, 34], [22, 15, 20], [18, 24, 6], [4, 11, 13, 5], [29, 32, 16, 0]]
