[[24, 25, 2], [14, 23, 0], [4, 3, 15], [8, 5, 19], [13, 17, 10], [6, 16, 21], [11, 9, 20, 7], [22, 12, 1, 18]]
[[21, 6, 7], [2, 4, 25], [18, 20, 15], [5, 3, 23], [12, 10, 24], [8, 14, 19], [13, 22, 9, 17], [16, 1, 0, 11]]
[[11, 15, 8], [12, 23, 10], [17, 6, 25], [5, 2, 18], [14, 9, 13], [22, 21, 20], [16, 0, 7, 24], [4, 19, 1, 3]]
[[17, 1, 0], [2, 9, 16], [18, 24, 23], [13, 14, 4], [25, 11, 15], [8, 7, 22], [3, 20, 6, 5], [10, 12, 19, 21]]
[[11, 19, 10], [21, 3, 4], [20, 24, 5], [22, 25, 6], [13, 2, 8], [9, 17, 7], [1, 12, 18, 0], [23, 15, 16, 14]]
[[25, 1, 8], [6, 19, 20], [11, 12, 24], [10, 14, 7], [13, 21, 4], [17, 0, 2], [3, 9, 15, 23], [22, 16, 5, 18]]
[[8, 6, 3], [15, 17, 25], [14, 20, 12], [19, 13, 0], [9, 5, 22], [7, 23, 4], [18, 21, 16, 24], [2, 11, 10, 1]]
[[23, 22, 20], [18, 4, 7], [9, 19, 2], [0, 16, 1], [10, 12, 6], [15, 25, 14], [8, 24, 3, 17], [5, 11, 13, 21]]
[[1, 3, 9], [14, 12, 19], [25, 11, 0], [4, 8, 18], [15, 5, 17], [24, 20, 13], [21, 16, 7, 10], [22, 23, 6, 2]]
[[24, 23, 21], [15, 13, 14], [4, 3, 22], [12, 1, 0], [19, 11, 6], [2, 25, 8], [9, 16, 7, 20], [5, 10, 18, 17]]
[[7, 6, 8], [19, 17, 4], [16, 13, 21], [15, 24, 18], [1, 25, 23], [12, 11, 3], [2, 22, 14, 5], [0, 20, 9, 10]]
[[12, 21, 1], [24, 17, 23], [3, 6, 8], [25, 13, 9], [4, 18, 15], [20, 11, 10], [19, 16, 0, 7], [2, 22, 14, 5]]
[[11, 5, 19], [1, 16, 25], [4, 3, 20], [15, 10, 13], [18, 0, 8], [7, 9, 14], [22, 12, 6, 17], [2, 21, 24, 23]]
[[14, 3, 21], [16, 24, 0], [13, 20, 25], [7, 17, 9], [12, 1, 5], [22, 23, 6], [10, 11, 8, 4], [15, 2, 19, 18]]
[[18, 7, 2], [13, 16, 11], [8, 17, 9], [21, 4, 22], [0, 14, 5], [10, 20, 15], [12, 3, 24, 23], [1, 25, 19, 6]]
[[16, 22, 20], [25, 18, 5], [13, 11, 0], [1, 3, 15], [8, 9, 6], [12, 17, 21], [2, 19, 24, 23], [7, 14, 10, 4]]
[[21, 7, 8], [18, 19, 1], [10, 25, 12], [16, 22, 24], [3, 20, 6], [9, 4, 15], [13, 0, 14, 11], [23, 17, 5, 2]]
[[2, 5, 0], [21, 18, 10], [17, 4, 14], [12, 13, 23], [11, 7, 19], [25, 9, 22], [20, 6, 16, 8], [1, 24, 15, 3]]
[[0, 4, 22], [21, 16, 12], [14, 5, 10], [1, 18, 11], [13, 24, 17], [20, 23, 6], [9, 8, 3, 25], [2, 7, 15, 19]]
[[4, 25, 9], [11, 18, 20], [24, 0, 3], [5, 23, 16], [19, 7, 10], [13, 21, 2], [8, 6, 12, 14], [15, 22, 17, 1]]
[[1, 5, 23], [21, 11, 9], [20, 19, 7], [12, 22, 16], [18, 13, 15], [2, 0, 8], [24, 4, 25, 14], [10, 6, 3, 17]]
[[14, 15, 11], [5, 1, 24], [13, 2, 20], [17, 22, 8], [10, 9, 19], [18, 0, 7], [21, 23, 3, 12], [16, 6, 25, 4]]
[[5, 4, 21], [15, 14, 17], [18, 2, 1], [3, 16, 10], [23, 13, 20], [0, 12, 11], [9, 8, 19, 6], [25, 7, 24, 22]]
[[18, 23, 12], [9, 6, 11], [15, 2, 21], [10, 5, 3], [22, 19, 24], [7, 13, 4], [17, 14, 0, 8], [16, 20, 25, 1]]
[[12, 1, 9], [8, 22, 6], [11, 19, 16], [25, 21, 4], [13, 3, 10], [15, 17, 7], [20, 2, 0, 23], [18, 14, 24, 5]]
[[2, 0, 10], [9, 21, 22], [19, 13, 11], [1, 8, 7], [15, 25, 23], [17, 3, 18], [20, 14, 5, 16], [6, 12, 4, 24]]
[[11, 6, 9], [13, 25, 18], [22, 12, 4], [23, 5, 14], [21, 24, 15], [3, 7, 2], [10, 16, 20, 8], [19, 0, 1, 17]]
[[0, 25, 9], [6, 12, 1], [19, 22, 15], [16, 14, 24], [21, 7, 20], [10, 11, 3], [17, 4, 2, 18], [8, 23, 13, 5]]
[[10, 11, 19], [3, 1, 12], [17, 22, 7], [0, 16, 14], [25, 4, 5], [2, 24, 21], [15, 13, 9, 8], [20, 23, 18, 6]]
[[24, 10, 6], [14, 9, 23], [1, 15, 17], [16, 19, 7], [20, 2, 4], [12, 5, 3], [8, 25, 0, 21], [13, 22, 18, 11]]
[[13, 24, 22], [10, 19, 14], [16, 6, 23], [3, 7, 12], [17, 20, 15], [5, 9, 2], [4, 0, 18, 8], [21, 11, 1, 25]]
[[2, 16, 12], [6, 21, 23], [11, 3, 0], [10, 9, 20], [7, 13, 4], [19, 22, 24], [25, 14, 17, 5], [1, 18, 8, 15]]
[[1, 4, 12], [5, 18, 8], [21, 16, 6], [17, 9, 0], [3, 25, 22], [13, 14, 20], [11, 7, 19, 24], [2, 10, 23, 15]]
[[25, 8, 9], [1, 19, 21], [7, 4, 6], [11, 13, 18], [22, 16, 20], [12, 5, 2], [3, 14, 15, 23], [0, 17, 10, 24]]
[[23, 5, 12], [16, 18, 22], [14, 13, 21], [24, 6, 17], [3, 9, 1], [7, 0, 2], [20, 8, 25, 19], [15, 4, 10, 11]]
[[12, 10, 18], [15, 21, 4], [19, 24, 22], [11, 0, 1], [23, 7, 16], [6, 8, 2], [25, 13, 20, 3], [14, 9, 17, 5]]
[[16, 10, 19], [3, 18, 5], [2, 20, 24], [4, 21, 0], [7, 8, 13], [17, 25, 23], [1, 11, 15, 22], [12, 9, 6, 14]]
[[6, 12, 1], [10, 8, 9], [5, 11, 4], [15, 24, 21], [0, 16, 19], [17, 14, 2], [13, 22, 3, 18], [7, 23, 25, 20]]
[[23, 9, 2], [17, 12, 20], [16, 6, 22], [0, 15, 10], [14, 8, 18], [11, 21, 13], [5, 1, 19, 24], [3, 7, 4, 25]]
[[9, 2, 4], [23, 11, 1], [7, 10, 20], [3, 5, 19], [21, 17, 15], [6, 0, 14], [25, 18, 8, 12], [24, 13, 16, 22]]
[[4, 15, 16], [2, 14, 18], [3, 19, 0], [5, 1, 21], [13, 10, 22], [9, 25, 20], [17, 7, 23, 8], [24, 6, 11, 12]]
[[25, 6, 19], [23, 7, 0], [14, 10, 16], [15, 17, 9], [24, 12, 1], [22, 3, 11], [21, 13, 4, 20], [18, 2, 5, 8]]
[[3, 15, 24], [9, 20, 14], [1, 11, 8], [19, 10, 6], [16, 13, 7], [25, 18, 22], [2, 0, 17, 21], [5, 4, 12, 23]]
[[18, 9, 19], [10, 23, 0], [24, 22, 14], [16, 5, 4], [13, 15, 3], [7, 21, 11], [1, 25, 2, 8], [17, 20, 12, 6]]
[[19, 15, 20], [8, 25, 24], [23, 13, 12], [0, 21, 22], [10, 9, 6], [3, 5, 4], [14, 11, 17, 1], [7, 18, 16, 2]]
[[15, 20, 18], [16, 24, 0], [7, 13, 1], [19, 8, 3], [2, 9, 5], [11, 21, 25], [6, 22, 10, 12], [14, 17, 4, 23]]
[[19, 17, 3], [11, 10, 5], [15, 13, 23], [12, 21, 18], [0, 7, 14], [4, 2, 25], [22, 16, 9, 24], [20, 8, 6, 1]]
[[1, 23, 20], [0, 9, 2], [18, 22, 8], [21, 10, 17], [13, 14, 6], [19, 16, 25], [7, 3, 5, 15], [11, 4, 12, 24]]
[[25, 24, 2], [23, 12, 4], [17, 6, 15], [1, 5, 20], [14, 22, 19], [16, 8, 3], [7, 18, 13, 0], [10, 21, 11, 9]]
[[18, 25, 0], [15, 14, 2], [13, 16, 1], [4, 6, 5], [9, 21, 8], [11, 10, 17], [7, 24, 22, 20], [19, 3, 12, 23]]
[[20, 5, 21], [9, 23, 22], [11, 19, 18], [6, 16, 14], [8, 1, 0], [17, 24, 2], [15, 13, 25, 3], [12, 4, 10, 7]]
[[6, 7, 9], [10, 13, 12], [19, 15, 20], [3, 5, 2], [23, 4, 21], [8, 1, 17], [0, 18, 24, 11], [22, 16, 14, 25]]
[[11, 7, 22], [8, 14, 20], [17, 18, 6], [13, 0, 2], [23, 21, 16], [19, 9, 1], [3, 12, 5, 24], [4, 10, 15, 25]]
[[7, 16, 3], [6, 22, 14], [4, 24, 18], [10, 25, 2], [12, 11, 21], [23, 13, 15], [8, 0, 17, 20], [9, 5, 19, 1]]
[[1, 19, 21], [23, 11, 25], [3, 24, 14], [22, 8, 2], [6, 4, 15], [20, 0, 12], [5, 16, 13, 17], [10, 7, 9, 18]]
[[9, 24, 20], [25, 21, 16], [6, 4, 8], [5, 15, 14], [19, 13, 0], [23, 11, 10], [22, 3, 7, 12], [18, 1, 17, 2]]
[[12, 7, 23], [5, 4, 19], [15, 20, 11], [0, 14, 24], [10, 22, 1], [6, 13, 3], [2, 8, 21, 17], [25, 9, 16, 18]]
[[19, 1, 4], [14, 10, 22], [0, 2, 18], [3, 12, 9], [5, 16, 7], [13, 6, 15], [20, 25, 21, 23], [17, 11, 8, 24]]
[[18, 15, 14], [16, 5, 21], [13, 2, 20], [10, 19, 3], [22, 11, 4], [0, 23, 8], [24, 6, 17, 25], [1, 9, 12, 7]]
[[4, 23, 24], [7, 12, 11], [5, 20, 13], [2, 14, 25], [21, 0, 3], [8, 15, 19], [22, 6, 1, 10], [18, 9, 17, 16]]
[[15, 2, 0], [21, 8, 18], [23, 20, 13], [6, 22, 11], [3, 14, 9], [7, 4, 19], [17, 5, 24, 1], [10, 16, 25, 12]]
[[25, 20, 13], [11, 22, 4], [23, 24, 6], [16, 10, 3], [1, 15, 8], [2, 18, 5], [9, 14, 17, 19], [21, 0, 7, 12]]
[[6, 20, 7], [1, 10, 17], [14, 12, 24], [16, 23, 8], [19, 21, 15], [11, 25, 0], [4, 9, 3, 18], [13, 2, 22, 5]]
[[23, 9, 11], [6, 1, 15], [20, 10, 0], [24, 8, 3], [17, 22, 4], [21, 18, 12], [2, 14, 5, 13], [7, 16, 25, 19]]
[[19, 14, 12], [18, 23, 3], [4, 11, 5], [13, 17, 15], [24, 10, 21], [8, 7, 1], [20, 6, 9, 25], [16, 0, 22, 2]]
[[3, 12, 20], [10, 18, 24], [23, 1, 14], [9, 6, 17], [5, 8, 0], [11, 7, 16], [2, 19, 4, 22], [13, 21, 25, 15]]
[[21, 1, 16], [5, 4, 25], [15, 22, 3], [17, 6, 14], [0, 18, 9], [13, 24, 19], [12, 11, 10, 7], [8, 2, 23, 20]]
[[17, 5, 22], [11, 15, 2], [7, 14, 21], [10, 16, 13], [8, 24, 0], [19, 25, 1], [3, 12, 18, 6], [9, 20, 4, 23]]
[[7, 9, 20], [4, 19, 16], [21, 5, 12], [13, 23, 1], [22, 18, 8], [3, 0, 10], [24, 6, 2, 15], [11, 25, 14, 17]]
[[2, 18, 20], [24, 6, 0], [5, 23, 10], [14, 25, 16], [7, 1, 17], [15, 22, 13], [4, 3, 9, 12], [21, 19, 8, 11]]
[[25, 0, 2], [1, 23, 12], [21, 10, 19], [18, 11, 17], [5, 13, 22], [3, 14, 20], [15, 9, 24, 7], [16, 6, 4, 8]]
[[18, 23, 6], [5, 15, 16], [4, 21, 12], [1, 11, 3], [20, 2, 9], [19, 0, 14], [22, 25, 17, 24], [10, 13, 8, 7]]
[[5, 11, 9], [7, 6, 8], [0, 14, 15], [13, 1, 17], [19, 20, 2], [21, 18, 22], [16, 24, 23, 4], [10, 3, 12, 25]]
[[19, 8, 13], [10, 15, 17], [23, 20, 9], [12, 25, 2], [4, 21, 16], [6, 1, 18], [3, 22, 11, 24], [5, 14, 7, 0]]
[[14, 0, 1], [16, 12, 9], [8, 7, 23], [20, 2, 19], [22, 13, 24], [15, 11, 18], [17, 6, 3, 5], [25, 21, 4, 10]]
[[15, 20, 10], [13, 17, 22], [8, 18, 5], [24, 9, 16], [14, 0, 4], [1, 25, 19], [7, 3, 11, 23], [21, 2, 6, 12]]
[[18, 1, 0], [17, 14, 2], [3, 16, 11], [19, 24, 15], [12, 10, 6], [13, 21, 9], [8, 25, 22, 20], [5, 4, 23, 7]]
[[9, 16, 7], [2, 22, 3], [5, 21, 17], [14, 4, 0], [8, 6, 12], [11, 19, 23], [25, 15, 24, 18], [10, 13, 1, 20]]
[[10, 0, 25], [23, 9, 2], [21, 6, 14], [17, 12, 22], [11, 3, 19], [7, 5, 8], [18, 4, 20, 24], [15, 13, 1, 16]]
[[24, 19, 25], [15, 12, 22], [20, 10, 16], [11, 14, 13], [1, 4, 23], [5, 9, 8], [18, 21, 3, 7], [2, 6, 0, 17]]
[[6, 11, 24], [21, 14, 19], [3, 12, 18], [0, 8, 20], [22, 1, 23], [25, 10, 7], [13, 2, 5, 4], [15, 17, 16, 9]]
