[[28, 26, 20], [24, 11, 22], [16, 10, 17], [4, 14, 6], [8, 5, 18], [1, 3, 29], [15, 21, 30], [12, 9, 2], [23, 27, 0], [7, 13, 25, 19]]
[[22, 9, 18], [0, 12, 10], [30, 17, 26], [3, 7, 19], [21, 23, 16], [29, 24, 27], [2, 14, 4], [13, 1, 28], [11, 20, 8], [5, 25, 15, 6]]
[[23, 28, 3], [15, 2, 27], [29, 14, 19], [24, 18, 8], [17, 9, 25], [10, 11, 30], [22, 21, 7], [20, 13, 4], [26, 5, 1], [16, 12, 0, 6]]
[[7, 9, 25], [26, 30, 12], [15, 0, 19], [10, 8, 11], [28, 29, 23], [27, 5, 20], [1, 22, 6], [17, 3, 21], [13, 14, 4], [18, 2, 16, 24]]
[[1, 0, 28], [10, 22, 25], [11, 13, 6], [7, 4, 12], [2, 24, 3], [27, 16, 29], [5, 30, 15], [21, 18, 17], [20, 9, 14], [19, 26, 23, 8]]
[[30, 19, 12], [26, 18, 15], [5, 13, 29], [27, 8, 0], [2, 23, 4], [24, 20, 25], [28, 10, 7], [22, 3, 1], [14, 21, 11], [16, 9, 17, 6]]
[[23, 24, 3], [17, 26, 6], [16, 28, 20], [21, 19, 10], [11, 4, 5], [7, 13, 22], [27, 30, 18], [8, 1, 14], [12, 25, 9], [2, 15, 29, 0]]
[[30, 19, 17], [24, 9, 21], [29, 7, 5], [22, 13, 11], [25, 12, 1], [27, 3, 23], [28, 16, 15], [8, 26, 6], [14, 4, 10], [0, 20, 18, 2]]
[[0, 12, 7], [22, 19, 30], [27, 20, 24], [6, 14, 10], [18, 3, 28], [2, 5, 26], [11, 29, 25], [16, 4, 9], [8, 21, 15], [23, 13, 1, 17]]
[[13, 3, 23], [9, 1, 2], [28, 14, 20], [24, 18, 15], [7, 5, 30], [12, 26, 11], [27, 4, 17], [0, 29, 16], [25, 21, 10], [19, 22, 8, 6]]
[[23, 26, 9], [0, 13, 27], [16, 24, 14], [7, 17, 4], [22, 25, 29], [20, 2, 10], [8, 28, 3], [15, 11, 30], [6, 21, 5], [12, 18, 1, 19]]
[[25, 29, 3], [30, 18, 6], [1, 22, 17], [21, 26, 0], [10, 7, 23], [4, 19, 15], [9, 14, 24], [20, 12, 28], [16, 5, 27], [13, 8, 11, 2]]
[[1, 10, 25], [8, 16, 5], [12, 2, 28], [26, 0, 3], [18, 20, 21], [14, 7, 30], [22, 29, 19], [23, 11, 13], [4, 6, 15], [9, 17, 27, 24]]
[[30, 13, 15], [7, 28, 17], [1, 21, 23], [0, 20, 18], [11, 22, 25], [3, 16, 10], [6, 9, 29], [8, 19, 4], [26, 24, 5], [12, 2, 27, 14]]
[[19, 29, 3], [12, 11, 2], [7, 4, 13], [16, 5, 18], [17, 0, 6], [30, 14, 26], [20, 10, 24], [27, 8, 23], [22, 9, 25], [1, 28, 15, 21]]
[[16, 24, 7], [14, 3, 0], [5, 26, 18], [9, 8, 20], [28, 15, 10], [27, 13, 25], [22, 17, 1], [4, 30, 2], [21, 29, 19], [12, 6, 11, 23]]
[[3, 7, 19], [10, 9, 22], [21, 11, 2], [27, 30, 29], [0, 14, 17], [24, 25, 26], [20, 16, 4], [6, 15, 28], [5, 1, 8], [18, 12, 23, 13]]
[[15, 4, 3], [5, 12, 30], [2, 18, 13], [21, 23, 11], [19, 27, 1], [22, 25, 14], [7, 28, 0], [24, 20, 9], [29, 17, 26], [10, 8, 16, 6]]
[[13, 18, 6], [12, 17, 7], [21, 20, 29], [3, 2, 14], [4, 16, 1], [9, 30, 8], [25, 27, 10], [22, 0, 28], [23, 5, 24], [26, 15, 11, 19]]
[[26, 15, 20], [13, 30, 22], [7, 27, 1], [10, 9, 17], [24, 14, 2], [5, 16, 19], [23, 25, 0], [11, 18, 28], [3, 4, 29], [8, 21, 6, 12]]
[[11, 30, 22], [3, 28, 17], [2, 18, 8], [9, 12, 26], [24, 7, 5], [27, 20, 29], [6, 10, 16], [19, 1, 4], [23, 14, 21], [13, 15, 0, 25]]
[[2, 30, 14], [17, 16, 10], [27, 24, 0], [11, 15, 26], [23, 1, 21], [4, 6, 7], [5, 25, 20], [8, 18, 9], [3, 19, 28], [13, 29, 22, 12]]
[[22, 24, 4], [30, 1, 16], [10, 6, 9], [23, 26, 27], [2, 13, 11], [20, 29, 5], [19, 18, 12], [8, 17, 21], [28, 15, 14], [7, 25, 0, 3]]
[[21, 9, 7], [8, 26, 19], [11, 20, 2], [27, 6, 30], [13, 24, 0], [29, 16, 28], [14, 23, 4], [25, 22, 5], [17, 3, 10], [15, 18, 1, 12]]
[[16, 25, 11], [8, 0, 10], [6, 3, 9], [19, 15, 13], [1, 4, 5], [23, 26, 17], [12, 28, 7], [29, 20, 18], [30, 22, 14], [24, 21, 2, 27]]
[[10, 9, 8], [15, 28, 23], [19, 13, 27], [1, 17, 16], [26, 30, 0], [21, 4, 3], [24, 7, 29], [12, 20, 22], [18, 14, 5], [2, 25, 6, 11]]
[[24, 14, 21], [28, 9, 7], [30, 17, 15], [23, 25, 29], [19, 26, 10], [0, 5, 27], [3, 11, 16], [13, 4, 20], [18, 8, 12], [2, 1, 22, 6]]
[[16, 7, 27], [29, 8, 13], [28, 14, 23], [19, 4, 6], [9, 11, 12], [10, 26, 15], [21, 18, 30], [24, 20, 3], [5, 2, 25], [1, 17, 22, 0]]
[[27, 26, 13], [10, 15, 7], [8, 1, 16], [5, 29, 18], [21, 3, 25], [0, 19, 22], [17, 9, 24], [4, 11, 14], [6, 2, 30], [12, 28, 23, 20]]
[[27, 20, 4], [5, 6, 17], [12, 11, 1], [13, 7, 2], [10, 18, 8], [24, 23, 30], [15, 14, 28], [16, 29, 19], [0, 22, 9], [21, 3, 26, 25]]
[[25, 1, 30], [8, 9, 20], [17, 15, 26], [4, 6, 16], [3, 13, 11], [23, 7, 28], [12, 29, 0], [14, 18, 2], [22, 24, 19], [27, 21, 5, 10]]
[[21, 28, 4], [10, 15, 12], [25, 30, 27], [0, 13, 24], [14, 29, 6], [3, 17, 22], [5, 16, 11], [20, 26, 2], [9, 18, 7], [23, 1, 19, 8]]
[[30, 11, 0], [8, 20, 19], [7, 28, 10], [13, 2, 5], [4, 3, 18], [24, 6, 9], [1, 29, 21], [23, 15, 22], [26, 17, 25], [14, 12, 16, 27]]
[[2, 18, 11], [27, 16, 20], [26, 6, 10], [17, 21, 23], [8, 9, 12], [13, 7, 25], [14, 24, 28], [19, 15, 3], [4, 29, 0], [1, 5, 30, 22]]
[[21, 23, 7], [18, 8, 3], [25, 30, 26], [28, 1, 15], [5, 9, 12], [19, 20, 27], [16, 6, 0], [14, 22, 11], [2, 13, 4], [29, 24, 10, 17]]
[[29, 5, 13], [11, 10, 9], [30, 16, 1], [2, 17, 25], [20, 18, 22], [26, 12, 27], [21, 4, 3], [28, 14, 23], [7, 19, 6], [15, 0, 24, 8]]
[[21, 19, 9], [27, 28, 29], [6, 5, 30], [26, 10, 3], [23, 13, 20], [12, 2, 4], [8, 22, 15], [11, 14, 18], [0, 16, 17], [24, 7, 25, 1]]
[[15, 0, 14], [17, 7, 2], [10, 12, 21], [27, 30, 3], [19, 8, 5], [1, 20, 23], [13, 24, 25], [22, 6, 4], [16, 11, 28], [9, 29, 26, 18]]
[[30, 27, 3], [19, 6, 22], [15, 10, 14], [12, 7, 4], [23, 8, 28], [29, 13, 24], [0, 2, 5], [21, 11, 26], [25, 9, 20], [17, 18, 16, 1]]
[[29, 3, 7], [18, 4, 14], [9, 5, 22], [15, 20, 13], [28, 10, 0], [25, 6, 8], [19, 11, 26], [1, 2, 24], [27, 30, 17], [12, 16, 23, 21]]
[[13, 27, 2], [7, 6, 11], [0, 8, 25], [3, 12, 14], [18, 30, 24], [17, 16, 15], [10, 28, 1], [9, 19, 29], [23, 21, 20], [4, 22, 26, 5]]
[[3, 7, 25], [5, 26, 30], [0, 14, 20], [16, 8, 15], [28, 19, 27], [22, 9, 4], [10, 17, 29], [12, 2, 1], [18, 13, 24], [11, 21, 6, 23]]
[[0, 26, 9], [14, 22, 10], [1, 6, 19], [13, 29, 8], [24, 23, 3], [17, 21, 18], [20, 28, 27], [2, 15, 7], [11, 12, 5], [4, 25, 16, 30]]
[[5, 8, 23], [17, 19, 16], [24, 0, 29], [4, 20, 6], [27, 21, 15], [9, 12, 22], [30, 13, 11], [18, 2, 14], [26, 25, 28], [10, 1, 3, 7]]
[[10, 2, 25], [22, 21, 30], [13, 17, 5], [12, 24, 1], [9, 26, 27], [3, 11, 20], [0, 18, 19], [14, 28, 15], [23, 6, 8], [29, 16, 7, 4]]
[[11, 1, 7], [30, 22, 29], [18, 0, 27], [6, 9, 28], [23, 24, 8], [26, 20, 5], [12, 4, 10], [19, 15, 16], [17, 14, 3], [25, 2, 21, 13]]
[[7, 5, 25], [3, 10, 13], [14, 11, 24], [16, 27, 17], [2, 21, 28], [0, 29, 1], [20, 15, 22], [19, 18, 6], [26, 9, 4], [12, 23, 30, 8]]
[[7, 0, 8], [18, 16, 26], [27, 28, 4], [15, 29, 9], [6, 22, 23], [21, 13, 19], [1, 10, 11], [3, 14, 30], [12, 5, 24], [2, 20, 17, 25]]
[[27, 17, 3], [28, 14, 9], [4, 7, 24], [16, 18, 25], [2, 12, 26], [23, 0, 21], [6, 1, 22], [10, 29, 5], [30, 11, 13], [20, 8, 15, 19]]
[[13, 6, 23], [14, 0, 3], [5, 22, 26], [27, 20, 25], [30, 17, 10], [16, 4, 11], [1, 24, 7], [8, 19, 28], [18, 21, 29], [9, 2, 15, 12]]
[[20, 29, 27], [22, 10, 4], [3, 25, 21], [1, 12, 14], [5, 2, 16], [7, 15, 19], [13, 9, 8], [6, 30, 0], [23, 28, 11], [26, 17, 18, 24]]
[[10, 15, 6], [14, 8, 28], [3, 18, 21], [5, 19, 29], [4, 22, 30], [17, 23, 24], [12, 9, 25], [7, 2, 20], [27, 16, 26], [11, 13, 0, 1]]
[[30, 25, 19], [20, 1, 10], [15, 4, 18], [13, 17, 21], [8, 9, 22], [23, 27, 12], [14, 11, 16], [24, 0, 5], [29, 28, 2], [3, 26, 6, 7]]
[[21, 27, 25], [10, 6, 16], [24, 12, 15], [0, 19, 1], [26, 20, 13], [5, 22, 28], [29, 11, 17], [9, 14, 23], [2, 18, 4], [7, 8, 30, 3]]
[[16, 2, 27], [13, 17, 11], [1, 22, 29], [18, 24, 7], [14, 21, 10], [15, 0, 6], [12, 23, 30], [8, 25, 9], [20, 26, 28], [5, 3, 4, 19]]
[[13, 2, 28], [0, 20, 12], [19, 6, 14], [24, 30, 27], [26, 7, 21], [8, 16, 1], [15, 29, 4], [22, 5, 25], [10, 23, 9], [11, 17, 18, 3]]
[[0, 2, 29], [11, 24, 4], [22, 1, 10], [27, 25, 5], [14, 12, 21], [8, 30, 15], [17, 7, 23], [16, 6, 26], [20, 3, 9], [28, 18, 19, 13]]
[[23, 26, 12], [27, 25, 10], [15, 11, 14], [3, 24, 5], [18, 8, 19], [29, 9, 20], [2, 13, 30], [1, 22, 17], [7, 4, 21], [0, 16, 6, 28]]
[[8, 0, 16], [19, 25, 20], [15, 12, 23], [14, 27, 2], [22, 7, 4], [13, 10, 28], [3, 18, 1], [11, 29, 24], [26, 17, 5], [21, 9, 6, 30]]
[[16, 19, 11], [18, 10, 26], [5, 25, 6], [1, 12, 15], [28, 22, 13], [2, 14, 30], [21, 24, 17], [3, 27, 0], [4, 7, 20], [8, 29, 9, 23]]
[[1, 14, 20], [0, 13, 7], [30, 23, 27], [10, 8, 19], [2, 9, 4], [17, 29, 25], [16, 3, 15], [28, 5, 12], [18, 22, 21], [24, 11, 26, 6]]
[[1, 30, 20], [9, 15, 4], [24, 26, 5], [28, 6, 18], [10, 8, 19], [3, 23, 2], [0, 21, 7], [17, 27, 16], [14, 11, 22], [25, 13, 12, 29]]
[[26, 12, 7], [27, 22, 25], [19, 18, 24], [10, 11, 28], [20, 2, 23], [13, 9, 21], [1, 15, 4], [6, 14, 8], [16, 0, 3], [5, 30, 17, 29]]
[[7, 1, 15], [2, 6, 9], [30, 23, 14], [21, 13, 26], [20, 10, 24], [27, 0, 3], [18, 4, 29], [11, 12, 17], [28, 19, 16], [8, 25, 5, 22]]
[[21, 27, 29], [11, 3, 5], [20, 14, 22], [15, 2, 23], [28, 8, 13], [30, 1, 9], [0, 7, 25], [6, 12, 18], [26, 16, 24], [4, 19, 10, 17]]
[[27, 7, 20], [8, 10, 29], [28, 24, 9], [23, 14, 15], [22, 21, 30], [17, 1, 6], [0, 3, 11], [12, 5, 18], [2, 19, 13], [16, 4, 26, 25]]
[[10, 24, 8], [26, 4, 17], [27, 16, 1], [13, 5, 7], [9, 12, 22], [11, 21, 30], [3, 6, 14], [20, 29, 2], [18, 23, 19], [15, 25, 28, 0]]
[[20, 10, 1], [18, 30, 25], [17, 28, 4], [24, 23, 5], [29, 22, 27], [12, 7, 13], [11, 26, 16], [9, 21, 0], [3, 19, 14], [6, 2, 15, 8]]
[[8, 12, 26], [1, 25, 11], [17, 24, 4], [6, 9, 18], [2, 29, 14], [13, 27, 0], [20, 28, 15], [5, 10, 22], [3, 7, 23], [16, 19, 30, 21]]
[[27, 23, 3], [5, 20, 8], [18, 11, 7], [26, 12, 29], [13, 30, 1], [19, 22, 25], [21, 6, 16], [0, 9, 10], [17, 28, 14], [15, 4, 24, 2]]
[[4, 26, 5], [18, 29, 16], [25, 7, 12], [2, 11, 28], [1, 0, 19], [10, 22, 15], [9, 14, 27], [3, 17, 6], [20, 24, 8], [13, 23, 30, 21]]
[[28, 0, 2], [29, 7, 1], [13, 23, 6], [4, 9, 14], [16, 24, 27], [20, 12, 22], [15, 26, 21], [19, 25, 5], [10, 17, 11], [3, 30, 18, 8]]
[[20, 1, 7], [13, 6, 28], [11, 16, 26], [25, 15, 19], [18, 10, 12], [23, 30, 14], [22, 24, 8], [29, 17, 9], [3, 27, 21], [2, 4, 0, 5]]
[[10, 29, 20], [30, 17, 6], [23, 15, 8], [19, 21, 24], [4, 0, 1], [2, 27, 22], [11, 28, 12], [3, 18, 26], [13, 16, 25], [14, 9, 5, 7]]
[[15, 2, 27], [16, 7, 26], [0, 23, 19], [20, 29, 6], [3, 1, 8], [12, 17, 18], [14, 13, 24], [25, 10, 21], [28, 5, 9], [4, 30, 22, 11]]
[[4, 16, 13], [2, 12, 22], [27, 3, 23], [26, 6, 14], [8, 18, 28], [30, 1, 0], [11, 25, 20], [10, 19, 21], [15, 29, 24], [17, 5, 7, 9]]
[[17, 10, 9], [14, 11, 25], [0, 28, 6], [19, 27, 1], [29, 26, 3], [18, 20, 15], [23, 30, 5], [8, 13, 22], [4, 7, 2], [12, 21, 24, 16]]
[[14, 23, 4], [0, 7, 11], [9, 15, 5], [29, 1, 3], [10, 16, 25], [28, 20, 26], [18, 13, 17], [27, 30, 19], [24, 6, 12], [22, 8, 2, 21]]
[[3, 18, 8], [2, 24, 17], [20, 7, 9], [14, 29, 11], [19, 25, 4], [16, 23, 27], [1, 15, 13], [12, 22, 21], [30, 0, 5], [28, 6, 10, 26]]
