[[26, 18, 19], [21, 6, 11], [20, 7, 1], [4, 5, 2], [8, 17, 16], [25, 23, 15], [9, 0, 3], [27, 13, 10], [24, 22, 14, 12]]
[[9, 19, 13], [14, 18, 12], [25, 17, 6], [23, 22, 11], [7, 15, 0], [3, 8, 10], [20, 27, 26], [4, 2, 21], [16, 24, 5, 1]]
[[10, 13, 7], [15, 19, 6], [17, 20, 26], [3, 5, 9], [23, 11, 18], [12, 21, 27], [0, 25, 16], [4, 22, 1], [14, 2, 8, 24]]
[[22, 10, 20], [23, 8, 1], [9, 13, 2], [4, 15, 19], [14, 16, 24], [18, 7, 17], [25, 21, 5], [0, 6, 26], [11, 3, 12, 27]]
[[27, 6, 11], [7, 21, 23], [3, 24, 13], [10, 16, 5], [26, 22, 20], [19, 8, 4], [15, 17, 1], [2, 0, 12], [18, 25, 9, 14]]
[[22, 2, 10], [18, 27, 3], [25, 19, 0], [13, 11, 21], [23, 17, 26], [9, 16, 8], [15, 4, 6], [12, 24, 7], [1, 5, 20, 14]]
[[19, 11, 22], [9, 12, 14], [1, 6, 13], [27, 23, 26], [25, 8, 18], [17, 10, 2], [3, 21, 5], [15, 7, 24], [0, 20, 16, 4]]
[[22, 3, 11], [2, 17, 7], [23, 12, 8], [25, 6, 16], [9, 13, 15], [19, 26, 24], [0, 27, 1], [14, 18, 5], [10, 4, 20, 21]]
[[26, 20, 12], [0, 27, 9], [19, 14, 25], [13, 6, 15], [11, 17, 2], [21, 1, 23], [3, 4, 5], [7, 10, 22], [8, 16, 18, 24]]
[[14, 23, 6], [18, 11, 16], [22, 15, 26], [3, 25, 27], [10, 0, 21], [13, 9, 5], [1, 8, 24], [20, 19, 17], [2, 7, 4, 12]]
[[12, 24, 22], [15, 1, 27], [7, 14, 0], [3, 18, 2], [23, 25, 8], [4, 16, 5], [26, 6, 21], [13, 19, 9], [20, 10, 11, 17]]
[[7, 4, 9], [21, 24, 11], [18, 2, 23], [14, 6, 15], [26, 22, 25], [1, 10, 20], [8, 17, 19], [13, 3, 0], [12, 27, 5, 16]]
[[8, 3, 23], [26, 16, 4], [18, 1, 24], [21, 6, 19], [27, 20, 13], [10, 15, 2], [22, 17, 11], [14, 9, 25], [12, 5, 7, 0]]
[[13, 4, 27], [24, 21, 2], [23, 26, 25], [22, 10, 1], [18, 14, 17], [12, 3, 15], [5, 0, 6], [20, 8, 11], [16, 19, 7, 9]]
[[11, 18, 27], [12, 6, 0], [17, 8, 26], [21, 14, 16], [13, 19, 9], [1, 24, 2], [25, 5, 3], [23, 10, 4], [20, 15, 22, 7]]
[[3, 21, 23], [22, 15, 8], [13, 19, 16], [1, 11, 2], [12, 10, 18], [7, 24, 5], [17, 4, 0], [9, 26, 14], [27, 25, 6, 20]]
[[11, 14, 2], [10, 0, 4], [3, 12, 26], [17, 7, 23], [21, 22, 24], [6, 16, 5], [25, 18, 9], [19, 1, 27], [20, 8, 13, 15]]
[[2, 24, 3], [1, 9, 6], [0, 21, 10], [5, 25, 23], [16, 22, 8], [18, 7, 14], [11, 26, 20], [13, 15, 27], [19, 4, 12, 17]]
[[16, 4, 17], [0, 21, 1], [27, 13, 3], [19, 23, 15], [24, 5, 6], [11, 25, 2], [22, 18, 8], [9, 20, 7], [12, 10, 26, 14]]
[[17, 23, 18], [0, 12, 13], [26, 15, 4], [27, 2, 9], [11, 24, 25], [3, 20, 22], [19, 10, 7], [1, 8, 21], [14, 6, 5, 16]]
[[2, 9, 24], [20, 6, 7], [25, 27, 11], [23, 3, 1], [10, 17, 19], [18, 16, 15], [4, 12, 26], [5, 22, 21], [14, 8, 0, 13]]
[[20, 5, 8], [21, 3, 16], [11, 23, 10], [2, 25, 15], [9, 14, 4], [12, 24, 18], [1, 0, 22], [7, 13, 6], [26, 27, 17, 19]]
[[4, 23, 18], [19, 27, 26], [7, 17, 11], [2, 5, 6], [13, 16, 9], [15, 25, 10], [0, 22, 14], [1, 20, 8], [12, 24, 21, 3]]
[[19, 3, 11], [20, 8, 1], [12, 9, 5], [23, 22, 14], [27, 0, 25], [17, 7, 13], [21, 10, 18], [2, 4, 15], [26, 16, 24, 6]]
[[20, 23, 24], [27, 4, 17], [10, 11, 12], [7, 19, 5], [21, 26, 2], [25, 0, 16], [14, 22, 15], [8, 13, 18], [9, 1, 3, 6]]
[[11, 15, 17], [20, 2, 1], [3, 27, 5], [22, 16, 14], [10, 12, 6], [7, 13, 25], [8, 24, 18], [21, 4, 23], [19, 0, 9, 26]]
[[14, 16, 25], [1, 26, 19], [5, 15, 21], [6, 12, 10], [23, 7, 18], [0, 9, 17], [24, 8, 2], [4, 27, 13], [3, 22, 20, 11]]
[[12, 26, 3], [5, 14, 11], [24, 27, 9], [10, 6, 4], [0, 2, 23], [7, 1, 25], [8, 18, 20], [21, 15, 19], [17, 22, 16, 13]]
[[21, 12, 18], [14, 20, 2], [6, 23, 26], [27, 10, 3], [11, 24, 15], [5, 16, 0], [8, 7, 9], [1, 4, 22], [13, 17, 25, 19]]
[[27, 4, 6], [7, 1, 11], [0, 20, 8], [18, 10, 14], [9, 3, 2], [16, 22, 13], [25, 19, 15], [26, 24, 17], [23, 21, 5, 12]]
[[8, 4, 13], [7, 3, 18], [20, 1, 16], [0, 26, 11], [5, 24, 17], [15, 22, 27], [14, 10, 19], [25, 12, 23], [6, 21, 2, 9]]
[[22, 19, 12], [2, 4, 6], [23, 14, 25], [16, 13, 15], [21, 10, 1], [5, 20, 3], [8, 11, 26], [7, 17, 24], [27, 0, 18, 9]]
[[17, 5, 1], [13, 7, 15], [0, 23, 18], [11, 10, 16], [6, 21, 26], [3, 2, 20], [9, 27, 24], [12, 19, 4], [22, 8, 14, 25]]
[[19, 15, 23], [18, 1, 6], [25, 0, 2], [12, 17, 26], [27, 8, 3], [7, 13, 4], [9, 21, 16], [14, 5, 24], [20, 10, 11, 22]]
[[20, 8, 25], [13, 22, 23], [11, 17, 5], [18, 14, 16], [26, 15, 6], [7, 27, 10], [0, 1, 9], [3, 24, 19], [21, 4, 12, 2]]
[[15, 14, 20], [2, 12, 10], [7, 26, 4], [5, 8, 18], [23, 13, 3], [24, 22, 6], [0, 17, 21], [9, 11, 19], [27, 1, 25, 16]]
[[25, 26, 4], [10, 12, 5], [8, 13, 20], [23, 3, 17], [11, 16, 2], [9, 7, 22], [0, 15, 21], [19, 1, 27], [24, 6, 14, 18]]
[[8, 21, 5], [15, 16, 4], [17, 13, 6], [27, 12, 3], [18, 25, 22], [20, 11, 26], [9, 10, 14], [23, 19, 2], [0, 7, 1, 24]]
[[10, 15, 6], [27, 13, 25], [1, 7, 16], [24, 23, 0], [8, 17, 20], [2, 4, 12], [14, 5, 19], [9, 22, 26], [21, 3, 11, 18]]
[[8, 11, 24], [7, 1, 27], [9, 12, 21], [25, 6, 2], [4, 14, 13], [15, 3, 23], [26, 5, 19], [10, 18, 0], [17, 20, 16, 22]]
[[16, 18, 6], [10, 17, 24], [0, 23, 19], [27, 21, 5], [12, 8, 2], [7, 3, 4], [15, 26, 11], [1, 14, 13], [25, 9, 22, 20]]
[[26, 5, 4], [13, 10, 11], [7, 18, 22], [8, 2, 20], [27, 9, 0], [6, 24, 1], [23, 16, 17], [15, 14, 12], [3, 19, 21, 25]]
[[26, 4, 5], [17, 10, 1], [7, 15, 24], [9, 25, 3], [19, 11, 16], [27, 14, 22], [12, 8, 23], [20, 18, 6], [21, 13, 0, 2]]
[[4, 6, 22], [18, 7, 23], [10, 9, 25], [24, 0, 12], [8, 3, 13], [27, 15, 11], [2, 16, 26], [5, 1, 20], [14, 17, 21, 19]]
[[15, 14, 19], [6, 13, 23], [12, 11, 7], [27, 8, 24], [17, 4, 21], [22, 1, 9], [20, 2, 10], [3, 26, 5], [0, 25, 16, 18]]
[[12, 15, 1], [24, 26, 14], [10, 22, 25], [20, 7, 17], [18, 9, 27], [8, 16, 23], [6, 3, 5], [19, 21, 4], [11, 13, 0, 2]]
[[13, 24, 22], [23, 1, 16], [10, 7, 4], [19, 2, 5], [25, 14, 8], [20, 12, 6], [26, 3, 21], [11, 18, 27], [0, 15, 9, 17]]
[[22, 4, 13], [5, 23, 12], [6, 26, 15], [14, 10, 21], [17, 19, 3], [0, 16, 9], [2, 11, 18], [7, 8, 27], [25, 1, 20, 24]]
[[17, 23, 16], [27, 4, 5], [26, 14, 3], [8, 25, 9], [7, 19, 13], [12, 24, 2], [21, 20, 18], [22, 1, 10], [0, 6, 11, 15]]
[[3, 5, 14], [4, 25, 11], [26, 0, 17], [19, 15, 20], [7, 13, 24], [16, 22, 6], [1, 10, 9], [2, 23, 21], [27, 12, 18, 8]]
[[26, 17, 25], [22, 24, 12], [14, 5, 21], [3, 18, 7], [27, 9, 19], [15, 16, 10], [0, 4, 13], [11, 2, 1], [20, 23, 6, 8]]
[[20, 27, 14], [5, 2, 22], [11, 12, 13], [10, 15, 18], [6, 21, 3], [25, 8, 9], [0, 4, 26], [23, 17, 19], [24, 16, 1, 7]]
[[23, 7, 27], [16, 5, 6], [4, 20, 10], [12, 25, 22], [9, 15, 14], [0, 11, 19], [13, 24, 26], [1, 17, 2], [18, 8, 3, 21]]
[[17, 25, 5], [16, 3, 12], [9, 22, 2], [24, 15, 23], [7, 19, 6], [11, 18, 8], [14, 21, 13], [1, 0, 27], [4, 10, 26, 20]]
[[16, 2, 25], [20, 14, 5], [23, 10, 9], [26, 1, 13], [17, 27, 11], [0, 22, 15], [24, 3, 7], [19, 12, 8], [4, 21, 6, 18]]
[[20, 23, 6], [1, 7, 14], [16, 3, 9], [8, 15, 25], [2, 0, 21], [12, 10, 17], [4, 26, 13], [5, 19, 11], [24, 27, 22, 18]]
[[2, 15, 10], [26, 19, 1], [7, 13, 18], [17, 12, 24], [9, 3, 16], [27, 25, 0], [21, 22, 4], [14, 5, 23], [6, 20, 8, 11]]
[[16, 10, 12], [6, 3, 27], [14, 7, 4], [0, 11, 21], [20, 2, 9], [22, 24, 5], [18, 13, 1], [25, 19, 15], [23, 26, 17, 8]]
[[20, 7, 6], [14, 3, 13], [22, 4, 12], [9, 21, 15], [5, 8, 27], [18, 1, 25], [2, 17, 0], [26, 24, 16], [11, 19, 10, 23]]
[[26, 10, 2], [11, 4, 0], [7, 21, 17], [8, 12, 24], [1, 13, 9], [18, 23, 3], [27, 19, 22], [25, 16, 5], [20, 6, 14, 15]]
[[10, 3, 1], [5, 18, 2], [26, 13, 12], [20, 14, 21], [22, 4, 0], [17, 19, 16], [24, 8, 25], [23, 11, 6], [27, 7, 9, 15]]
[[2, 3, 9], [6, 22, 26], [15, 1, 5], [25, 0, 16], [24, 17, 14], [4, 19, 18], [13, 27, 21], [10, 20, 11], [8, 23, 12, 7]]
[[11, 16, 14], [20, 12, 26], [1, 15, 18], [10, 19, 24], [4, 17, 8], [25, 9, 21], [23, 5, 13], [2, 7, 6], [22, 0, 3, 27]]
[[20, 8, 14], [24, 26, 5], [7, 4, 21], [19, 3, 2], [23, 11, 25], [22, 16, 0], [9, 1, 15], [6, 18, 27], [10, 12, 13, 17]]
[[6, 25, 7], [0, 16, 20], [14, 8, 5], [1, 2, 12], [13, 4, 17], [18, 24, 3], [9, 10, 11], [26, 15, 23], [22, 27, 19, 21]]
[[1, 9, 23], [7, 8, 27], [13, 26, 6], [0, 5, 2], [17, 14, 20], [21, 4, 22], [24, 25, 10], [3, 19, 11], [12, 18, 15, 16]]
[[13, 6, 20], [4, 2, 24], [19, 25, 1], [14, 12, 17], [3, 0, 15], [5, 11, 9], [27, 23, 8], [10, 18, 22], [16, 26, 7, 21]]
[[15, 8, 0], [17, 16, 9], [11, 6, 18], [24, 7, 21], [4, 22, 10], [23, 13, 20], [25, 26, 12], [19, 27, 3], [14, 5, 2, 1]]
[[8, 0, 14], [27, 15, 19], [20, 2, 24], [16, 25, 26], [22, 18, 10], [23, 3, 5], [9, 1, 12], [17, 6, 7], [21, 11, 13, 4]]
[[27, 16, 10], [24, 8, 7], [1, 3, 23], [22, 15, 26], [4, 5, 18], [17, 12, 13], [25, 9, 20], [19, 2, 21], [14, 11, 6, 0]]
[[26, 17, 21], [12, 11, 2], [27, 10, 7], [1, 9, 8], [22, 24, 23], [0, 15, 14], [6, 20, 4], [13, 3, 18], [5, 16, 25, 19]]
