[[23, 16, 6], [26, 18, 20], [9, 21, 4], [10, 3, 22], [12, 14, 19], [28, 1, 11], [5, 13, 27], [0, 8, 15, 25], [7, 24, 17, 2]]
[[20, 12, 2], [19, 25, 16], [18, 22, 17], [7, 8, 6], [21, 5, 0], [14, 24, 27], [28, 26, 4], [13, 3, 15, 1], [23, 11, 10, 9]]
[[24, 27, 25], [6, 4, 26], [12, 20, 21], [22, 5, 2], [16, 10, 1], [15, 28, 0], [3, 19, 17], [14, 11, 8, 13], [7, 23, 9, 18]]
[[23, 14, 19], [17, 3, 18], [13, 15, 25], [0, 10, 11], [26, 21, 16], [2, 5, 22], [20, 27, 28], [24, 4, 1, 6], [8, 7, 12, 9]]
[[6, 5, 14], [0, 21, 15], [19, 18, 20], [3, 10, 26], [13, 22, 16], [7, 1, 4], [11, 2, 25], [12, 28, 24, 8], [23, 17, 27, 9]]
[[21, 2, 17], [18, 3, 24], [27, 7, 5], [16, 12, 23], [4, 28, 25], [9, 26, 0], [22, 1, 11], [19, 14, 8, 6], [15, 10, 13, 20]]
[[3, 12, 2], [27, 23, 11], [13, 9, 14], [8, 25, 0], [19, 16, 28], [5, 10, 15], [6, 22, 17], [4, 18, 26, 7], [1, 20, 21, 24]]
[[24, 19, 15], [26, 10, 5], [11, 13, 27], [14, 1, 20], [25, 6, 4], [2, 16, 8], [3, 21, 28], [22, 23, 12, 17], [7, 9, 0, 18]]
[[1, 18, 10], [7, 22, 15], [23, 25, 27], [2, 28, 13], [3, 6, 14], [26, 20, 4], [21, 16, 24], [19, 8, 5, 0], [17, 11, 12, 9]]
[[11, 13, 9], [26, 5, 2], [1, 14, 21], [17, 25, 24], [3, 19, 4], [7, 12, 10], [23, 22, 16], [18, 15, 20, 27], [8, 28, 0, 6]]
[[27, 3, 16], [12, 19, 9], [5, 21, 1], [11, 23, 25], [15, 14, 6], [7, 10, 24], [13, 4, 17], [26, 20, 0, 22], [8, 18, 28, 2]]
[[24, 11, 23], [8, 4, 21], [5, 22, 14], [13, 6, 19], [2, 25, 28], [17, 18, 15], [12, 20, 1], [16, 0, 10, 27], [7, 3, 9, 26]]
[[17, 16, 4], [6, 25, 3], [22, 23, 21], [24, 7, 9], [15, 19, 13], [20, 28, 12], [14, 1, 8], [11, 0, 18, 2], [27, 5, 10, 26]]
[[14, 23, 22], [9, 21, 20], [6, 12, 26], [5, 25, 0], [11, 4, 19], [8, 7, 27], [2, 10, 3], [18, 16, 13, 15], [17, 28, 24, 1]]
[[15, 28, 18], [25, 17, 27], [20, 3, 24], [23, 12, 14], [9, 26, 6], [21, 1, 0], [2, 19, 7], [13, 4, 16, 22], [8, 11, 10, 5]]
[[26, 8, 25], [6, 11, 4], [0, 3, 17], [9, 7, 20], [27, 12, 24], [28, 5, 19], [10, 22, 14], [1, 2, 18, 15], [23, 21, 13, 16]]
[[14, 13, 26], [17, 12, 5], [23, 10, 11], [16, 6, 21], [27, 9, 25], [8, 3, 18], [0, 7, 15], [19, 4, 2, 22], [28, 1, 20, 24]]
[[22, 6, 26], [14, 13, 4], [18, 21, 20], [10, 7, 16], [25, 24, 28], [23, 11, 9], [27, 19, 2], [3, 0, 15, 1], [17, 5, 8, 12]]
[[14, 26, 20], [6, 24, 1], [27, 8, 19], [12, 25, 15], [3, 23, 28], [21, 22, 17], [5, 0, 10], [13, 11, 9, 16], [2, 4, 7, 18]]
[[27, 24, 26], [18, 8, 23], [14, 16, 15], [21, 12, 7], [11, 0, 13], [2, 25, 17], [5, 3, 22], [20, 9, 19, 1], [4, 10, 6, 28]]
[[14, 21, 18], [11, 1, 13], [8, 7, 3], [9, 6, 25], [15, 20, 27], [10, 17, 28], [26, 24, 4], [5, 12, 23, 22], [0, 16, 2, 19]]
[[3, 13, 24], [0, 9, 19], [10, 23, 8], [18, 20, 7], [16, 4, 22], [11, 26, 1], [12, 17, 28], [25, 21, 14, 2], [27, 15, 6, 5]]
[[22, 21, 18], [26, 14, 12], [17, 10, 3], [1, 9, 11], [4, 28, 15], [5, 0, 16], [25, 23, 20], [27, 2, 6, 19], [24, 7, 8, 13]]
[[19, 17, 0], [4, 16, 14], [18, 22, 23], [24, 15, 1], [21, 13, 28], [9, 27, 8], [20, 2, 6], [12, 5, 26, 11], [10, 7, 3, 25]]
[[3, 2, 25], [6, 27, 0], [12, 13, 11], [14, 18, 22], [19, 26, 24], [15, 5, 8], [4, 9, 21], [23, 17, 7, 20], [10, 1, 28, 16]]
[[20, 23, 25], [27, 22, 26], [4, 2, 13], [1, 21, 24], [10, 11, 18], [17, 5, 6], [16, 15, 12], [9, 8, 28, 14], [19, 0, 3, 7]]
[[15, 22, 28], [8, 2, 16], [17, 13, 5], [21, 26, 10], [0, 12, 4], [19, 27, 24], [18, 11, 6], [25, 3, 7, 1], [9, 23, 14, 20]]
[[19, 27, 2], [5, 11, 15], [22, 1, 26], [28, 18, 12], [0, 20, 25], [8, 16, 21], [17, 4, 3], [10, 23, 14, 13], [9, 7, 6, 24]]
[[26, 23, 17], [18, 3, 14], [5, 22, 9], [11, 1, 10], [7, 12, 0], [28, 21, 25], [24, 13, 20], [4, 19, 8, 16], [15, 6, 2, 27]]
[[7, 27, 0], [6, 22, 11], [16, 15, 13], [21, 25, 14], [17, 19, 1], [26, 4, 9], [20, 24, 10], [28, 12, 3, 18], [23, 2, 5, 8]]
[[12, 14, 10], [25, 15, 5], [4, 18, 26], [7, 17, 9], [19, 11, 23], [20, 6, 0], [22, 28, 21], [16, 1, 2, 24], [13, 8, 3, 27]]
[[9, 12, 5], [17, 22, 23], [18, 14, 0], [7, 28, 2], [11, 10, 24], [4, 1, 13], [3, 16, 25], [15, 8, 21, 26], [20, 27, 19, 6]]
[[21, 14, 17], [15, 10, 28], [7, 25, 1], [9, 2, 18], [12, 27, 16], [4, 8, 22], [19, 24, 26], [20, 3, 11, 6], [0, 13, 5, 23]]
[[28, 23, 18], [17, 2, 0], [16, 7, 22], [13, 11, 26], [14, 8, 9], [3, 6, 10], [21, 12, 1], [15, 4, 19, 5], [20, 25, 27, 24]]
[[23, 16, 10], [22, 4, 17], [25, 14, 12], [19, 0, 18], [3, 7, 27], [15, 21, 1], [20, 5, 9], [8, 28, 6, 11], [26, 2, 24, 13]]
[[28, 6, 15], [26, 7, 16], [10, 24, 19], [13, 1, 20], [12, 23, 18], [0, 8, 11], [27, 5, 21], [2, 3, 4, 14], [17, 9, 25, 22]]
[[24, 28, 14], [1, 16, 2], [13, 7, 19], [21, 17, 8], [15, 20, 4], [25, 10, 9], [12, 22, 0], [11, 26, 3, 27], [6, 23, 5, 18]]
[[17, 24, 13], [8, 22, 3], [11, 7, 15], [6, 18, 9], [23, 28, 26], [4, 0, 27], [12, 20, 19], [5, 14, 2, 10], [21, 16, 1, 25]]
[[18, 19, 8], [21, 25, 11], [7, 3, 14], [4, 0, 23], [26, 6, 17], [9, 13, 2], [12, 20, 1], [22, 16, 27, 5], [24, 10, 28, 15]]
[[6, 10, 16], [23, 12, 4], [0, 14, 25], [24, 11, 3], [9, 17, 7], [15, 18, 21], [19, 5, 20], [8, 2, 27, 28], [1, 13, 22, 26]]
[[14, 5, 20], [12, 26, 24], [4, 6, 17], [1, 19, 15], [8, 2, 18], [10, 0, 16], [25, 7, 3], [13, 27, 22, 11], [23, 9, 28, 21]]
[[1, 18, 27], [10, 14, 5], [12, 3, 11], [22, 19, 6], [25, 24, 9], [16, 2, 0], [13, 8, 23], [17, 21, 4, 28], [26, 7, 15, 20]]
[[25, 19, 12], [10, 20, 9], [18, 27, 5], [13, 2, 23], [1, 26, 17], [28, 14, 24], [8, 15, 6], [11, 22, 0, 3], [7, 4, 16, 21]]
[[23, 8, 20], [1, 26, 28], [7, 24, 19], [22, 27, 3], [25, 5, 9], [11, 16, 15], [0, 13, 21], [17, 12, 18, 14], [6, 4, 10, 2]]
[[18, 10, 3], [28, 15, 27], [6, 16, 21], [11, 19, 13], [5, 22, 17], [26, 14, 12], [20, 2, 1], [0, 25, 9, 4], [24, 8, 7, 23]]
[[26, 4, 23], [17, 25, 8], [28, 11, 7], [5, 0, 13], [27, 6, 21], [9, 15, 3], [18, 1, 2], [16, 12, 19, 24], [22, 14, 10, 20]]
[[8, 26, 20], [12, 5, 14], [27, 13, 10], [23, 9, 6], [0, 16, 24], [1, 7, 4], [15, 28, 11], [18, 21, 3, 17], [2, 19, 25, 22]]
[[1, 15, 0], [13, 12, 11], [7, 27, 3], [2, 21, 6], [14, 9, 22], [17, 5, 19], [23, 24, 25], [8, 16, 20, 26], [4, 10, 18, 28]]
[[8, 26, 20], [11, 2, 3], [13, 9, 22], [14, 28, 19], [10, 0, 1], [12, 25, 18], [7, 17, 23], [21, 24, 5, 4], [6, 27, 16, 15]]
[[2, 21, 17], [20, 8, 10], [11, 28, 1], [7, 0, 23], [25, 18, 22], [4, 16, 6], [14, 19, 15], [26, 12, 27, 3], [5, 13, 9, 24]]
[[24, 15, 10], [28, 13, 14], [4, 8, 18], [22, 16, 3], [7, 23, 5], [25, 17, 2], [9, 12, 0], [1, 6, 20, 21], [19, 11, 27, 26]]
[[25, 27, 22], [8, 28, 12], [18, 13, 26], [20, 3, 0], [17, 9, 1], [11, 16, 14], [19, 15, 6], [7, 23, 24, 10], [2, 4, 21, 5]]
[[5, 27, 21], [17, 11, 16], [9, 25, 15], [19, 14, 22], [26, 12, 13], [24, 28, 10], [6, 1, 18], [7, 23, 3, 0], [8, 20, 4, 2]]
[[28, 22, 11], [7, 14, 13], [10, 3, 26], [1, 9, 8], [12, 19, 17], [20, 6, 24], [21, 2, 0], [16, 27, 23, 25], [15, 18, 5, 4]]
[[10, 28, 8], [26, 4, 5], [17, 1, 13], [15, 6, 24], [7, 11, 14], [19, 23, 21], [20, 2, 12], [9, 3, 27, 16], [18, 22, 25, 0]]
[[21, 14, 0], [24, 9, 16], [13, 6, 4], [19, 15, 11], [17, 12, 25], [5, 23, 18], [20, 3, 7], [1, 10, 8, 26], [28, 2, 22, 27]]
[[25, 5, 21], [8, 2, 24], [26, 13, 1], [0, 20, 12], [6, 14, 9], [7, 3, 16], [10, 27, 23], [18, 11, 22, 4], [17, 15, 28, 19]]
[[8, 17, 27], [19, 20, 21], [15, 14, 12], [23, 10, 7], [3, 11, 5], [22, 26, 25], [0, 1, 18], [16, 2, 6, 9], [24, 13, 28, 4]]
[[0, 2, 18], [28, 19, 6], [4, 16, 14], [17, 12, 15], [9, 10, 26], [8, 24, 11], [1, 25, 22], [3, 23, 5, 20], [27, 7, 13, 21]]
[[6, 10, 17], [22, 16, 27], [11, 7, 5], [28, 9, 26], [1, 19, 24], [8, 18, 12], [20, 15, 14], [3, 4, 21, 23], [13, 25, 2, 0]]
[[28, 22, 24], [5, 13, 2], [19, 25, 17], [18, 26, 12], [6, 14, 9], [3, 7, 23], [8, 27, 11], [16, 0, 21, 15], [20, 4, 10, 1]]
[[27, 1, 18], [24, 25, 22], [23, 0, 16], [21, 7, 12], [28, 3, 20], [26, 9, 13], [6, 10, 14], [17, 11, 5, 15], [4, 8, 2, 19]]
[[15, 5, 18], [1, 25, 20], [21, 17, 4], [16, 22, 8], [13, 9, 2], [19, 28, 7], [11, 6, 27], [14, 3, 26, 12], [24, 10, 0, 23]]
[[25, 17, 11], [23, 22, 3], [24, 7, 16], [13, 8, 19], [9, 14, 5], [12, 26, 2], [20, 28, 21], [15, 0, 6, 18], [27, 4, 10, 1]]
[[9, 18, 13], [6, 22, 10], [24, 28, 21], [12, 25, 1], [4, 2, 16], [8, 11, 23], [7, 0, 5], [15, 19, 14, 3], [20, 27, 17, 26]]
[[7, 10, 3], [27, 28, 24], [17, 18, 9], [20, 14, 25], [6, 13, 22], [16, 23, 26], [12, 1, 11], [5, 0, 4, 2], [21, 15, 8, 19]]
[[28, 23, 7], [0, 9, 3], [11, 14, 4], [22, 16, 12], [19, 17, 24], [25, 8, 5], [27, 15, 13], [21, 26, 6, 2], [18, 10, 20, 1]]
[[18, 4, 9], [1, 27, 20], [6, 7, 16], [8, 24, 12], [19, 15, 26], [22, 28, 25], [21, 23, 0], [13, 11, 2, 17], [10, 5, 14, 3]]
[[24, 12, 8], [26, 16, 1], [18, 11, 2], [3, 25, 0], [27, 5, 21], [6, 4, 15], [9, 20, 23], [10, 19, 28, 17], [14, 7, 13, 22]]
[[12, 10, 11], [19, 4, 25], [23, 28, 20], [27, 1, 15], [6, 14, 7], [0, 5, 18], [9, 8, 17], [21, 2, 16, 3], [22, 26, 24, 13]]
[[6, 5, 3], [15, 7, 13], [16, 2, 25], [21, 14, 12], [27, 20, 11], [24, 23, 28], [8, 22, 0], [26, 10, 17, 4], [19, 18, 9, 1]]
[[20, 2, 17], [4, 26, 16], [22, 7, 15], [12, 28, 24], [8, 14, 1], [18, 27, 0], [3, 25, 21], [10, 9, 6, 5], [23, 11, 13, 19]]
[[27, 17, 3], [28, 11, 22], [25, 26, 5], [16, 19, 7], [4, 15, 8], [13, 23, 6], [1, 21, 14], [24, 18, 12, 9], [10, 2, 0, 20]]
[[0, 1, 23], [10, 14, 25], [20, 12, 9], [8, 4, 24], [21, 26, 2], [16, 3, 15], [17, 19, 6], [22, 11, 18, 27], [5, 13, 28, 7]]
[[16, 3, 12], [18, 27, 14], [0, 4, 7], [19, 6, 8], [1, 5, 10], [11, 9, 28], [13, 20, 26], [15, 22, 2, 17], [25, 21, 23, 24]]
[[8, 1, 10], [6, 27, 24], [2, 15, 12], [20, 5, 9], [23, 17, 22], [25, 3, 16], [0, 4, 18], [13, 14, 11, 7], [19, 21, 28, 26]]
[[4, 25, 6], [1, 22, 27], [20, 19, 17], [15, 11, 12], [16, 18, 13], [23, 8, 28], [14, 10, 21], [0, 5, 24, 2], [9, 3, 7, 26]]
[[12, 7, 14], [27, 4, 22], [20, 23, 5], [2, 10, 3], [28, 25, 8], [11, 19, 0], [17, 21, 24], [16, 9, 15, 6], [13, 18, 26, 1]]
[[17, 18, 11], [15, 26, 3], [16, 1, 27], [25, 0, 20], [4, 24, 14], [28, 21, 10], [22, 7, 2], [8, 5, 19, 13], [9, 12, 23, 6]]
[[0, 11, 1], [19, 13, 22], [4, 12, 21], [26, 5, 18], [14, 10, 27], [2, 8, 15], [9, 6, 24], [7, 25, 16, 17], [23, 20, 3, 28]]
[[27, 9, 16], [10, 18, 8], [0, 13, 23], [17, 15, 21], [24, 22, 20], [12, 1, 26], [2, 11, 5], [28, 6, 19, 14], [4, 7, 25, 3]]
[[25, 23, 6], [24, 2, 4], [28, 10, 13], [26, 18, 16], [12, 3, 9], [1, 21, 0], [5, 27, 22], [15, 8, 11, 20], [17, 7, 14, 19]]
[[22, 15, 19], [7, 10, 20], [11, 18, 8], [4, 6, 17], [12, 25, 21], [1, 3, 9], [23, 0, 28], [14, 16, 24, 13], [2, 27, 5, 26]]
[[25, 22, 5], [18, 3, 28], [9, 14, 10], [16, 13, 23], [26, 11, 12], [20, 8, 21], [7, 24, 0], [15, 19, 1, 27], [4, 17, 6, 2]]
[[25, 10, 15], [12, 23, 21], [2, 6, 27], [16, 28, 18], [1, 0, 7], [8, 9, 22], [5, 4, 17], [24, 3, 11, 19], [26, 20, 13, 14]]
[[10, 26, 15], [5, 2, 11], [24, 19, 0], [6, 16, 13], [9, 14, 21], [20, 12, 23], [7, 4, 18], [17, 25, 1, 22], [28, 8, 3, 27]]
[[0, 14, 24], [7, 25, 27], [13, 8, 28], [1, 6, 21], [3, 10, 9], [22, 18, 2], [16, 12, 11], [19, 17, 5, 26], [4, 23, 20, 15]]
[[15, 1, 5], [12, 26, 8], [23, 24, 3], [14, 22, 9], [10, 13, 19], [11, 28, 4], [2, 20, 0], [6, 27, 18, 25], [21, 16, 17, 7]]
[[26, 3, 2], [0, 16, 22], [4, 28, 23], [10, 25, 21], [18, 7, 20], [6, 14, 9], [1, 11, 27], [15, 24, 19, 12], [8, 5, 13, 17]]
