[[8, 19, 3], [2, 6, 17], [10, 1, 5], [4, 15, 25], [16, 11, 18], [9, 0, 22], [21, 14, 24], [12, 20, 23], [26, 13, 7]]
[[1, 16, 23], [3, 12, 19], [11, 15, 25], [26, 21, 17], [9, 8, 13], [24, 14, 2], [0, 22, 4], [20, 7, 10], [6, 18, 5]]
[[11, 20, 22], [10, 21, 23], [1, 18, 4], [25, 3, 26], [2, 7, 13], [9, 16, 12], [0, 17, 15], [14, 19, 5], [8, 24, 6]]
[[14, 25, 15], [19, 12, 16], [1, 23, 6], [4, 0, 8], [7, 26, 18], [10, 21, 11], [13, 9, 20], [5, 17, 3], [22, 24, 2]]
[[17, 21, 1], [16, 5, 23], [7, 0, 22], [6, 19, 18], [24, 20, 10], [13, 14, 11], [12, 25, 8], [4, 9, 26], [15, 2, 3]]
[[4, 19, 21], [9, 2, 25], [18, 14, 20], [26, 7, 3], [1, 24, 10], [22, 15, 6], [8, 16, 5], [13, 11, 12], [0, 23, 17]]
[[24, 17, 10], [7, 6, 19], [1, 15, 26], [11, 16, 20], [12, 2, 18], [0, 5, 25], [21, 13, 23], [9, 3, 22], [8, 14, 4]]
[[14, 20, 16], [18, 3, 1], [13, 10, 5], [6, 4, 25], [9, 8, 12], [22, 15, 7], [23, 0, 11], [19, 26, 2], [24, 17, 21]]
[[20, 7, 15], [13, 12, 6], [5, 11, 22], [21, 17, 8], [3, 18, 24], [0, 23, 26], [9, 1, 19], [14, 4, 25], [16, 10, 2]]
[[21, 16, 2], [15, 0, 20], [12, 8, 9], [14, 22, 3], [6, 23, 26], [25, 24, 13], [19, 1, 5], [7, 4, 11], [10, 17, 18]]
[[16, 2, 0], [18, 12, 21], [23, 20, 17], [19, 25, 15], [14, 9, 6], [3, 13, 24], [8, 1, 11], [10, 4, 26], [22, 7, 5]]
[[15, 24, 16], [10, 1, 4], [9, 25, 5], [0, 21, 12], [26, 3, 13], [22, 7, 2], [8, 19, 6], [20, 11, 23], [17, 14, 18]]
[[15, 19, 23], [24, 13, 18], [3, 16, 22], [7, 17, 8], [4, 11, 12], [10, 1, 20], [9, 26, 6], [2, 14, 21], [5, 25, 0]]
[[1, 10, 13], [17, 21, 11], [26, 2, 6], [0, 7, 14], [24, 4, 5], [16, 12, 15], [19, 22, 23], [20, 25, 18], [9, 8, 3]]
[[14, 15, 22], [5, 9, 25], [18, 17, 8], [0, 19, 2], [4, 11, 7], [26, 13, 16], [21, 23, 12], [10, 20, 24], [3, 1, 6]]
[[23, 20, 19], [2, 8, 17], [21, 16, 14], [3, 13, 0], [5, 26, 11], [18, 7, 9], [10, 6, 25], [1, 24, 22], [12, 15, 4]]
[[3, 16, 7], [20, 12, 25], [0, 11, 1], [2, 9, 15], [26, 6, 4], [18, 8, 10], [13, 22, 23], [24, 14, 17], [19, 21, 5]]
[[17, 1, 21], [26, 19, 3], [23, 8, 10], [16, 24, 22], [13, 7, 4], [0, 20, 5], [15, 14, 25], [11, 18, 12], [2, 6, 9]]
[[6, 16, 14], [22, 21, 11], [8, 9, 7], [5, 18, 3], [12, 1, 15], [13, 25, 4], [23, 19, 10], [0, 20, 17], [2, 26, 24]]
[[16, 7, 10], [2, 26, 20], [5, 3, 24], [12, 25, 15], [1, 14, 4], [17, 13, 23], [6, 18, 8], [21, 22, 0], [19, 11, 9]]
[[5, 21, 9], [13, 20, 22], [6, 0, 17], [14, 1, 4], [16, 8, 23], [26, 7, 24], [25, 18, 2], [15, 11, 10], [19, 3, 12]]
[[14, 9, 20], [5, 1, 12], [6, 22, 17], [10, 11, 8], [18, 23, 25], [0, 3, 7], [4, 26, 2], [21, 15, 16], [24, 19, 13]]
[[6, 23, 13], [1, 19, 15], [25, 0, 16], [21, 14, 2], [11, 17, 20], [9, 4, 7], [8, 3, 12], [18, 26, 10], [24, 22, 5]]
[[8, 10, 2], [3, 9, 13], [25, 19, 16], [21, 5, 1], [7, 20, 4], [15, 11, 26], [0, 14, 12], [24, 17, 18], [23, 22, 6]]
[[5, 22, 25], [0, 14, 23], [21, 10, 19], [4, 13, 18], [11, 12, 17], [6, 3, 24], [9, 26, 20], [2, 16, 7], [1, 8, 15]]
[[24, 4, 23], [6, 8, 22], [13, 7, 15], [12, 3, 26], [25, 14, 18], [11, 5, 2], [10, 21, 19], [17, 1, 20], [0, 9, 16]]
[[9, 0, 16], [8, 18, 24], [25, 11, 22], [10, 6, 12], [3, 20, 17], [7, 1, 23], [15, 14, 21], [19, 13, 2], [26, 4, 5]]
[[23, 19, 13], [20, 15, 4], [26, 16, 6], [9, 12, 18], [21, 1, 10], [7, 25, 0], [14, 8, 24], [2, 22, 3], [11, 5, 17]]
[[8, 9, 20], [19, 1, 7], [5, 10, 4], [26, 24, 6], [12, 0, 25], [21, 15, 11], [16, 13, 3], [14, 23, 18], [22, 2, 17]]
[[7, 10, 15], [24, 17, 8], [22, 19, 12], [1, 0, 25], [13, 21, 5], [6, 9, 11], [3, 26, 20], [23, 2, 4], [18, 16, 14]]
[[10, 23, 5], [9, 12, 24], [15, 19, 22], [26, 17, 7], [3, 13, 6], [18, 0, 11], [4, 8, 16], [1, 20, 14], [21, 2, 25]]
[[19, 9, 11], [5, 12, 6], [4, 25, 23], [3, 0, 14], [21, 1, 24], [20, 22, 13], [10, 16, 18], [15, 26, 7], [2, 8, 17]]
[[7, 23, 5], [9, 0, 21], [10, 14, 3], [1, 22, 20], [11, 26, 15], [16, 12, 17], [18, 8, 13], [25, 24, 4], [2, 19, 6]]
[[21, 18, 4], [26, 14, 16], [23, 0, 5], [20, 9, 8], [1, 7, 13], [17, 10, 15], [25, 22, 12], [11, 3, 19], [2, 24, 6]]
[[26, 21, 1], [13, 6, 17], [15, 16, 23], [14, 8, 10], [12, 19, 9], [2, 4, 20], [7, 5, 3], [11, 0, 22], [24, 18, 25]]
[[3, 24, 21], [4, 5, 14], [11, 8, 1], [2, 18, 17], [23, 0, 13], [10, 12, 26], [9, 20, 6], [15, 16, 7], [19, 25, 22]]
[[10, 5, 11], [7, 15, 3], [21, 8, 25], [26, 2, 17], [12, 24, 1], [14, 6, 4], [22, 9, 23], [19, 0, 16], [13, 18, 20]]
[[14, 16, 21], [22, 11, 8], [18, 4, 3], [20, 12, 7], [1, 5, 23], [10, 17, 9], [26, 13, 0], [6, 15, 25], [24, 19, 2]]
[[7, 22, 9], [1, 8, 2], [10, 17, 19], [6, 25, 24], [26, 4, 14], [18, 12, 11], [3, 23, 0], [13, 15, 5], [16, 21, 20]]
[[2, 26, 0], [25, 14, 7], [24, 10, 17], [9, 3, 22], [19, 20, 8], [4, 13, 12], [18, 23, 1], [5, 16, 11], [15, 6, 21]]
[[25, 19, 20], [18, 16, 1], [24, 0, 11], [15, 12, 7], [2, 3, 5], [13, 9, 14], [22, 26, 4], [21, 6, 23], [10, 8, 17]]
[[26, 4, 10], [17, 1, 16], [19, 14, 11], [20, 9, 22], [8, 25, 13], [5, 7, 23], [2, 24, 12], [6, 21, 3], [15, 18, 0]]
[[14, 12, 13], [23, 7, 22], [15, 9, 2], [18, 1, 26], [17, 4, 25], [3, 6, 10], [8, 5, 20], [19, 16, 24], [11, 21, 0]]
[[16, 2, 7], [12, 20, 4], [6, 13, 8], [5, 17, 0], [3, 10, 25], [21, 23, 1], [14, 11, 9], [18, 22, 24], [15, 26, 19]]
