[[7, 33, 15], [27, 17, 28], [29, 30, 23], [18, 20, 6], [9, 31, 24], [22, 4, 0], [32, 25, 5], [14, 3, 11], [13, 19, 26], [2, 21, 10], [1, 8, 12, 16]]
[[4, 21, 20], [23, 10, 29], [11, 33, 1], [24, 5, 2], [12, 31, 15], [16, 30, 9], [19, 0, 6], [3, 28, 14], [22, 13, 25], [27, 32, 18], [17, 8, 7, 26]]
[[16, 20, 5], [31, 9, 6], [29, 32, 4], [25, 0, 13], [1, 22, 2], [15, 24, 8], [27, 19, 18], [12, 7, 21], [17, 10, 26], [33, 28, 30], [3, 23, 11, 14]]
[[25, 10, 14], [22, 11, 26], [13, 8, 0], [20, 15, 4], [9, 6, 23], [33, 5, 24], [27, 21, 7], [28, 32, 16], [30, 31, 1], [29, 17, 12], [2, 18, 3, 19]]
[[17, 15, 27], [8, 19, 14], [12, 7, 23], [21, 22, 16], [6, 33, 11], [1, 2, 9], [4, 10, 13], [18, 30, 32], [26, 5, 24], [29, 3, 25], [0, 20, 28, 31]]
[[4, 2, 8], [0, 7, 21], [26, 23, 31], [19, 10, 24], [15, 14, 30], [1, 33, 11], [16, 27, 3], [32, 20, 12], [13, 17, 5], [22, 6, 9], [25, 28, 29, 18]]
[[1, 7, 26], [2, 10, 8], [11, 31, 23], [14, 16, 5], [6, 15, 25], [3, 32, 27], [28, 30, 17], [0, 20, 24], [21, 9, 4], [22, 29, 13], [33, 19, 12, 18]]
[[30, 10, 14], [16, 15, 6], [11, 24, 21], [17, 2, 13], [33, 7, 19], [5, 8, 31], [9, 3, 4], [20, 32, 12], [1, 22, 25], [26, 29, 28], [27, 18, 0, 23]]
[[21, 30, 5], [15, 8, 24], [31, 22, 16], [10, 6, 26], [9, 18, 23], [19, 7, 4], [14, 1, 28], [0, 3, 25], [27, 33, 2], [32, 11, 12], [20, 17, 13, 29]]
[[6, 25, 17], [19, 23, 10], [33, 7, 16], [27, 13, 9], [30, 12, 29], [22, 1, 14], [20, 5, 11], [2, 32, 28], [15, 31, 8], [3, 24, 0], [4, 26, 18, 21]]
[[13, 28, 5], [32, 22, 14], [31, 17, 3], [10, 19, 27], [2, 21, 15], [30, 9, 33], [23, 7, 6], [26, 0, 25], [18, 24, 12], [16, 20, 1], [29, 8, 11, 4]]
[[13, 30, 4], [8, 26, 0], [11, 5, 12], [3, 6, 9], [28, 1, 18], [16, 10, 21], [23, 32, 31], [2, 27, 33], [14, 20, 22], [19, 25, 29], [17, 15, 7, 24]]
[[1, 16, 15], [30, 2, 31], [19, 12, 9], [17, 11, 26], [22, 20, 23], [10, 0, 18], [4, 32, 5], [33, 7, 21], [3, 24, 8], [6, 14, 13], [29, 27, 28, 25]]
[[33, 7, 27], [15, 3, 11], [13, 10, 2], [6, 24, 26], [25, 32, 9], [16, 17, 29], [20, 19, 12], [4, 14, 5], [18, 30, 8], [31, 22, 0], [23, 28, 21, 1]]
[[12, 13, 25], [14, 3, 0], [7, 32, 8], [1, 16, 4], [33, 28, 26], [29, 6, 19], [5, 24, 30], [11, 2, 18], [22, 15, 27], [21, 20, 10], [17, 9, 23, 31]]
[[16, 17, 32], [22, 10, 28], [7, 18, 33], [6, 3, 1], [15, 29, 12], [27, 21, 20], [26, 2, 24], [9, 4, 13], [30, 31, 11], [25, 8, 23], [5, 14, 0, 19]]
[[5, 22, 18], [23, 14, 13], [3, 29, 30], [7, 8, 26], [21, 12, 27], [0, 25, 6], [16, 1, 4], [9, 15, 28], [19, 24, 17], [31, 10, 33], [11, 20, 2, 32]]
[[3, 29, 9], [5, 25, 26], [2, 27, 32], [21, 28, 16], [1, 11, 18], [20, 19, 12], [15, 10, 13], [24, 33, 4], [30, 23, 31], [17, 6, 14], [22, 8, 7, 0]]
[[25, 14, 5], [28, 21, 33], [1, 6, 2], [11, 0, 15], [9, 3, 30], [16, 26, 18], [17, 29, 12], [10, 4, 23], [20, 8, 31], [22, 27, 7], [32, 19, 24, 13]]
[[2, 28, 24], [31, 3, 22], [21, 29, 23], [17, 15, 18], [27, 6, 9], [16, 14, 11], [13, 20, 33], [25, 10, 26], [7, 19, 0], [5, 12, 4], [32, 8, 1, 30]]
[[19, 27, 29], [15, 16, 10], [26, 9, 0], [22, 17, 13], [5, 12, 8], [18, 28, 33], [2, 23, 31], [32, 30, 7], [1, 21, 25], [14, 6, 4], [3, 24, 11, 20]]
[[14, 27, 7], [25, 20, 21], [22, 11, 32], [10, 17, 16], [2, 3, 28], [9, 26, 13], [5, 18, 1], [6, 24, 0], [31, 12, 15], [4, 19, 33], [23, 30, 29, 8]]
[[31, 30, 5], [4, 20, 33], [13, 15, 25], [2, 19, 32], [1, 10, 11], [22, 14, 0], [16, 12, 18], [21, 24, 23], [17, 26, 3], [28, 6, 7], [29, 9, 8, 27]]
[[32, 3, 5], [26, 6, 29], [14, 7, 21], [0, 9, 24], [33, 4, 28], [16, 20, 31], [12, 19, 15], [8, 11, 30], [10, 17, 18], [23, 1, 13], [22, 25, 2, 27]]
[[1, 14, 25], [29, 2, 22], [11, 32, 26], [7, 20, 18], [30, 27, 17], [13, 6, 28], [31, 0, 16], [9, 24, 19], [3, 5, 23], [33, 15, 21], [10, 4, 12, 8]]
[[21, 11, 2], [12, 28, 15], [8, 23, 6], [1, 22, 7], [17, 0, 19], [27, 5, 10], [3, 31, 24], [4, 14, 33], [25, 32, 18], [16, 13, 9], [20, 29, 30, 26]]
[[24, 21, 12], [4, 8, 19], [3, 10, 14], [31, 32, 28], [25, 11, 1], [0, 9, 26], [5, 7, 15], [2, 33, 30], [17, 6, 29], [16, 23, 27], [20, 18, 13, 22]]
[[12, 8, 20], [7, 13, 25], [31, 4, 29], [30, 23, 0], [21, 32, 28], [15, 27, 9], [26, 10, 18], [16, 5, 6], [14, 33, 22], [19, 3, 2], [11, 24, 1, 17]]
[[19, 6, 16], [13, 30, 21], [29, 27, 1], [14, 28, 11], [17, 9, 18], [25, 2, 23], [7, 5, 3], [31, 26, 24], [20, 12, 22], [8, 10, 4], [0, 33, 15, 32]]
[[15, 2, 14], [13, 12, 31], [21, 7, 23], [1, 33, 4], [17, 10, 6], [18, 25, 30], [9, 29, 28], [20, 3, 16], [19, 27, 5], [24, 32, 8], [22, 0, 11, 26]]
[[6, 4, 30], [33, 21, 10], [2, 3, 8], [32, 20, 12], [25, 22, 18], [17, 27, 29], [31, 0, 23], [11, 9, 19], [28, 26, 13], [1, 7, 14], [5, 16, 15, 24]]
[[0, 13, 30], [23, 3, 27], [9, 28, 2], [7, 24, 5], [18, 26, 17], [14, 12, 20], [21, 15, 29], [8, 32, 11], [10, 4, 1], [25, 22, 33], [16, 6, 31, 19]]
[[26, 2, 20], [28, 5, 6], [12, 21, 29], [22, 10, 3], [16, 11, 23], [8, 19, 0], [1, 32, 9], [24, 30, 33], [4, 7, 25], [17, 13, 27], [14, 31, 15, 18]]
[[30, 18, 19], [7, 12, 3], [13, 9, 32], [10, 8, 23], [16, 0, 17], [29, 25, 4], [11, 5, 31], [33, 28, 24], [26, 14, 27], [22, 1, 2], [20, 21, 6, 15]]
[[0, 21, 32], [22, 6, 30], [26, 17, 5], [15, 12, 33], [31, 20, 9], [8, 14, 10], [4, 24, 28], [29, 2, 1], [23, 16, 19], [18, 27, 3], [11, 7, 13, 25]]
[[30, 9, 13], [8, 0, 4], [16, 20, 21], [18, 1, 33], [15, 6, 19], [31, 29, 23], [25, 12, 32], [28, 24, 26], [5, 14, 10], [3, 7, 11], [2, 17, 27, 22]]
[[32, 4, 26], [33, 31, 16], [14, 30, 24], [25, 19, 15], [3, 13, 18], [29, 27, 28], [11, 10, 17], [22, 23, 0], [1, 2, 7], [5, 8, 9], [12, 21, 20, 6]]
[[4, 1, 22], [25, 19, 13], [6, 10, 27], [31, 7, 17], [29, 9, 8], [11, 3, 30], [32, 23, 21], [15, 28, 16], [12, 18, 24], [14, 26, 5], [20, 33, 2, 0]]
[[9, 17, 12], [5, 31, 22], [24, 23, 1], [20, 15, 0], [27, 32, 29], [14, 30, 13], [21, 19, 8], [18, 28, 33], [2, 16, 26], [3, 4, 6], [10, 25, 7, 11]]
[[25, 21, 33], [22, 28, 10], [27, 24, 4], [0, 15, 8], [9, 16, 29], [11, 14, 31], [13, 17, 23], [2, 18, 1], [32, 5, 7], [12, 6, 3], [19, 20, 30, 26]]
[[25, 20, 23], [26, 18, 15], [11, 17, 28], [8, 5, 12], [30, 24, 14], [13, 7, 33], [22, 0, 29], [31, 4, 2], [9, 1, 10], [32, 19, 3], [6, 16, 27, 21]]
[[0, 25, 20], [3, 16, 7], [12, 10, 22], [29, 4, 2], [9, 17, 33], [28, 31, 6], [18, 19, 13], [15, 5, 26], [1, 24, 23], [14, 27, 30], [8, 21, 32, 11]]
[[2, 22, 33], [7, 16, 1], [19, 11, 20], [15, 3, 30], [29, 8, 26], [31, 6, 24], [12, 4, 10], [17, 14, 28], [5, 0, 27], [32, 23, 9], [18, 21, 25, 13]]
[[31, 11, 13], [18, 15, 14], [6, 10, 23], [12, 26, 25], [24, 1, 3], [5, 30, 2], [32, 9, 29], [22, 21, 8], [27, 4, 33], [19, 16, 7], [0, 28, 17, 20]]
[[13, 25, 10], [11, 23, 9], [7, 27, 20], [12, 24, 15], [3, 19, 26], [18, 32, 29], [28, 31, 5], [2, 21, 0], [14, 1, 17], [33, 16, 8], [30, 6, 4, 22]]
[[32, 31, 13], [14, 20, 17], [22, 0, 10], [26, 4, 12], [19, 3, 6], [11, 28, 7], [1, 9, 5], [24, 2, 23], [16, 18, 29], [33, 21, 25], [30, 8, 27, 15]]
[[3, 4, 24], [33, 0, 2], [17, 28, 15], [20, 19, 26], [25, 16, 22], [21, 29, 30], [31, 32, 9], [10, 5, 8], [7, 23, 11], [14, 13, 12], [1, 6, 18, 27]]
[[1, 18, 23], [9, 29, 2], [24, 0, 25], [26, 27, 12], [4, 17, 22], [16, 3, 31], [7, 8, 14], [30, 15, 21], [11, 5, 20], [13, 32, 6], [10, 33, 19, 28]]
[[33, 2, 4], [19, 13, 27], [16, 15, 21], [1, 5, 23], [7, 28, 24], [32, 18, 12], [20, 10, 3], [9, 0, 31], [22, 29, 25], [17, 11, 6], [30, 26, 8, 14]]
[[6, 30, 23], [32, 22, 19], [3, 31, 33], [27, 14, 2], [17, 9, 4], [25, 21, 20], [8, 11, 0], [10, 29, 15], [28, 18, 5], [7, 24, 26], [12, 1, 13, 16]]
[[10, 25, 14], [7, 30, 33], [19, 2, 22], [13, 1, 24], [17, 6, 15], [32, 29, 16], [18, 21, 0], [8, 20, 3], [23, 5, 11], [27, 9, 12], [28, 26, 4, 31]]
[[4, 31, 26], [13, 9, 3], [28, 32, 7], [16, 24, 22], [27, 6, 17], [33, 0, 20], [23, 10, 14], [19, 5, 18], [25, 1, 21], [12, 2, 30], [15, 11, 29, 8]]
[[6, 7, 13], [32, 26, 10], [5, 30, 27], [19, 0, 3], [4, 12, 17], [33, 9, 21], [23, 16, 25], [8, 18, 22], [20, 14, 24], [1, 31, 28], [15, 11, 29, 2]]
[[33, 15, 26], [10, 25, 9], [7, 22, 11], [13, 4, 14], [0, 3, 16], [30, 17, 21], [32, 24, 12], [1, 2, 27], [8, 20, 19], [6, 31, 5], [18, 28, 23, 29]]
[[28, 22, 24], [15, 16, 3], [31, 30, 6], [5, 7, 2], [29, 23, 0], [27, 18, 13], [8, 26, 1], [12, 10, 32], [21, 19, 4], [14, 17, 20], [25, 9, 11, 33]]
[[33, 7, 29], [10, 13, 15], [32, 19, 8], [5, 28, 17], [12, 9, 11], [27, 1, 21], [14, 26, 6], [31, 3, 23], [30, 25, 4], [24, 16, 18], [20, 2, 0, 22]]
[[30, 27, 29], [8, 31, 32], [3, 33, 18], [28, 14, 1], [26, 11, 22], [4, 12, 10], [5, 24, 21], [16, 25, 2], [15, 6, 7], [13, 19, 0], [20, 17, 9, 23]]
[[23, 17, 18], [0, 5, 9], [13, 1, 31], [22, 11, 26], [15, 10, 28], [21, 29, 24], [27, 19, 4], [16, 8, 20], [30, 7, 32], [3, 2, 25], [14, 33, 6, 12]]
[[20, 19, 13], [29, 4, 8], [28, 25, 23], [0, 10, 3], [24, 22, 16], [5, 14, 2], [17, 30, 1], [18, 12, 32], [6, 26, 9], [31, 27, 15], [21, 33, 7, 11]]
[[2, 14, 19], [21, 0, 11], [29, 13, 4], [10, 32, 33], [15, 8, 25], [26, 17, 28], [31, 23, 7], [24, 5, 22], [12, 3, 9], [6, 30, 20], [27, 16, 1, 18]]
[[8, 24, 2], [15, 3, 25], [31, 30, 14], [0, 13, 19], [1, 17, 10], [6, 27, 4], [11, 21, 9], [22, 23, 5], [20, 32, 18], [33, 28, 7], [26, 16, 12, 29]]
[[3, 24, 31], [6, 29, 5], [27, 20, 4], [15, 30, 8], [25, 19, 26], [10, 1, 12], [16, 9, 33], [11, 22, 0], [14, 7, 13], [32, 2, 28], [23, 18, 17, 21]]
[[21, 26, 24], [15, 25, 28], [17, 33, 0], [20, 19, 8], [10, 12, 27], [3, 23, 14], [1, 32, 29], [30, 22, 31], [4, 13, 16], [6, 7, 2], [11, 5, 18, 9]]
[[18, 0, 5], [2, 31, 4], [20, 15, 24], [7, 13, 14], [12, 16, 10], [21, 8, 17], [22, 33, 27], [9, 29, 19], [30, 32, 26], [25, 11, 6], [1, 23, 3, 28]]
[[3, 6, 16], [12, 32, 1], [23, 28, 21], [14, 9, 11], [4, 33, 7], [20, 8, 24], [31, 10, 22], [5, 19, 25], [30, 0, 13], [18, 15, 17], [27, 26, 29, 2]]
[[11, 23, 3], [26, 18, 8], [10, 17, 13], [21, 27, 12], [14, 32, 20], [30, 7, 31], [6, 29, 2], [24, 5, 0], [9, 4, 28], [1, 19, 15], [16, 22, 33, 25]]
[[8, 1, 29], [13, 0, 27], [21, 14, 2], [12, 30, 31], [6, 24, 7], [26, 17, 25], [33, 3, 20], [32, 22, 28], [5, 18, 4], [9, 23, 15], [11, 16, 19, 10]]
[[17, 11, 18], [2, 12, 32], [8, 16, 27], [28, 0, 3], [14, 9, 10], [29, 5, 25], [30, 21, 7], [20, 13, 15], [1, 24, 6], [33, 31, 23], [22, 4, 26, 19]]
[[2, 11, 30], [16, 15, 5], [18, 1, 26], [23, 7, 25], [12, 24, 0], [14, 29, 4], [10, 31, 27], [9, 13, 33], [3, 17, 28], [6, 8, 32], [21, 19, 22, 20]]
[[22, 20, 25], [8, 6, 13], [21, 11, 27], [32, 5, 30], [29, 9, 16], [26, 24, 2], [1, 4, 33], [12, 14, 15], [0, 7, 17], [19, 28, 18], [10, 3, 31, 23]]
[[29, 6, 16], [20, 30, 15], [19, 14, 12], [22, 27, 32], [17, 5, 1], [21, 10, 4], [26, 9, 31], [33, 2, 3], [18, 8, 24], [13, 7, 11], [28, 25, 0, 23]]
[[23, 13, 18], [26, 29, 27], [1, 31, 12], [21, 22, 3], [9, 30, 8], [7, 25, 33], [14, 17, 2], [32, 28, 19], [20, 10, 11], [15, 4, 16], [24, 5, 6, 0]]
[[32, 2, 0], [1, 15, 17], [18, 12, 20], [28, 7, 26], [14, 31, 4], [29, 3, 11], [33, 19, 9], [16, 23, 8], [30, 24, 13], [21, 25, 6], [22, 27, 10, 5]]
[[3, 4, 2], [32, 31, 15], [7, 28, 13], [16, 9, 18], [23, 19, 21], [8, 27, 11], [20, 5, 22], [6, 0, 14], [30, 12, 1], [17, 10, 33], [29, 25, 26, 24]]
[[11, 4, 33], [0, 5, 9], [25, 30, 18], [20, 26, 22], [15, 16, 10], [2, 7, 24], [3, 21, 32], [23, 19, 14], [6, 1, 8], [31, 27, 13], [29, 17, 28, 12]]
[[8, 16, 3], [20, 19, 10], [14, 17, 1], [33, 2, 6], [4, 27, 26], [11, 25, 15], [5, 0, 30], [29, 23, 12], [22, 28, 32], [9, 21, 13], [24, 31, 18, 7]]
[[20, 22, 32], [6, 31, 12], [21, 11, 33], [0, 10, 29], [25, 9, 15], [28, 3, 26], [2, 1, 5], [4, 30, 8], [16, 24, 27], [7, 17, 19], [23, 18, 13, 14]]
[[29, 27, 12], [23, 2, 16], [9, 32, 28], [4, 22, 11], [17, 3, 25], [31, 20, 10], [6, 24, 1], [26, 14, 0], [18, 21, 30], [5, 33, 8], [19, 15, 13, 7]]
[[0, 25, 20], [29, 1, 32], [11, 8, 30], [9, 28, 22], [2, 18, 7], [19, 16, 24], [10, 17, 5], [4, 13, 12], [27, 6, 14], [21, 31, 15], [33, 3, 26, 23]]
[[26, 20, 11], [33, 21, 6], [10, 4, 14], [30, 23, 3], [22, 15, 18], [29, 5, 31], [12, 17, 24], [32, 27, 19], [8, 16, 1], [25, 28, 13], [0, 2, 9, 7]]
[[22, 30, 21], [14, 4, 31], [32, 1, 24], [9, 28, 18], [3, 25, 15], [26, 0, 20], [7, 8, 13], [29, 5, 27], [33, 11, 6], [10, 16, 12], [2, 17, 19, 23]]
[[18, 19, 11], [20, 16, 26], [13, 14, 5], [28, 32, 25], [29, 8, 27], [31, 9, 0], [1, 2, 3], [21, 33, 4], [10, 7, 30], [22, 23, 24], [15, 6, 12, 17]]
[[14, 21, 13], [20, 4, 10], [7, 18, 3], [5, 12, 2], [0, 17, 28], [33, 32, 31], [16, 27, 25], [19, 15, 1], [22, 23, 6], [26, 24, 30], [9, 8, 29, 11]]
[[0, 11, 30], [26, 2, 19], [20, 7, 21], [18, 29, 10], [3, 16, 33], [13, 28, 14], [5, 32, 15], [8, 25, 27], [23, 22, 17], [12, 31, 9], [1, 6, 24, 4]]
[[14, 1, 4], [27, 12, 23], [11, 7, 17], [21, 18, 13], [30, 10, 31], [6, 32, 15], [0, 28, 9], [19, 29, 16], [22, 8, 5], [20, 25, 33], [2, 3, 26, 24]]
[[32, 19, 13], [16, 6, 24], [3, 15, 28], [23, 4, 27], [1, 33, 18], [26, 25, 21], [30, 10, 17], [7, 22, 8], [9, 11, 31], [29, 2, 5], [14, 12, 0, 20]]
[[27, 24, 14], [9, 8, 13], [10, 15, 29], [26, 22, 4], [6, 20, 21], [32, 0, 1], [30, 17, 2], [16, 19, 12], [23, 33, 28], [18, 11, 5], [25, 3, 31, 7]]
[[19, 16, 7], [1, 9, 25], [12, 14, 29], [13, 28, 8], [30, 10, 33], [15, 24, 22], [31, 20, 18], [4, 6, 23], [26, 5, 3], [0, 17, 21], [27, 11, 2, 32]]
[[23, 18, 0], [10, 6, 3], [26, 30, 16], [5, 24, 27], [15, 29, 32], [19, 21, 25], [33, 11, 14], [20, 17, 22], [12, 7, 1], [4, 13, 9], [28, 8, 2, 31]]
[[28, 31, 21], [18, 9, 30], [4, 19, 5], [29, 1, 7], [23, 11, 16], [17, 10, 22], [13, 25, 33], [20, 27, 24], [2, 32, 26], [8, 14, 12], [0, 15, 3, 6]]
[[26, 18, 14], [7, 20, 2], [4, 0, 25], [9, 1, 8], [22, 32, 17], [13, 30, 33], [16, 23, 31], [29, 19, 3], [28, 5, 24], [12, 27, 6], [11, 15, 10, 21]]
[[13, 17, 28], [27, 8, 20], [33, 22, 10], [12, 18, 14], [6, 9, 1], [3, 31, 25], [2, 11, 26], [29, 15, 16], [30, 23, 21], [24, 5, 0], [19, 4, 7, 32]]
[[21, 3, 30], [19, 6, 13], [5, 27, 4], [25, 24, 9], [11, 1, 12], [32, 14, 17], [31, 26, 22], [10, 15, 7], [33, 0, 20], [23, 28, 8], [2, 29, 18, 16]]
[[10, 3, 1], [13, 7, 20], [8, 9, 31], [0, 24, 30], [17, 19, 16], [12, 26, 14], [2, 28, 27], [4, 29, 5], [32, 33, 21], [25, 11, 18], [22, 6, 15, 23]]
[[12, 10, 14], [23, 21, 25], [3, 18, 19], [22, 1, 0], [29, 27, 28], [24, 17, 26], [31, 2, 32], [9, 15, 6], [11, 5, 30], [20, 7, 8], [4, 13, 16, 33]]
[[18, 1, 19], [25, 22, 28], [14, 0, 12], [4, 10, 27], [24, 16, 5], [23, 32, 17], [15, 21, 6], [2, 31, 7], [11, 33, 20], [29, 26, 9], [30, 8, 13, 3]]
[[28, 12, 17], [15, 14, 33], [16, 24, 10], [20, 19, 4], [6, 0, 31], [11, 25, 2], [8, 22, 3], [5, 23, 7], [18, 26, 27], [9, 21, 1], [29, 30, 32, 13]]
[[13, 4, 2], [5, 10, 7], [33, 26, 14], [29, 0, 24], [22, 17, 8], [15, 18, 9], [25, 11, 1], [16, 12, 20], [32, 23, 30], [27, 6, 31], [21, 28, 3, 19]]
[[9, 21, 28], [22, 30, 32], [14, 17, 4], [33, 13, 10], [2, 26, 20], [29, 5, 12], [27, 16, 25], [7, 19, 3], [0, 1, 31], [15, 11, 8], [23, 18, 24, 6]]
[[0, 11, 13], [12, 15, 9], [14, 2, 3], [5, 18, 26], [7, 19, 4], [33, 23, 17], [1, 8, 20], [10, 16, 30], [27, 31, 22], [29, 25, 21], [6, 28, 32, 24]]
[[29, 10, 21], [11, 13, 23], [25, 12, 20], [24, 17, 32], [30, 22, 28], [9, 2, 18], [6, 5, 0], [15, 26, 19], [7, 1, 16], [27, 31, 14], [8, 33, 3, 4]]
[[1, 14, 28], [12, 32, 22], [18, 29, 26], [23, 33, 4], [2, 19, 0], [7, 3, 9], [27, 21, 24], [10, 30, 13], [20, 11, 17], [16, 8, 15], [6, 31, 5, 25]]
[[30, 4, 23], [29, 13, 17], [1, 14, 16], [7, 6, 28], [20, 8, 15], [3, 18, 5], [10, 25, 32], [12, 26, 24], [21, 27, 11], [33, 2, 31], [22, 9, 19, 0]]
[[2, 4, 13], [28, 11, 9], [8, 14, 31], [27, 0, 15], [23, 18, 33], [16, 25, 5], [30, 24, 20], [10, 6, 21], [22, 1, 7], [17, 12, 32], [19, 29, 26, 3]]
[[10, 5, 23], [11, 19, 32], [30, 8, 28], [12, 9, 21], [33, 2, 4], [16, 25, 14], [17, 3, 29], [26, 24, 18], [27, 22, 1], [31, 7, 15], [20, 13, 6, 0]]
[[30, 10, 33], [7, 8, 12], [31, 4, 6], [18, 32, 24], [27, 21, 0], [13, 3, 1], [16, 19, 14], [23, 28, 5], [17, 20, 25], [22, 29, 2], [9, 26, 15, 11]]
[[12, 29, 27], [5, 13, 0], [15, 11, 26], [4, 25, 9], [14, 3, 16], [19, 32, 6], [2, 31, 17], [28, 23, 1], [24, 20, 33], [30, 7, 18], [10, 8, 22, 21]]
[[23, 28, 33], [2, 12, 4], [6, 27, 19], [20, 17, 32], [1, 0, 22], [15, 5, 25], [14, 29, 21], [8, 24, 16], [7, 18, 11], [3, 26, 31], [13, 10, 9, 30]]
[[4, 6, 3], [16, 21, 26], [5, 15, 2], [31, 25, 7], [23, 9, 0], [29, 12, 17], [28, 22, 13], [14, 20, 27], [30, 32, 19], [8, 24, 1], [11, 33, 10, 18]]
[[29, 5, 6], [23, 19, 25], [22, 20, 1], [0, 9, 7], [4, 13, 15], [28, 2, 12], [31, 16, 14], [3, 18, 10], [32, 21, 24], [8, 17, 26], [11, 30, 33, 27]]
[[31, 28, 18], [14, 10, 19], [25, 16, 22], [29, 20, 6], [15, 26, 11], [32, 9, 21], [7, 12, 30], [8, 17, 2], [1, 5, 3], [0, 4, 24], [33, 27, 13, 23]]
[[20, 4, 10], [17, 5, 18], [7, 12, 19], [25, 23, 26], [3, 2, 27], [16, 24, 6], [9, 8, 15], [32, 0, 13], [28, 22, 14], [33, 31, 11], [29, 30, 1, 21]]
[[5, 10, 26], [21, 24, 22], [2, 13, 17], [16, 29, 23], [1, 32, 8], [12, 15, 7], [27, 18, 0], [9, 25, 11], [28, 19, 20], [3, 4, 31], [33, 14, 6, 30]]
[[31, 16, 22], [7, 25, 11], [24, 6, 23], [4, 9, 26], [1, 2, 33], [19, 15, 29], [13, 28, 3], [32, 27, 14], [20, 17, 10], [18, 12, 8], [30, 0, 21, 5]]
[[9, 23, 24], [19, 14, 25], [10, 18, 12], [27, 8, 20], [29, 2, 7], [11, 6, 0], [16, 31, 22], [30, 26, 5], [33, 4, 28], [1, 21, 17], [15, 3, 13, 32]]
[[28, 7, 0], [30, 25, 1], [22, 17, 32], [4, 29, 8], [12, 26, 15], [18, 21, 24], [20, 9, 19], [27, 11, 23], [6, 5, 31], [16, 14, 10], [13, 33, 3, 2]]
[[2, 1, 0], [14, 13, 24], [10, 18, 21], [26, 7, 32], [4, 27, 11], [31, 33, 19], [6, 3, 20], [25, 12, 29], [30, 22, 15], [17, 5, 8], [23, 16, 28, 9]]
[[18, 6, 10], [25, 30, 29], [15, 3, 33], [19, 16, 0], [11, 28, 17], [31, 14, 12], [9, 13, 5], [20, 26, 27], [21, 1, 24], [32, 8, 23], [4, 22, 2, 7]]
[[32, 24, 16], [1, 10, 18], [17, 9, 23], [30, 25, 13], [3, 2, 19], [15, 21, 11], [5, 29, 26], [20, 6, 4], [27, 0, 7], [8, 22, 33], [14, 12, 28, 31]]
[[4, 13, 1], [33, 26, 25], [21, 14, 15], [7, 9, 23], [19, 3, 18], [6, 22, 29], [12, 0, 17], [8, 5, 31], [2, 20, 30], [16, 10, 24], [11, 32, 28, 27]]
[[21, 24, 22], [32, 33, 11], [20, 10, 2], [14, 13, 18], [4, 29, 0], [1, 19, 30], [16, 8, 25], [9, 12, 23], [28, 27, 26], [17, 7, 3], [6, 5, 31, 15]]
[[0, 2, 25], [28, 9, 15], [1, 27, 8], [26, 24, 30], [7, 6, 12], [17, 19, 16], [3, 5, 13], [18, 33, 10], [31, 14, 32], [21, 11, 20], [23, 22, 4, 29]]
