[[15, 1, 0], [21, 20, 3], [31, 10, 4], [16, 24, 6], [2, 8, 22], [9, 28, 19], [26, 12, 13], [25, 30, 29], [7, 11, 23, 18], [14, 27, 5, 17]]
[[19, 20, 13], [16, 27, 3], [18, 23, 5], [9, 1, 8], [14, 0, 4], [26, 28, 2], [17, 29, 24], [15, 7, 11], [6, 25, 12, 21], [10, 30, 31, 22]]
[[16, 13, 20], [31, 15, 26], [0, 10, 19], [5, 2, 23], [8, 24, 29], [6, 17, 1], [27, 18, 21], [7, 3, 22], [4, 11, 28, 12], [25, 14, 9, 30]]
[[9, 17, 24], [0, 3, 18], [14, 8, 4], [19, 26, 29], [13, 28, 22], [15, 12, 5], [20, 23, 31], [6, 30, 7], [16, 10, 27, 25], [21, 2, 1, 11]]
[[13, 16, 31], [0, 8, 1], [23, 27, 25], [18, 2, 26], [12, 20, 28], [4, 6, 9], [7, 29, 24], [3, 5, 11], [22, 30, 17, 19], [15, 10, 21, 14]]
[[0, 2, 30], [5, 14, 6], [9, 13, 26], [12, 23, 3], [4, 11, 10], [21, 16, 28], [27, 20, 1], [17, 18, 22], [15, 31, 19, 8], [24, 25, 7, 29]]
[[1, 5, 27], [15, 19, 3], [29, 31, 30], [25, 4, 18], [14, 23, 20], [28, 6, 9], [21, 17, 8], [11, 0, 10], [13, 22, 24, 16], [26, 7, 2, 12]]
[[30, 8, 26], [13, 12, 27], [24, 28, 19], [0, 1, 25], [10, 3, 23], [14, 9, 18], [20, 31, 2], [17, 15, 6], [16, 22, 7, 5], [21, 11, 29, 4]]
[[11, 0, 2], [3, 26, 12], [16, 18, 15], [21, 7, 1], [20, 27, 31], [19, 30, 22], [23, 10, 8], [29, 5, 9], [13, 28, 14, 25], [4, 6, 17, 24]]
[[2, 7, 17], [22, 26, 15], [31, 30, 16], [12, 28, 20], [5, 10, 24], [3, 0, 9], [21, 29, 4], [8, 1, 14], [27, 13, 11, 23], [18, 19, 6, 25]]
[[9, 14, 12], [19, 27, 20], [0, 10, 3], [2, 15, 4], [5, 6, 18], [13, 17, 11], [29, 7, 22], [31, 21, 8], [1, 24, 23, 25], [16, 26, 30, 28]]
[[11, 26, 19], [7, 2, 25], [30, 3, 18], [24, 4, 28], [12, 17, 0], [22, 29, 13], [6, 14, 10], [1, 21, 16], [5, 27, 20, 8], [31, 9, 23, 15]]
[[1, 30, 2], [24, 20, 28], [22, 21, 23], [16, 7, 11], [17, 5, 6], [25, 18, 3], [0, 9, 10], [27, 15, 31], [13, 4, 12, 8], [14, 26, 19, 29]]
[[27, 28, 16], [1, 7, 29], [13, 19, 25], [14, 4, 20], [18, 12, 17], [24, 8, 11], [26, 15, 21], [23, 9, 10], [2, 0, 22, 6], [30, 31, 3, 5]]
[[4, 23, 29], [24, 14, 30], [2, 12, 7], [28, 19, 27], [18, 6, 16], [26, 11, 31], [22, 5, 13], [3, 15, 9], [1, 0, 17, 21], [25, 20, 10, 8]]
[[24, 11, 21], [22, 28, 5], [4, 20, 6], [10, 14, 25], [30, 3, 2], [16, 26, 29], [17, 9, 15], [0, 8, 23], [12, 13, 7, 31], [19, 27, 18, 1]]
[[12, 5, 21], [20, 2, 6], [14, 25, 27], [26, 19, 3], [18, 7, 22], [9, 1, 30], [24, 11, 23], [29, 0, 8], [10, 31, 17, 28], [15, 4, 13, 16]]
[[27, 8, 13], [6, 3, 7], [14, 0, 2], [31, 24, 18], [1, 23, 5], [12, 21, 9], [30, 4, 20], [25, 15, 26], [28, 16, 29, 11], [17, 22, 19, 10]]
[[26, 4, 10], [29, 25, 31], [6, 23, 28], [18, 14, 22], [17, 3, 27], [7, 30, 1], [24, 5, 13], [12, 16, 8], [15, 20, 0, 19], [2, 11, 9, 21]]
[[23, 11, 28], [26, 3, 31], [19, 9, 7], [6, 17, 5], [1, 16, 27], [18, 15, 25], [0, 10, 14], [12, 4, 13], [24, 30, 21, 29], [22, 20, 2, 8]]
[[28, 4, 9], [21, 0, 7], [23, 10, 17], [6, 25, 19], [16, 24, 2], [27, 5, 29], [13, 18, 26], [30, 31, 1], [20, 3, 15, 8], [11, 12, 22, 14]]
[[8, 30, 18], [28, 13, 11], [4, 20, 9], [0, 17, 27], [21, 7, 14], [15, 3, 12], [16, 1, 23], [22, 26, 6], [25, 10, 5, 29], [24, 19, 31, 2]]
[[16, 25, 23], [12, 15, 8], [26, 30, 10], [4, 13, 20], [31, 28, 1], [0, 3, 18], [9, 11, 21], [5, 29, 6], [24, 7, 19, 22], [14, 2, 27, 17]]
[[28, 18, 21], [14, 6, 30], [29, 23, 10], [3, 9, 16], [0, 5, 25], [11, 20, 17], [15, 1, 12], [31, 22, 26], [24, 7, 27, 8], [2, 4, 13, 19]]
[[24, 25, 6], [10, 31, 1], [4, 16, 13], [30, 28, 3], [18, 27, 21], [19, 5, 8], [7, 12, 11], [20, 22, 14], [2, 17, 9, 29], [23, 0, 26, 15]]
[[2, 5, 21], [31, 25, 9], [28, 20, 1], [16, 23, 12], [0, 26, 13], [10, 24, 30], [18, 29, 6], [4, 7, 22], [27, 3, 15, 14], [19, 17, 11, 8]]
[[17, 22, 12], [25, 13, 2], [27, 18, 11], [0, 6, 24], [1, 29, 16], [19, 28, 5], [21, 23, 8], [10, 7, 3], [31, 20, 30, 14], [9, 15, 4, 26]]
[[14, 18, 17], [3, 15, 23], [10, 9, 8], [22, 24, 12], [27, 20, 7], [30, 28, 11], [4, 25, 29], [5, 0, 13], [6, 26, 16, 19], [2, 1, 21, 31]]
[[22, 19, 29], [3, 10, 7], [2, 25, 23], [16, 13, 8], [6, 12, 9], [0, 30, 28], [14, 15, 20], [17, 1, 4], [26, 27, 5, 11], [24, 21, 18, 31]]
[[8, 26, 27], [16, 9, 4], [25, 22, 30], [21, 5, 12], [1, 18, 7], [3, 24, 20], [28, 29, 14], [11, 13, 17], [10, 19, 15, 31], [2, 0, 6, 23]]
[[16, 23, 31], [0, 21, 19], [5, 3, 8], [15, 13, 24], [27, 10, 30], [12, 17, 6], [20, 29, 11], [14, 1, 2], [9, 26, 4, 18], [25, 7, 22, 28]]
[[11, 4, 31], [8, 16, 23], [14, 29, 26], [5, 1, 24], [30, 27, 13], [25, 21, 6], [19, 3, 17], [18, 7, 15], [12, 0, 9, 2], [20, 10, 22, 28]]
[[15, 30, 25], [8, 0, 2], [23, 11, 12], [13, 4, 7], [27, 29, 3], [1, 9, 14], [19, 21, 22], [31, 17, 28], [20, 6, 18, 24], [5, 10, 26, 16]]
[[11, 10, 25], [18, 22, 31], [16, 12, 17], [15, 3, 26], [13, 9, 29], [1, 19, 2], [27, 6, 0], [14, 4, 5], [28, 30, 24, 20], [21, 23, 8, 7]]
[[1, 26, 16], [7, 8, 22], [25, 27, 4], [20, 5, 15], [12, 17, 6], [19, 23, 29], [13, 0, 30], [21, 14, 3], [11, 28, 18, 9], [24, 31, 10, 2]]
[[8, 26, 6], [5, 4, 25], [31, 23, 12], [7, 30, 24], [9, 27, 18], [16, 11, 17], [19, 20, 10], [29, 1, 3], [21, 0, 13, 14], [22, 15, 2, 28]]
[[18, 30, 1], [31, 19, 8], [5, 11, 6], [28, 26, 4], [24, 12, 23], [9, 0, 20], [7, 25, 21], [10, 15, 29], [17, 14, 16, 22], [13, 3, 2, 27]]
[[12, 0, 22], [7, 26, 18], [23, 14, 11], [27, 30, 17], [3, 19, 20], [1, 6, 2], [25, 8, 4], [29, 13, 24], [21, 15, 31, 5], [9, 10, 28, 16]]
[[19, 13, 8], [28, 31, 1], [25, 14, 27], [21, 4, 3], [15, 2, 26], [10, 22, 30], [29, 20, 11], [24, 7, 23], [17, 6, 12, 0], [16, 9, 18, 5]]
[[27, 13, 16], [24, 17, 7], [21, 10, 8], [6, 18, 4], [26, 20, 22], [31, 5, 2], [11, 23, 19], [1, 25, 14], [15, 9, 29, 30], [3, 12, 0, 28]]
[[24, 9, 23], [21, 7, 1], [26, 12, 10], [2, 17, 14], [22, 19, 18], [3, 20, 28], [30, 0, 13], [5, 29, 4], [25, 8, 6, 11], [27, 15, 31, 16]]
[[20, 26, 19], [1, 18, 22], [24, 10, 15], [14, 23, 3], [2, 17, 12], [28, 8, 30], [4, 29, 27], [9, 6, 25], [16, 11, 7, 13], [21, 0, 5, 31]]
[[28, 0, 31], [8, 23, 29], [9, 25, 12], [16, 20, 10], [18, 30, 15], [24, 11, 17], [19, 3, 21], [13, 22, 4], [5, 6, 1, 27], [7, 2, 26, 14]]
[[6, 31, 16], [28, 4, 15], [13, 10, 18], [26, 22, 7], [19, 23, 24], [5, 21, 9], [3, 0, 12], [29, 17, 1], [30, 27, 20, 14], [11, 2, 8, 25]]
[[14, 0, 21], [5, 4, 29], [8, 7, 22], [1, 26, 11], [16, 24, 6], [23, 20, 3], [31, 2, 25], [19, 28, 10], [13, 9, 18, 15], [17, 27, 12, 30]]
[[3, 23, 2], [26, 8, 7], [4, 10, 17], [16, 14, 5], [6, 12, 18], [29, 9, 30], [31, 28, 1], [21, 24, 25], [13, 22, 11, 20], [19, 0, 15, 27]]
[[8, 14, 3], [15, 13, 22], [18, 1, 21], [5, 12, 20], [31, 10, 27], [30, 4, 24], [26, 29, 2], [0, 17, 19], [23, 28, 25, 6], [7, 11, 16, 9]]
[[11, 8, 25], [13, 23, 27], [24, 1, 14], [30, 9, 26], [29, 15, 3], [2, 5, 12], [28, 20, 16], [4, 22, 6], [18, 17, 7, 10], [31, 19, 0, 21]]
[[28, 17, 8], [3, 14, 19], [21, 16, 31], [7, 24, 13], [9, 18, 29], [15, 10, 2], [11, 5, 22], [20, 25, 26], [4, 27, 30, 12], [6, 1, 23, 0]]
[[24, 8, 26], [3, 12, 23], [29, 17, 5], [18, 14, 30], [1, 31, 2], [22, 10, 20], [4, 21, 27], [16, 7, 19], [0, 28, 25, 11], [9, 15, 6, 13]]
[[18, 26, 30], [23, 13, 2], [6, 8, 27], [3, 31, 24], [25, 10, 12], [1, 21, 22], [15, 5, 0], [29, 19, 9], [7, 28, 16, 20], [4, 14, 11, 17]]
[[6, 10, 17], [9, 14, 15], [29, 12, 0], [23, 30, 27], [5, 13, 31], [8, 4, 16], [19, 26, 22], [11, 1, 24], [21, 3, 28, 2], [7, 20, 18, 25]]
[[29, 11, 30], [22, 31, 7], [15, 10, 6], [19, 12, 27], [21, 4, 1], [14, 3, 13], [17, 2, 5], [26, 25, 28], [18, 9, 24, 8], [16, 20, 0, 23]]
[[21, 28, 30], [27, 12, 7], [15, 23, 19], [9, 29, 8], [0, 6, 1], [11, 3, 31], [24, 25, 16], [4, 20, 14], [5, 2, 17, 18], [22, 13, 10, 26]]
[[7, 18, 13], [24, 27, 14], [0, 30, 22], [23, 1, 29], [9, 21, 17], [20, 25, 28], [8, 12, 4], [15, 16, 19], [5, 2, 26, 3], [11, 31, 6, 10]]
[[0, 7, 15], [25, 14, 19], [13, 26, 11], [20, 29, 1], [8, 5, 4], [10, 21, 31], [30, 22, 17], [23, 9, 2], [18, 28, 12, 3], [16, 27, 6, 24]]
[[5, 1, 15], [21, 27, 7], [6, 22, 13], [14, 29, 12], [9, 3, 10], [30, 17, 4], [26, 20, 19], [2, 8, 28], [18, 16, 31, 24], [23, 11, 25, 0]]
[[17, 5, 3], [6, 15, 20], [2, 7, 0], [11, 22, 31], [24, 23, 21], [9, 18, 4], [1, 8, 27], [28, 10, 16], [14, 26, 30, 13], [12, 25, 29, 19]]
[[21, 0, 20], [13, 17, 8], [31, 3, 28], [1, 27, 25], [4, 23, 30], [26, 22, 14], [24, 12, 18], [5, 7, 16], [11, 9, 19, 6], [29, 15, 10, 2]]
[[3, 6, 16], [0, 27, 28], [19, 22, 1], [24, 14, 31], [26, 10, 2], [9, 8, 17], [7, 13, 30], [15, 25, 11], [29, 4, 23, 21], [5, 12, 20, 18]]
[[6, 12, 14], [25, 3, 19], [27, 9, 17], [23, 5, 11], [29, 2, 16], [18, 28, 22], [7, 8, 31], [1, 0, 20], [24, 26, 21, 10], [15, 13, 30, 4]]
[[28, 23, 12], [14, 30, 25], [18, 1, 8], [5, 26, 31], [6, 13, 2], [4, 16, 21], [20, 19, 27], [7, 15, 17], [9, 29, 3, 11], [0, 22, 24, 10]]
[[5, 6, 26], [19, 0, 16], [14, 1, 17], [15, 23, 30], [18, 4, 12], [7, 20, 3], [24, 13, 2], [9, 8, 10], [21, 31, 11, 25], [22, 27, 28, 29]]
[[24, 30, 27], [3, 7, 12], [28, 9, 11], [2, 4, 13], [25, 20, 19], [0, 17, 29], [14, 26, 18], [23, 6, 1], [10, 21, 15, 8], [16, 31, 22, 5]]
[[5, 10, 9], [0, 28, 30], [15, 29, 26], [8, 25, 3], [1, 22, 14], [24, 6, 20], [16, 7, 13], [23, 4, 19], [17, 2, 12, 27], [18, 11, 31, 21]]
[[17, 7, 13], [27, 26, 24], [3, 14, 28], [1, 18, 10], [20, 19, 8], [22, 23, 9], [25, 31, 30], [2, 21, 16], [5, 15, 11, 6], [12, 0, 29, 4]]
[[4, 26, 27], [19, 18, 14], [2, 20, 3], [24, 17, 31], [23, 29, 21], [16, 22, 25], [13, 8, 6], [0, 12, 28], [11, 30, 9, 15], [10, 1, 5, 7]]
[[4, 20, 2], [9, 19, 18], [8, 27, 12], [16, 15, 14], [26, 17, 30], [3, 11, 1], [25, 0, 29], [7, 5, 24], [23, 21, 22, 13], [31, 10, 6, 28]]
[[31, 15, 8], [2, 6, 13], [30, 24, 1], [29, 16, 25], [12, 20, 3], [0, 4, 26], [28, 17, 11], [10, 27, 19], [23, 22, 7, 5], [14, 21, 9, 18]]
[[13, 21, 31], [3, 25, 18], [24, 15, 14], [4, 17, 29], [26, 1, 12], [22, 10, 20], [28, 0, 2], [30, 16, 11], [6, 19, 9, 5], [7, 27, 8, 23]]
[[17, 23, 3], [7, 24, 2], [0, 28, 15], [25, 18, 20], [13, 8, 22], [11, 1, 30], [16, 6, 21], [10, 27, 4], [14, 9, 29, 5], [31, 26, 12, 19]]
[[7, 13, 26], [4, 0, 1], [27, 11, 16], [18, 22, 28], [23, 17, 15], [9, 30, 24], [10, 6, 8], [25, 29, 2], [14, 20, 12, 21], [5, 19, 3, 31]]
[[4, 29, 30], [2, 10, 11], [13, 1, 6], [19, 25, 8], [28, 18, 16], [12, 17, 9], [14, 22, 20], [7, 24, 5], [0, 21, 26, 3], [31, 27, 15, 23]]
[[10, 18, 23], [9, 25, 4], [16, 29, 30], [0, 8, 15], [19, 31, 27], [22, 28, 6], [7, 5, 26], [2, 14, 3], [21, 17, 11, 24], [13, 20, 1, 12]]
[[10, 3, 9], [5, 11, 31], [6, 4, 30], [16, 29, 1], [12, 18, 21], [24, 26, 28], [8, 25, 7], [17, 20, 14], [0, 15, 22, 27], [13, 2, 23, 19]]
[[7, 14, 11], [9, 29, 10], [15, 12, 23], [25, 19, 21], [0, 13, 26], [16, 28, 5], [2, 18, 6], [22, 8, 3], [27, 30, 24, 17], [4, 31, 1, 20]]
[[13, 19, 15], [25, 7, 21], [20, 29, 24], [6, 8, 0], [23, 17, 18], [16, 14, 1], [26, 30, 3], [4, 9, 22], [11, 12, 2, 28], [5, 31, 27, 10]]
[[31, 25, 17], [8, 6, 19], [13, 5, 14], [21, 16, 2], [29, 4, 1], [10, 27, 7], [18, 12, 26], [22, 24, 30], [28, 20, 0, 9], [11, 23, 15, 3]]
[[8, 30, 2], [11, 3, 28], [9, 26, 13], [19, 7, 14], [17, 4, 29], [22, 18, 21], [25, 6, 15], [12, 27, 0], [31, 10, 24, 23], [5, 20, 16, 1]]
[[7, 17, 24], [6, 13, 20], [12, 2, 18], [28, 15, 9], [10, 1, 27], [5, 3, 14], [16, 31, 21], [4, 11, 26], [23, 19, 0, 22], [8, 25, 29, 30]]
[[0, 25, 13], [20, 9, 19], [12, 15, 6], [1, 10, 21], [31, 2, 16], [24, 28, 8], [5, 27, 26], [29, 30, 18], [23, 17, 4, 22], [7, 3, 14, 11]]
[[0, 20, 25], [19, 23, 24], [8, 12, 14], [29, 16, 1], [26, 6, 3], [4, 17, 10], [27, 2, 18], [9, 15, 13], [30, 5, 28, 31], [21, 22, 11, 7]]
[[23, 28, 9], [31, 20, 22], [2, 25, 4], [0, 13, 5], [30, 11, 12], [7, 16, 15], [18, 8, 6], [3, 27, 1], [14, 10, 17, 24], [19, 26, 21, 29]]
[[12, 22, 25], [10, 20, 4], [26, 29, 18], [24, 17, 9], [28, 1, 15], [6, 31, 16], [21, 13, 11], [2, 3, 23], [30, 0, 7, 27], [5, 8, 14, 19]]
[[7, 14, 15], [12, 23, 29], [31, 17, 11], [16, 6, 28], [4, 22, 19], [25, 5, 9], [2, 24, 20], [13, 30, 21], [10, 26, 3, 8], [18, 1, 0, 27]]
[[22, 25, 14], [31, 30, 8], [17, 28, 26], [29, 13, 18], [12, 24, 16], [7, 23, 0], [1, 4, 6], [5, 10, 21], [27, 20, 3, 9], [11, 19, 15, 2]]
[[3, 19, 16], [7, 11, 21], [0, 15, 26], [22, 31, 27], [23, 30, 20], [18, 4, 8], [25, 1, 10], [2, 9, 6], [12, 14, 13, 29], [17, 24, 5, 28]]
