[[11, 2, 9], [22, 19, 7], [25, 3, 18], [21, 5, 16], [14, 15, 0], [12, 1, 24], [4, 20, 17, 13], [23, 8, 10, 6]]
[[3, 2, 13], [22, 17, 19], [24, 0, 25], [6, 10, 16], [12, 14, 9], [5, 18, 7], [8, 11, 20, 21], [4, 15, 23, 1]]
[[6, 23, 21], [14, 22, 9], [16, 5, 25], [19, 24, 3], [0, 17, 15], [12, 4, 2], [8, 13, 10, 18], [11, 1, 20, 7]]
[[16, 7, 8], [0, 14, 22], [21, 2, 20], [12, 25, 18], [13, 5, 10], [9, 24, 23], [11, 1, 6, 3], [17, 15, 4, 19]]
[[22, 12, 25], [13, 10, 15], [18, 16, 11], [2, 17, 14], [19, 1, 24], [3, 6, 21], [7, 8, 0, 9], [20, 5, 23, 4]]
[[5, 0, 17], [13, 2, 15], [24, 22, 11], [19, 6, 8], [3, 21, 25], [12, 23, 16], [10, 1, 20, 7], [4, 18, 14, 9]]
[[22, 3, 17], [7, 1, 18], [13, 0, 23], [20, 14, 9], [2, 21, 25], [11, 5, 24], [10, 19, 6, 16], [12, 8, 15, 4]]
[[8, 6, 1], [0, 13, 16], [21, 10, 14], [15, 12, 18], [22, 24, 11], [17, 3, 9], [7, 4, 25, 19], [20, 2, 5, 23]]
[[24, 13, 22], [6, 7, 12], [1, 25, 3], [14, 21, 23], [19, 17, 15], [8, 16, 11], [10, 2, 0, 20], [4, 18, 5, 9]]
[[4, 23, 19], [18, 10, 12], [9, 1, 7], [11, 16, 2], [8, 13, 20], [0, 3, 5], [22, 14, 21, 25], [24, 6, 17, 15]]
[[3, 15, 7], [24, 11, 23], [10, 25, 17], [9, 22, 14], [21, 8, 6], [4, 2, 18], [1, 20, 0, 12], [5, 13, 19, 16]]
[[14, 4, 6], [11, 8, 22], [10, 19, 18], [15, 23, 24], [7, 0, 25], [9, 1, 20], [13, 12, 21, 17], [16, 5, 2, 3]]
[[7, 14, 3], [25, 12, 20], [8, 5, 19], [18, 21, 0], [6, 24, 22], [4, 17, 9], [11, 16, 2, 1], [10, 15, 13, 23]]
[[15, 1, 10], [13, 20, 14], [11, 24, 16], [8, 17, 21], [19, 3, 23], [5, 9, 12], [6, 2, 0, 4], [25, 7, 18, 22]]
[[17, 6, 14], [23, 18, 20], [22, 11, 0], [1, 15, 7], [12, 8, 10], [4, 5, 16], [25, 13, 21, 19], [3, 24, 9, 2]]
[[1, 20, 17], [10, 0, 3], [18, 22, 4], [12, 21, 5], [11, 14, 6], [19, 7, 9], [13, 23, 16, 25], [24, 2, 15, 8]]
[[1, 14, 12], [16, 4, 7], [0, 23, 19], [25, 5, 6], [8, 2, 24], [10, 15, 11], [17, 21, 13, 22], [9, 20, 18, 3]]
[[12, 11, 16], [23, 3, 2], [24, 4, 13], [9, 18, 6], [0, 21, 22], [14, 10, 8], [25, 1, 7, 15], [5, 17, 20, 19]]
[[15, 23, 11], [9, 10, 1], [18, 19, 13], [8, 25, 7], [24, 4, 21], [22, 17, 12], [14, 5, 3, 6], [0, 2, 20, 16]]
[[8, 3, 23], [9, 21, 13], [15, 2, 4], [19, 5, 0], [10, 20, 25], [14, 11, 18], [16, 7, 17, 1], [24, 22, 6, 12]]
[[16, 23, 1], [7, 25, 22], [4, 3, 24], [0, 20, 21], [18, 10, 6], [9, 13, 14], [2, 8, 19, 5], [11, 17, 12, 15]]
[[2, 14, 23], [20, 3, 25], [11, 18, 15], [10, 16, 1], [0, 19, 17], [8, 12, 21], [4, 24, 13, 6], [9, 7, 5, 22]]
[[4, 19, 0], [1, 6, 16], [24, 13, 11], [8, 9, 12], [7, 17, 20], [25, 2, 15], [21, 3, 10, 5], [22, 14, 18, 23]]
[[2, 6, 20], [5, 10, 11], [14, 3, 23], [7, 25, 8], [9, 19, 12], [4, 13, 15], [17, 24, 16, 21], [18, 22, 0, 1]]
[[1, 4, 10], [2, 9, 13], [12, 8, 20], [21, 0, 5], [17, 25, 14], [6, 3, 11], [23, 22, 19, 15], [7, 16, 18, 24]]
[[8, 24, 1], [4, 7, 3], [15, 2, 10], [13, 25, 18], [12, 20, 9], [22, 11, 5], [17, 19, 0, 14], [21, 6, 16, 23]]
[[11, 16, 3], [7, 12, 8], [5, 25, 9], [13, 19, 22], [23, 6, 24], [10, 20, 15], [4, 17, 18, 0], [2, 1, 21, 14]]
[[11, 6, 2], [19, 10, 13], [5, 16, 9], [18, 4, 20], [14, 22, 21], [3, 25, 24], [17, 23, 7, 0], [15, 1, 8, 12]]
[[1, 19, 8], [13, 9, 3], [24, 12, 22], [16, 0, 17], [11, 18, 5], [15, 20, 7], [2, 21, 10, 14], [4, 6, 25, 23]]
[[15, 6, 21], [20, 17, 7], [24, 18, 10], [12, 4, 5], [2, 1, 8], [23, 13, 11], [16, 9, 14, 25], [0, 19, 22, 3]]
[[0, 3, 14], [11, 25, 4], [7, 5, 2], [16, 12, 20], [17, 23, 9], [6, 10, 18], [22, 13, 8, 21], [1, 15, 24, 19]]
[[2, 13, 21], [4, 3, 12], [25, 17, 0], [23, 15, 18], [22, 20, 19], [6, 11, 1], [8, 5, 14, 10], [24, 7, 16, 9]]
[[6, 9, 2], [14, 22, 17], [7, 13, 10], [8, 16, 3], [4, 21, 24], [5, 25, 0], [12, 1, 20, 19], [15, 23, 18, 11]]
[[7, 1, 21], [0, 9, 19], [5, 8, 16], [10, 2, 13], [15, 11, 3], [17, 6, 23], [4, 14, 22, 20], [24, 18, 12, 25]]
[[9, 15, 7], [20, 23, 10], [5, 2, 18], [0, 22, 16], [6, 13, 19], [3, 25, 1], [24, 11, 14, 4], [12, 17, 8, 21]]
[[21, 15, 20], [0, 1, 10], [3, 22, 16], [9, 25, 23], [14, 4, 8], [19, 7, 18], [5, 6, 12, 11], [17, 24, 2, 13]]
[[4, 9, 19], [5, 25, 8], [24, 17, 1], [14, 20, 3], [23, 18, 6], [12, 7, 15], [10, 16, 22, 0], [13, 2, 21, 11]]
[[10, 16, 21], [19, 17, 20], [1, 7, 4], [23, 11, 5], [14, 9, 25], [8, 12, 18], [22, 3, 2, 13], [24, 0, 15, 6]]
[[6, 3, 17], [13, 25, 5], [20, 16, 22], [12, 24, 23], [11, 9, 18], [8, 2, 4], [15, 1, 7, 0], [14, 19, 21, 10]]
[[1, 7, 3], [21, 13, 2], [24, 12, 25], [18, 14, 8], [15, 17, 5], [20, 9, 16], [4, 10, 22, 19], [0, 11, 23, 6]]
[[9, 4, 20], [24, 19, 23], [25, 0, 5], [15, 17, 21], [2, 6, 13], [12, 14, 8], [22, 16, 1, 3], [11, 10, 7, 18]]
[[21, 12, 2], [20, 6, 11], [22, 17, 25], [18, 14, 19], [15, 24, 7], [4, 3, 8], [16, 9, 13, 0], [23, 10, 1, 5]]
[[8, 1, 16], [0, 5, 19], [6, 20, 14], [9, 17, 2], [18, 13, 3], [24, 25, 4], [15, 23, 21, 10], [11, 22, 7, 12]]
[[14, 23, 1], [17, 13, 7], [12, 21, 4], [11, 3, 5], [9, 16, 2], [8, 6, 15], [20, 19, 10, 25], [24, 0, 22, 18]]
[[24, 19, 13], [11, 14, 20], [17, 4, 15], [9, 8, 25], [22, 2, 0], [18, 23, 7], [16, 21, 12, 5], [1, 3, 6, 10]]
[[2, 17, 16], [5, 0, 1], [20, 8, 9], [10, 19, 11], [4, 23, 15], [6, 25, 21], [24, 7, 18, 12], [14, 22, 13, 3]]
[[15, 21, 22], [20, 2, 14], [6, 9, 10], [12, 3, 17], [0, 13, 18], [23, 1, 4], [7, 16, 25, 5], [19, 11, 8, 24]]
[[9, 24, 20], [6, 19, 13], [11, 16, 0], [10, 7, 5], [17, 14, 12], [21, 2, 8], [23, 18, 3, 1], [15, 25, 4, 22]]
[[20, 8, 11], [15, 1, 16], [22, 23, 5], [10, 25, 6], [21, 17, 14], [12, 4, 18], [7, 3, 0, 9], [13, 2, 19, 24]]
[[19, 22, 6], [18, 2, 14], [15, 3, 8], [11, 25, 5], [0, 7, 4], [13, 9, 17], [20, 24, 21, 12], [16, 10, 1, 23]]
[[8, 18, 21], [1, 13, 24], [20, 15, 12], [0, 7, 10], [23, 4, 17], [25, 19, 5], [11, 6, 3, 9], [2, 22, 16, 14]]
[[18, 25, 10], [15, 12, 0], [4, 9, 6], [19, 16, 2], [13, 22, 17], [11, 14, 3], [21, 7, 23, 20], [5, 8, 1, 24]]
[[23, 8, 22], [25, 13, 1], [2, 21, 4], [11, 20, 14], [19, 17, 18], [9, 12, 15], [3, 16, 6, 5], [0, 10, 7, 24]]
[[16, 10, 11], [0, 7, 2], [13, 22, 9], [8, 12, 5], [21, 15, 25], [20, 14, 3], [24, 18, 17, 23], [6, 4, 19, 1]]
[[6, 24, 16], [1, 7, 10], [18, 23, 22], [13, 0, 8], [15, 4, 2], [11, 25, 17], [19, 3, 5, 21], [20, 14, 12, 9]]
[[19, 3, 2], [20, 14, 0], [18, 25, 21], [22, 10, 1], [6, 4, 8], [12, 11, 24], [13, 17, 15, 5], [9, 23, 7, 16]]
[[6, 11, 4], [0, 17, 23], [15, 20, 25], [14, 16, 18], [3, 2, 19], [21, 22, 12], [13, 24, 1, 9], [7, 5, 10, 8]]
[[2, 23, 16], [1, 18, 19], [5, 14, 15], [6, 13, 3], [11, 8, 10], [17, 22, 0], [21, 24, 20, 4], [12, 25, 9, 7]]
[[24, 20, 8], [2, 7, 23], [12, 16, 10], [13, 1, 15], [3, 0, 11], [14, 5, 17], [21, 18, 9, 25], [4, 19, 22, 6]]
[[15, 19, 17], [4, 16, 24], [9, 22, 7], [11, 6, 3], [18, 8, 25], [14, 12, 23], [20, 2, 1, 13], [5, 21, 0, 10]]
[[9, 2, 10], [11, 19, 3], [8, 12, 16], [14, 4, 25], [17, 6, 1], [7, 21, 20], [13, 22, 18, 5], [24, 0, 23, 15]]
[[23, 4, 10], [12, 25, 21], [16, 11, 17], [0, 2, 5], [20, 24, 8], [7, 1, 15], [9, 19, 6, 3], [14, 22, 18, 13]]
[[18, 9, 25], [19, 8, 2], [24, 17, 22], [6, 14, 7], [13, 3, 1], [10, 11, 4], [0, 20, 15, 21], [23, 12, 16, 5]]
[[18, 10, 7], [0, 22, 17], [2, 11, 23], [24, 13, 4], [21, 8, 9], [14, 20, 15], [12, 19, 1, 3], [25, 5, 6, 16]]
[[15, 19, 12], [6, 2, 14], [10, 1, 24], [9, 17, 13], [21, 0, 3], [22, 4, 11], [16, 25, 20, 23], [5, 8, 18, 7]]
[[2, 8, 17], [20, 9, 23], [25, 7, 15], [11, 3, 10], [0, 5, 14], [12, 21, 13], [24, 1, 19, 4], [6, 16, 18, 22]]
[[25, 4, 15], [9, 23, 2], [16, 22, 6], [0, 10, 20], [24, 19, 1], [21, 13, 14], [8, 11, 18, 17], [7, 5, 12, 3]]
[[23, 13, 22], [6, 12, 24], [5, 14, 0], [8, 18, 21], [15, 20, 19], [16, 2, 3], [10, 1, 7, 11], [9, 17, 25, 4]]
[[21, 18, 22], [4, 3, 20], [1, 9, 15], [0, 19, 5], [8, 24, 12], [17, 14, 2], [25, 16, 6, 13], [7, 23, 10, 11]]
[[3, 14, 9], [23, 24, 4], [1, 18, 21], [0, 11, 8], [19, 6, 7], [10, 20, 12], [2, 17, 25, 16], [22, 15, 13, 5]]
[[15, 3, 14], [4, 19, 8], [12, 11, 20], [23, 24, 17], [25, 2, 1], [13, 16, 22], [9, 18, 5, 7], [10, 0, 21, 6]]
[[7, 18, 13], [4, 10, 5], [1, 20, 8], [17, 11, 16], [9, 19, 15], [22, 25, 21], [14, 24, 3, 23], [2, 0, 12, 6]]
[[16, 20, 3], [15, 4, 14], [5, 8, 12], [7, 0, 9], [19, 2, 18], [1, 10, 25], [23, 6, 13, 22], [21, 17, 24, 11]]
[[19, 11, 16], [6, 23, 4], [9, 8, 1], [13, 10, 24], [22, 0, 7], [25, 17, 12], [18, 2, 14, 15], [21, 5, 3, 20]]
[[8, 24, 14], [17, 3, 4], [1, 22, 13], [2, 20, 15], [10, 19, 5], [6, 12, 7], [18, 16, 21, 25], [0, 11, 9, 23]]
[[5, 17, 25], [18, 23, 14], [0, 11, 24], [19, 9, 13], [8, 12, 6], [7, 2, 22], [4, 15, 21, 20], [10, 1, 16, 3]]
[[22, 0, 23], [20, 13, 3], [16, 12, 7], [11, 24, 4], [2, 25, 1], [9, 10, 5], [21, 19, 14, 6], [17, 8, 15, 18]]
[[19, 23, 6], [16, 2, 20], [3, 13, 11], [12, 22, 9], [4, 17, 5], [25, 21, 24], [1, 7, 18, 15], [10, 14, 8, 0]]
[[25, 8, 7], [19, 14, 12], [21, 0, 18], [2, 13, 5], [22, 23, 1], [11, 17, 6], [20, 24, 3, 16], [9, 10, 15, 4]]
[[0, 14, 4], [8, 7, 5], [23, 1, 25], [24, 10, 2], [19, 21, 11], [16, 13, 18], [6, 22, 3, 9], [20, 15, 12, 17]]
[[0, 3, 15], [20, 12, 1], [13, 22, 7], [6, 19, 21], [9, 25, 17], [2, 11, 23], [16, 14, 18, 10], [5, 8, 4, 24]]
[[3, 11, 14], [2, 23, 19], [13, 17, 7], [25, 15, 22], [1, 21, 12], [20, 18, 6], [0, 9, 8, 10], [24, 16, 4, 5]]
[[6, 19, 20], [1, 23, 15], [7, 16, 13], [25, 24, 4], [18, 8, 0], [22, 12, 14], [11, 2, 3, 10], [5, 17, 9, 21]]
[[21, 22, 23], [5, 16, 18], [10, 19, 1], [4, 2, 3], [20, 6, 15], [24, 0, 25], [14, 13, 12, 9], [11, 17, 8, 7]]
[[23, 19, 12], [11, 21, 18], [15, 6, 8], [24, 20, 10], [25, 4, 14], [2, 5, 7], [16, 13, 3, 22], [9, 17, 0, 1]]
[[8, 11, 21], [24, 25, 17], [6, 5, 1], [13, 2, 23], [16, 4, 19], [0, 20, 15], [22, 12, 9, 7], [18, 14, 3, 10]]
[[0, 13, 16], [19, 9, 6], [23, 1, 17], [15, 12, 11], [14, 4, 8], [3, 2, 22], [20, 18, 10, 24], [25, 5, 7, 21]]
[[18, 19, 15], [13, 24, 21], [8, 11, 17], [7, 5, 6], [9, 1, 20], [0, 25, 22], [16, 14, 4, 12], [10, 3, 23, 2]]
[[22, 20, 6], [3, 16, 8], [12, 11, 19], [15, 13, 18], [10, 9, 5], [0, 25, 1], [21, 17, 23, 7], [4, 2, 14, 24]]
