[[9, 5, 4], [15, 14, 8], [19, 17, 0], [10, 13, 18], [7, 1, 16, 6], [3, 2, 12, 11]]
[[19, 3, 16], [1, 14, 6], [11, 17, 4], [8, 9, 5], [12, 0, 15, 18], [7, 13, 2, 10]]
[[1, 11, 18], [0, 5, 7], [6, 9, 2], [3, 15, 8], [19, 10, 4, 12], [17, 14, 13, 16]]
[[5, 7, 8], [17, 1, 13], [2, 3, 6], [0, 18, 16], [15, 11, 19, 14], [4, 12, 10, 9]]
[[13, 17, 19], [0, 18, 8], [16, 11, 4], [1, 15, 12], [14, 7, 5, 10], [3, 2, 9, 6]]
[[12, 14, 7], [3, 0, 15], [6, 18, 5], [8, 11, 16], [4, 17, 9, 19], [1, 13, 2, 10]]
[[16, 5, 13], [15, 11, 1], [14, 18, 9], [4, 12, 6], [3, 17, 10, 2], [19, 0, 8, 7]]
[[15, 12, 16], [3, 13, 1], [7, 0, 9], [17, 14, 5], [18, 8, 4, 19], [6, 11, 2, 10]]
[[16, 6, 5], [2, 11, 17], [10, 12, 9], [15, 14, 19], [13, 3, 18, 7], [8, 4, 1, 0]]
[[12, 3, 10], [0, 11, 8], [16, 1, 14], [7, 13, 2], [4, 9, 17, 6], [15, 19, 18, 5]]
[[16, 3, 2], [8, 5, 12], [17, 4, 18], [14, 10, 6], [1, 0, 15, 19], [9, 11, 13, 7]]
[[9, 2, 17], [6, 11, 18], [12, 10, 0], [5, 7, 15], [19, 8, 4, 13], [14, 16, 3, 1]]
[[16, 14, 15], [7, 9, 1], [5, 3, 12], [18, 17, 11], [4, 19, 10, 0], [2, 6, 13, 8]]
[[10, 13, 1], [3, 11, 7], [17, 19, 5], [15, 14, 9], [8, 18, 2, 4], [0, 6, 16, 12]]
[[17, 4, 7], [2, 19, 6], [14, 0, 9], [18, 12, 13], [11, 8, 1, 5], [3, 15, 16, 10]]
[[10, 4, 1], [16, 14, 6], [18, 9, 2], [0, 19, 7], [5, 11, 17, 15], [13, 3, 8, 12]]
[[3, 10, 12], [0, 9, 1], [5, 11, 16], [13, 2, 14], [15, 18, 6, 17], [7, 19, 8, 4]]
[[6, 13, 3], [18, 5, 1], [7, 11, 0], [16, 8, 19], [10, 4, 14, 9], [12, 15, 2, 17]]
[[9, 7, 4], [5, 18, 14], [15, 11, 1], [6, 10, 19], [8, 3, 12, 13], [17, 0, 16, 2]]
[[14, 4, 17], [7, 0, 8], [19, 10, 6], [3, 12, 9], [11, 15, 16, 2], [5, 1, 18, 13]]
[[16, 9, 6], [12, 5, 15], [1, 8, 18], [13, 14, 10], [19, 4, 17, 11], [2, 7, 3, 0]]
[[15, 17, 2], [1, 13, 12], [10, 8, 14], [0, 3, 4], [9, 6, 18, 19], [5, 16, 7, 11]]
[[9, 8, 10], [4, 2, 12], [5, 6, 13], [14, 11, 15], [7, 18, 1, 16], [19, 17, 0, 3]]
[[4, 18, 1], [7, 19, 17], [8, 12, 9], [16, 11, 6], [2, 3, 10, 14], [0, 13, 5, 15]]
[[19, 5, 0], [6, 7, 16], [1, 11, 15], [8, 12, 4], [10, 14, 17, 9], [2, 3, 13, 18]]
[[11, 16, 5], [10, 19, 18], [14, 12, 3], [4, 13, 0], [17, 9, 6, 15], [7, 2, 1, 8]]
[[5, 4, 10], [19, 16, 14], [11, 6, 12], [7, 1, 0], [17, 3, 9, 13], [15, 8, 18, 2]]
[[3, 12, 8], [19, 9, 17], [18, 6, 11], [15, 4, 1], [7, 10, 14, 0], [16, 13, 2, 5]]
[[0, 6, 13], [8, 16, 12], [2, 5, 9], [4, 1, 15], [11, 10, 17, 3], [18, 19, 7, 14]]
[[10, 16, 6], [18, 9, 17], [15, 11, 1], [4, 0, 3], [5, 14, 8, 13], [12, 2, 19, 7]]
[[11, 2, 13], [18, 17, 15], [4, 12, 14], [0, 7, 6], [3, 10, 8, 9], [16, 19, 1, 5]]
[[13, 18, 7], [0, 11, 8], [19, 2, 4], [14, 5, 10], [17, 15, 12, 16], [9, 1, 6, 3]]
[[0, 4, 18], [5, 6, 12], [11, 14, 2], [17, 15, 10], [19, 9, 8, 3], [13, 1, 7, 16]]
[[9, 10, 6], [13, 14, 8], [3, 7, 1], [17, 5, 4], [18, 16, 2, 12], [11, 15, 19, 0]]
[[5, 10, 7], [11, 0, 18], [14, 6, 3], [2, 13, 17], [1, 16, 19, 8], [9, 12, 15, 4]]
[[11, 2, 17], [14, 13, 15], [3, 4, 16], [6, 5, 0], [18, 9, 10, 12], [7, 8, 1, 19]]
[[18, 4, 14], [5, 0, 1], [15, 7, 12], [3, 11, 16], [19, 17, 6, 10], [8, 13, 9, 2]]
[[10, 2, 15], [17, 5, 0], [1, 3, 8], [11, 4, 19], [14, 16, 13, 9], [7, 6, 18, 12]]
[[13, 6, 7], [12, 10, 1], [5, 19, 0], [2, 11, 9], [17, 18, 16, 14], [4, 3, 8, 15]]
[[18, 19, 5], [2, 0, 13], [6, 4, 3], [7, 11, 15], [10, 12, 17, 14], [9, 16, 1, 8]]
[[10, 2, 12], [18, 7, 17], [9, 15, 14], [3, 16, 13], [11, 19, 1, 8], [0, 4, 5, 6]]
[[13, 10, 12], [3, 14, 19], [15, 0, 9], [17, 1, 18], [16, 6, 8, 2], [5, 7, 4, 11]]
[[19, 2, 4], [14, 0, 7], [6, 11, 10], [9, 5, 16], [1, 13, 17, 8], [18, 12, 3, 15]]
[[12, 2, 7], [9, 0, 11], [19, 15, 1], [13, 8, 3], [14, 16, 17, 4], [18, 5, 10, 6]]
[[9, 12, 4], [15, 6, 14], [2, 17, 10], [1, 3, 0], [16, 8, 19, 13], [18, 11, 7, 5]]
[[0, 11, 12], [19, 5, 8], [2, 18, 7], [1, 16, 15], [9, 17, 4, 14], [6, 13, 3, 10]]
[[13, 2, 17], [10, 11, 4], [18, 6, 9], [15, 16, 8], [12, 0, 7, 3], [19, 14, 1, 5]]
[[7, 8, 15], [3, 10, 11], [14, 2, 19], [4, 6, 13], [1, 12, 9, 18], [17, 16, 0, 5]]
[[15, 10, 7], [6, 19, 1], [2, 12, 0], [8, 16, 4], [18, 3, 17, 5], [11, 9, 14, 13]]
[[2, 16, 17], [3, 8, 18], [13, 0, 11], [15, 9, 14], [5, 10, 19, 1], [7, 6, 12, 4]]
